gene_id	state	timepoint	mean_rpkm	gene_name	protein_intensity	scaled_protein_intensity
ENSMUSG00000027828	quiescence	Day-10	28.0660543168127	Ssr3	-0.111653	-0.440623792295102
ENSMUSG00000027828	quiescence	Day-10	28.0660543168127	Ssr3	-0.111653	-0.440623792295102
ENSMUSG00000027828	quiescence	Day-3	13.1193559516598	Ssr3	0.189015	0.628761417845401
ENSMUSG00000027828	quiescence	Day-3	13.1193559516598	Ssr3	0.189015	0.628761417845401
ENSMUSG00000027835	active	Day-0	2.11583346555227	Pdcd10	0.0505295	-0.00838361007872282
ENSMUSG00000027835	active	Day-0	2.11583346555227	Pdcd10	0.0505295	-0.00838361007872282
ENSMUSG00000027835	active	Day-0	2.11583346555227	Pdcd10	0.0505295	-0.00838361007872282
ENSMUSG00000027835	quiescence	Day-10	3.1928498553671	Pdcd10	-0.525026	-2.23950925859248
ENSMUSG00000027835	quiescence	Day-10	3.1928498553671	Pdcd10	-0.525026	-2.23950925859248
ENSMUSG00000027835	quiescence	Day-10	3.1928498553671	Pdcd10	-0.525026	-2.23950925859248
ENSMUSG00000027835	quiescence	Day-3	9.4160302538586	Pdcd10	0.203438	0.675654257709066
ENSMUSG00000027835	quiescence	Day-3	9.4160302538586	Pdcd10	0.203438	0.675654257709066
ENSMUSG00000027835	quiescence	Day-3	9.4160302538586	Pdcd10	0.203438	0.675654257709066
ENSMUSG00000027854	active	Day-0	10.5525783292923	Sike1	0.782322	0.66932128927284
ENSMUSG00000027854	active	Day-0	10.5525783292923	Sike1	0.782322	0.66932128927284
ENSMUSG00000027854	quiescence	Day-10	5.28481272702663	Sike1	0.249743	1.13207208280561
ENSMUSG00000027854	quiescence	Day-10	5.28481272702663	Sike1	0.249743	1.13207208280561
ENSMUSG00000027854	quiescence	Day-3	5.67702702399492	Sike1	0.11001	0.371896076832515
ENSMUSG00000027854	quiescence	Day-3	5.67702702399492	Sike1	0.11001	0.371896076832515
ENSMUSG00000027864	active	Day-0	4.64650658079135	Ptgfrn	-1.95955	-1.86989589018017
ENSMUSG00000027864	quiescence	Day-10	6.9015408971107	Ptgfrn	0.278026	1.25515191057203
ENSMUSG00000027864	quiescence	Day-3	28.8561012867809	Ptgfrn	-0.347711	-1.11627126388971
ENSMUSG00000027865	active	Day-0	1.17629322384729	Gdap2	-0.290692	-0.324385048073905
ENSMUSG00000027865	active	Day-0	1.17629322384729	Gdap2	-0.290692	-0.324385048073905
ENSMUSG00000027865	quiescence	Day-10	4.72365124070839	Gdap2	0.174953	0.806606597579483
ENSMUSG00000027865	quiescence	Day-10	4.72365124070839	Gdap2	0.174953	0.806606597579483
ENSMUSG00000027865	quiescence	Day-3	1.56968315829376	Gdap2	-0.201089	-0.639565865117587
ENSMUSG00000027865	quiescence	Day-3	1.56968315829376	Gdap2	-0.201089	-0.639565865117587
ENSMUSG00000027878	active	Day-0	42.954327691719	Notch2	-0.995773	-0.977352724211197
ENSMUSG00000027878	quiescence	Day-10	4.81535394687281	Notch2	0.0795736	0.391541713215569
ENSMUSG00000027878	quiescence	Day-3	122.310796947361	Notch2	-0.079545	-0.244395420106889
ENSMUSG00000027879	active	Day-0	4.54846956537469	Sec22b	-0.513734	-0.530941764849728
ENSMUSG00000027879	active	Day-0	4.54846956537469	Sec22b	-0.513734	-0.530941764849728
ENSMUSG00000027879	active	Day-0	4.54846956537469	Sec22b	-0.513734	-0.530941764849728
ENSMUSG00000027879	active	Day-0	4.54846956537469	Sec22b	-0.513734	-0.530941764849728
ENSMUSG00000027879	quiescence	Day-10	2.56969721147635	Sec22b	0.104426	0.499692514459504
ENSMUSG00000027879	quiescence	Day-10	2.56969721147635	Sec22b	0.104426	0.499692514459504
ENSMUSG00000027879	quiescence	Day-10	2.56969721147635	Sec22b	0.104426	0.499692514459504
ENSMUSG00000027879	quiescence	Day-10	2.56969721147635	Sec22b	0.104426	0.499692514459504
ENSMUSG00000027879	quiescence	Day-3	12.2714339120071	Sec22b	0.0045023	0.0288637201464158
ENSMUSG00000027879	quiescence	Day-3	12.2714339120071	Sec22b	0.0045023	0.0288637201464158
ENSMUSG00000027879	quiescence	Day-3	12.2714339120071	Sec22b	0.0045023	0.0288637201464158
ENSMUSG00000027879	quiescence	Day-3	12.2714339120071	Sec22b	0.0045023	0.0288637201464158
ENSMUSG00000027881	active	Day-0	48.6063372224261	Prpf38b	0.764395	0.65271929385655
ENSMUSG00000027881	active	Day-0	48.6063372224261	Prpf38b	0.764395	0.65271929385655
ENSMUSG00000027881	active	Day-0	48.6063372224261	Prpf38b	0.764395	0.65271929385655
ENSMUSG00000027881	quiescence	Day-10	30.8013950205425	Prpf38b	-0.0219078	-0.0500773948527156
ENSMUSG00000027881	quiescence	Day-10	30.8013950205425	Prpf38b	-0.0219078	-0.0500773948527156
ENSMUSG00000027881	quiescence	Day-10	30.8013950205425	Prpf38b	-0.0219078	-0.0500773948527156
ENSMUSG00000027881	quiescence	Day-3	32.5409940752189	Prpf38b	0.069149	0.239046577444786
ENSMUSG00000027881	quiescence	Day-3	32.5409940752189	Prpf38b	0.069149	0.239046577444786
ENSMUSG00000027881	quiescence	Day-3	32.5409940752189	Prpf38b	0.069149	0.239046577444786
ENSMUSG00000027882	active	Day-0	3.13309349750436	Stxbp3	-1.03135	-1.01030018842302
ENSMUSG00000027882	active	Day-0	3.13309349750436	Stxbp3	-1.03135	-1.01030018842302
ENSMUSG00000027882	active	Day-0	3.13309349750436	Stxbp3	-1.03135	-1.01030018842302
ENSMUSG00000027882	quiescence	Day-10	3.68406162674702	Stxbp3	0.190591	0.874658867374459
ENSMUSG00000027882	quiescence	Day-10	3.68406162674702	Stxbp3	0.190591	0.874658867374459
ENSMUSG00000027882	quiescence	Day-10	3.68406162674702	Stxbp3	0.190591	0.874658867374459
ENSMUSG00000027882	quiescence	Day-3	10.7534434639767	Stxbp3	-0.25806	-0.8247930702672
ENSMUSG00000027882	quiescence	Day-3	10.7534434639767	Stxbp3	-0.25806	-0.8247930702672
ENSMUSG00000027882	quiescence	Day-3	10.7534434639767	Stxbp3	-0.25806	-0.8247930702672
ENSMUSG00000027884	active	Day-0	11.9139968201732	Clcc1	0.324988	0.245789355780699
ENSMUSG00000027884	active	Day-0	11.9139968201732	Clcc1	0.324988	0.245789355780699
ENSMUSG00000027884	active	Day-0	11.9139968201732	Clcc1	0.324988	0.245789355780699
ENSMUSG00000027884	quiescence	Day-10	2.56091751542989	Clcc1	0.000159264	0.0459523911116656
ENSMUSG00000027884	quiescence	Day-10	2.56091751542989	Clcc1	0.000159264	0.0459523911116656
ENSMUSG00000027884	quiescence	Day-10	2.56091751542989	Clcc1	0.000159264	0.0459523911116656
ENSMUSG00000027884	quiescence	Day-3	8.28683094237447	Clcc1	-0.315431	-1.01132077711171
ENSMUSG00000027884	quiescence	Day-3	8.28683094237447	Clcc1	-0.315431	-1.01132077711171
ENSMUSG00000027884	quiescence	Day-3	8.28683094237447	Clcc1	-0.315431	-1.01132077711171
ENSMUSG00000027889	active	Day-0	12.4651136022983	Ampd2	0.662381	0.55824526248502
ENSMUSG00000027889	active	Day-0	12.4651136022983	Ampd2	0.662381	0.55824526248502
ENSMUSG00000027889	quiescence	Day-10	10.2040754912338	Ampd2	-0.193982	-0.798896929521764
ENSMUSG00000027889	quiescence	Day-10	10.2040754912338	Ampd2	-0.193982	-0.798896929521764
ENSMUSG00000027889	quiescence	Day-3	12.4166030968128	Ampd2	0.0214109	0.0838378775421564
ENSMUSG00000027889	quiescence	Day-3	12.4166030968128	Ampd2	0.0214109	0.0838378775421564
ENSMUSG00000027893	active	Day-0	63.8701065072978	Ahcyl1	-0.877354	-0.867686204704215
ENSMUSG00000027893	active	Day-0	63.8701065072978	Ahcyl1	-0.877354	-0.867686204704215
ENSMUSG00000027893	quiescence	Day-10	47.7988091527958	Ahcyl1	0.151896	0.706268882739814
ENSMUSG00000027893	quiescence	Day-10	47.7988091527958	Ahcyl1	0.151896	0.706268882739814
ENSMUSG00000027893	quiescence	Day-3	282.514246700244	Ahcyl1	-0.472918	-1.5233510531714
ENSMUSG00000027893	quiescence	Day-3	282.514246700244	Ahcyl1	-0.472918	-1.5233510531714
ENSMUSG00000027905	active	Day-0	3.42805337079171	Ddx20	1.70676	1.52543304464989
ENSMUSG00000027905	active	Day-0	3.42805337079171	Ddx20	1.70676	1.52543304464989
ENSMUSG00000027905	quiescence	Day-10	0.760386484773703	Ddx20	-0.357365	-1.50989475506931
ENSMUSG00000027905	quiescence	Day-10	0.760386484773703	Ddx20	-0.357365	-1.50989475506931
ENSMUSG00000027905	quiescence	Day-3	14.8172185931538	Ddx20	0.160538	0.536175450931611
ENSMUSG00000027905	quiescence	Day-3	14.8172185931538	Ddx20	0.160538	0.536175450931611
ENSMUSG00000027907	active	Day-0	0.830084125557779	S100a11	-0.260166	-0.296115258813143
ENSMUSG00000027907	quiescence	Day-10	5.09565254281333	S100a11	-0.491261	-2.09257327639352
ENSMUSG00000027907	quiescence	Day-3	5.76569279048412	S100a11	1.38831	4.5279743682922
ENSMUSG00000027933	active	Day-0	33.8346366571775	Ints3	0.581996	0.483801607576866
ENSMUSG00000027933	active	Day-0	33.8346366571775	Ints3	0.581996	0.483801607576866
ENSMUSG00000027933	quiescence	Day-10	74.3674355941104	Ints3	0.00117588	0.0503764240001353
ENSMUSG00000027933	quiescence	Day-10	74.3674355941104	Ints3	0.00117588	0.0503764240001353
ENSMUSG00000027933	quiescence	Day-3	66.5184824304725	Ints3	-0.123778	-0.38820814878258
ENSMUSG00000027933	quiescence	Day-3	66.5184824304725	Ints3	-0.123778	-0.38820814878258
ENSMUSG00000027935	active	Day-0	2.24354766999711	Rab13	-1.04589	-1.02376552079056
ENSMUSG00000027935	active	Day-0	2.24354766999711	Rab13	-1.04589	-1.02376552079056
ENSMUSG00000027935	quiescence	Day-10	0.728887901462388	Rab13	0.220692	1.00565013052183
ENSMUSG00000027935	quiescence	Day-10	0.728887901462388	Rab13	0.220692	1.00565013052183
ENSMUSG00000027935	quiescence	Day-3	2.42483940748028	Rab13	-0.0289631	-0.0799408034044054
ENSMUSG00000027935	quiescence	Day-3	2.42483940748028	Rab13	-0.0289631	-0.0799408034044054
ENSMUSG00000027936	active	Day-0	5.05080796971028	Crtc2	0.110865	0.0474924257577011
ENSMUSG00000027936	active	Day-0	5.05080796971028	Crtc2	0.110865	0.0474924257577011
ENSMUSG00000027936	quiescence	Day-10	1.97585805209019	Crtc2	0.289138	1.30350827468265
ENSMUSG00000027936	quiescence	Day-10	1.97585805209019	Crtc2	0.289138	1.30350827468265
ENSMUSG00000027936	quiescence	Day-3	6.30170543703323	Crtc2	-0.976262	-3.15985036595908
ENSMUSG00000027936	quiescence	Day-3	6.30170543703323	Crtc2	-0.976262	-3.15985036595908
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	active	Day-0	6.68079167001838	Hax1	-0.162758	-0.205906792839473
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-10	14.0297865510287	Hax1	0.0723763	0.360221045521786
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027944	quiescence	Day-3	20.34240577442	Hax1	-0.272215	-0.870814573995285
ENSMUSG00000027952	active	Day-0	4.06151902618304	Pmvk	1.06436	0.930513545825505
ENSMUSG00000027952	active	Day-0	4.06151902618304	Pmvk	1.06436	0.930513545825505
ENSMUSG00000027952	quiescence	Day-10	17.8090162192891	Pmvk	-0.330626	-1.39353399013467
ENSMUSG00000027952	quiescence	Day-10	17.8090162192891	Pmvk	-0.330626	-1.39353399013467
ENSMUSG00000027952	quiescence	Day-3	1.45398579746841	Pmvk	0.70009	2.29039617714115
ENSMUSG00000027952	quiescence	Day-3	1.45398579746841	Pmvk	0.70009	2.29039617714115
ENSMUSG00000027963	active	Day-0	3.92236983055975	Extl2	-0.642399	-0.650096991058071
ENSMUSG00000027963	active	Day-0	3.92236983055975	Extl2	-0.642399	-0.650096991058071
ENSMUSG00000027963	quiescence	Day-10	0.395002728398388	Extl2	0.0787601	0.388001585227449
ENSMUSG00000027963	quiescence	Day-10	0.395002728398388	Extl2	0.0787601	0.388001585227449
ENSMUSG00000027963	quiescence	Day-3	2.82436233886801	Extl2	-0.0787601	-0.241843510656082
ENSMUSG00000027963	quiescence	Day-3	2.82436233886801	Extl2	-0.0787601	-0.241843510656082
ENSMUSG00000027966	active	Day-0	6.88139331224039	Col11a1	-0.555829	-0.569925476404853
ENSMUSG00000027966	active	Day-0	6.88139331224039	Col11a1	-0.555829	-0.569925476404853
ENSMUSG00000027966	active	Day-0	6.88139331224039	Col11a1	-0.555829	-0.569925476404853
ENSMUSG00000027966	active	Day-0	6.88139331224039	Col11a1	-0.555829	-0.569925476404853
ENSMUSG00000027966	quiescence	Day-10	1.76328785543198	Col11a1	-0.0793467	-0.300035670816817
ENSMUSG00000027966	quiescence	Day-10	1.76328785543198	Col11a1	-0.0793467	-0.300035670816817
ENSMUSG00000027966	quiescence	Day-10	1.76328785543198	Col11a1	-0.0793467	-0.300035670816817
ENSMUSG00000027966	quiescence	Day-10	1.76328785543198	Col11a1	-0.0793467	-0.300035670816817
ENSMUSG00000027966	quiescence	Day-3	10.8618243278934	Col11a1	0.697465	2.2818616347684
ENSMUSG00000027966	quiescence	Day-3	10.8618243278934	Col11a1	0.697465	2.2818616347684
ENSMUSG00000027966	quiescence	Day-3	10.8618243278934	Col11a1	0.697465	2.2818616347684
ENSMUSG00000027966	quiescence	Day-3	10.8618243278934	Col11a1	0.697465	2.2818616347684
ENSMUSG00000027968	active	Day-0	6.10982791141753	Larp7	1.0608	0.92721666939989
ENSMUSG00000027968	active	Day-0	6.10982791141753	Larp7	1.0608	0.92721666939989
ENSMUSG00000027968	quiescence	Day-10	0.998172333616255	Larp7	-0.044879	-0.150041731718961
ENSMUSG00000027968	quiescence	Day-10	0.998172333616255	Larp7	-0.044879	-0.150041731718961
ENSMUSG00000027968	quiescence	Day-3	6.09543222606075	Larp7	-0.095294	-0.29559942308913
ENSMUSG00000027968	quiescence	Day-3	6.09543222606075	Larp7	-0.095294	-0.29559942308913
ENSMUSG00000027983	active	Day-0	0.905889611445626	Cyp2u1	-1.69302	-1.62306542003437
ENSMUSG00000027983	quiescence	Day-10	0.442882166529196	Cyp2u1	0.183403	0.843378670719753
ENSMUSG00000027983	quiescence	Day-3	2.5510813242048	Cyp2u1	-0.179142	-0.568210588372953
ENSMUSG00000027984	active	Day-0	17.4087174953539	Hadh	-1.72005	-1.64809760255807
ENSMUSG00000027984	quiescence	Day-10	5.98349643682042	Hadh	0.147058	0.685215238970272
ENSMUSG00000027984	quiescence	Day-3	50.986652822851	Hadh	-0.147058	-0.463897347425451
ENSMUSG00000027998	active	Day-0	4.81450228524127	Plrg1	1.34925	1.1943470078742
ENSMUSG00000027998	active	Day-0	4.81450228524127	Plrg1	1.34925	1.1943470078742
ENSMUSG00000027998	active	Day-0	4.81450228524127	Plrg1	1.34925	1.1943470078742
ENSMUSG00000027998	quiescence	Day-10	0.266664794352175	Plrg1	-0.164927	-0.672457570339451
ENSMUSG00000027998	quiescence	Day-10	0.266664794352175	Plrg1	-0.164927	-0.672457570339451
ENSMUSG00000027998	quiescence	Day-10	0.266664794352175	Plrg1	-0.164927	-0.672457570339451
ENSMUSG00000027998	quiescence	Day-3	22.949343949545	Plrg1	-0.0337057	-0.0953602017499243
ENSMUSG00000027998	quiescence	Day-3	22.949343949545	Plrg1	-0.0337057	-0.0953602017499243
ENSMUSG00000027998	quiescence	Day-3	22.949343949545	Plrg1	-0.0337057	-0.0953602017499243
ENSMUSG00000028007	active	Day-0	1.35914437973006	Snx7	-1.22903	-1.19336943893299
ENSMUSG00000028007	active	Day-0	1.35914437973006	Snx7	-1.22903	-1.19336943893299
ENSMUSG00000028007	active	Day-0	1.35914437973006	Snx7	-1.22903	-1.19336943893299
ENSMUSG00000028007	active	Day-0	1.35914437973006	Snx7	-1.22903	-1.19336943893299
ENSMUSG00000028007	quiescence	Day-10	1.0469305216526	Snx7	0.212773	0.971188823161142
ENSMUSG00000028007	quiescence	Day-10	1.0469305216526	Snx7	0.212773	0.971188823161142
ENSMUSG00000028007	quiescence	Day-10	1.0469305216526	Snx7	0.212773	0.971188823161142
ENSMUSG00000028007	quiescence	Day-10	1.0469305216526	Snx7	0.212773	0.971188823161142
ENSMUSG00000028007	quiescence	Day-3	3.54000182408751	Snx7	-0.034318	-0.0973509447193843
ENSMUSG00000028007	quiescence	Day-3	3.54000182408751	Snx7	-0.034318	-0.0973509447193843
ENSMUSG00000028007	quiescence	Day-3	3.54000182408751	Snx7	-0.034318	-0.0973509447193843
ENSMUSG00000028007	quiescence	Day-3	3.54000182408751	Snx7	-0.034318	-0.0973509447193843
ENSMUSG00000028010	active	Day-0	10.9305222968548	Gar1	-0.0573854	-0.108322399343486
ENSMUSG00000028010	active	Day-0	10.9305222968548	Gar1	-0.0573854	-0.108322399343486
ENSMUSG00000028010	active	Day-0	10.9305222968548	Gar1	-0.0573854	-0.108322399343486
ENSMUSG00000028010	quiescence	Day-10	2.07904972749656	Gar1	0.20242	0.926135418046205
ENSMUSG00000028010	quiescence	Day-10	2.07904972749656	Gar1	0.20242	0.926135418046205
ENSMUSG00000028010	quiescence	Day-10	2.07904972749656	Gar1	0.20242	0.926135418046205
ENSMUSG00000028010	quiescence	Day-3	1.12016946631002	Gar1	0.0908918	0.309737948074176
ENSMUSG00000028010	quiescence	Day-3	1.12016946631002	Gar1	0.0908918	0.309737948074176
ENSMUSG00000028010	quiescence	Day-3	1.12016946631002	Gar1	0.0908918	0.309737948074176
ENSMUSG00000028013	active	Day-0	6.83430018876735	Ppa2	-0.950153	-0.935104549341383
ENSMUSG00000028013	active	Day-0	6.83430018876735	Ppa2	-0.950153	-0.935104549341383
ENSMUSG00000028013	active	Day-0	6.83430018876735	Ppa2	-0.950153	-0.935104549341383
ENSMUSG00000028013	quiescence	Day-10	0.322806968721387	Ppa2	0.271713	1.22767947297032
ENSMUSG00000028013	quiescence	Day-10	0.322806968721387	Ppa2	0.271713	1.22767947297032
ENSMUSG00000028013	quiescence	Day-10	0.322806968721387	Ppa2	0.271713	1.22767947297032
ENSMUSG00000028013	quiescence	Day-3	9.46758087784627	Ppa2	-0.488201	-1.57303997167909
ENSMUSG00000028013	quiescence	Day-3	9.46758087784627	Ppa2	-0.488201	-1.57303997167909
ENSMUSG00000028013	quiescence	Day-3	9.46758087784627	Ppa2	-0.488201	-1.57303997167909
ENSMUSG00000028015	active	Day-0	8.082326440428	Ctso	-0.926213	-0.912933981468008
ENSMUSG00000028015	quiescence	Day-10	3.23584554354379	Ctso	-0.00674725	0.0158971440167189
ENSMUSG00000028015	quiescence	Day-3	1.81190717261124	Ctso	0.216783	0.71904224550499
ENSMUSG00000028016	active	Day-0	3.48531308192496	Ints12	1.06009	0.926559146292535
ENSMUSG00000028016	quiescence	Day-10	0.304062251688256	Ints12	-0.691329	-2.96321412006542
ENSMUSG00000028016	quiescence	Day-3	1.86418005814688	Ints12	0.23179	0.767833817843201
ENSMUSG00000028029	active	Day-0	8.90488225183817	Aimp1	0.854993	0.736621094532907
ENSMUSG00000028029	active	Day-0	8.90488225183817	Aimp1	0.854993	0.736621094532907
ENSMUSG00000028029	active	Day-0	8.90488225183817	Aimp1	0.854993	0.736621094532907
ENSMUSG00000028029	active	Day-0	8.90488225183817	Aimp1	0.854993	0.736621094532907
ENSMUSG00000028029	active	Day-0	8.90488225183817	Aimp1	0.854993	0.736621094532907
ENSMUSG00000028029	quiescence	Day-10	16.9320643854629	Aimp1	0.0220079	0.141031638568132
ENSMUSG00000028029	quiescence	Day-10	16.9320643854629	Aimp1	0.0220079	0.141031638568132
ENSMUSG00000028029	quiescence	Day-10	16.9320643854629	Aimp1	0.0220079	0.141031638568132
ENSMUSG00000028029	quiescence	Day-10	16.9320643854629	Aimp1	0.0220079	0.141031638568132
ENSMUSG00000028029	quiescence	Day-10	16.9320643854629	Aimp1	0.0220079	0.141031638568132
ENSMUSG00000028029	quiescence	Day-3	1.20466000096526	Aimp1	0.14947	0.500190569033875
ENSMUSG00000028029	quiescence	Day-3	1.20466000096526	Aimp1	0.14947	0.500190569033875
ENSMUSG00000028029	quiescence	Day-3	1.20466000096526	Aimp1	0.14947	0.500190569033875
ENSMUSG00000028029	quiescence	Day-3	1.20466000096526	Aimp1	0.14947	0.500190569033875
ENSMUSG00000028029	quiescence	Day-3	1.20466000096526	Aimp1	0.14947	0.500190569033875
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	active	Day-0	32.1031963398382	Fubp1	1.1206	0.982596784639147
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-10	5.73952673669617	Fubp1	-0.127231	-0.508414958612159
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028034	quiescence	Day-3	27.9826273678112	Fubp1	0.271314	0.896336390315745
ENSMUSG00000028035	active	Day-0	5.62174897272677	Dnajb4	-0.752156	-0.751741728655312
ENSMUSG00000028035	quiescence	Day-10	6.20141821924362	Dnajb4	0.0498152	0.262041350927118
ENSMUSG00000028035	quiescence	Day-3	21.3469194737956	Dnajb4	-0.0915079	-0.283289849421528
ENSMUSG00000028041	active	Day-0	25.5844193051591	Adam15	-0.290051	-0.323791425099518
ENSMUSG00000028041	quiescence	Day-10	10.8040801082111	Adam15	-0.0477619	-0.162587318660509
ENSMUSG00000028041	quiescence	Day-3	36.8451296486718	Adam15	0.0477619	0.169511677947581
ENSMUSG00000028048	active	Day-0	7.49401434086421	Gba	-0.703974	-0.707120914065716
ENSMUSG00000028048	active	Day-0	7.49401434086421	Gba	-0.703974	-0.707120914065716
ENSMUSG00000028048	quiescence	Day-10	4.81186483324261	Gba	-0.125362	-0.500281585274979
ENSMUSG00000028048	quiescence	Day-10	4.81186483324261	Gba	-0.125362	-0.500281585274979
ENSMUSG00000028048	quiescence	Day-3	11.8817451991858	Gba	0.221617	0.734758808487792
ENSMUSG00000028048	quiescence	Day-3	11.8817451991858	Gba	0.221617	0.734758808487792
ENSMUSG00000028049	active	Day-0	7.69436118758366	Scamp3	-0.436565	-0.45947641179123
ENSMUSG00000028049	active	Day-0	7.69436118758366	Scamp3	-0.436565	-0.45947641179123
ENSMUSG00000028049	active	Day-0	7.69436118758366	Scamp3	-0.436565	-0.45947641179123
ENSMUSG00000028049	quiescence	Day-10	6.8186112325686	Scamp3	-0.046093	-0.15532472542219
ENSMUSG00000028049	quiescence	Day-10	6.8186112325686	Scamp3	-0.046093	-0.15532472542219
ENSMUSG00000028049	quiescence	Day-10	6.8186112325686	Scamp3	-0.046093	-0.15532472542219
ENSMUSG00000028049	quiescence	Day-3	17.034937686757	Scamp3	0.0604744	0.210843247438452
ENSMUSG00000028049	quiescence	Day-3	17.034937686757	Scamp3	0.0604744	0.210843247438452
ENSMUSG00000028049	quiescence	Day-3	17.034937686757	Scamp3	0.0604744	0.210843247438452
ENSMUSG00000028057	active	Day-0	5.21843781307651	Rit1	-0.611743	-0.621706810242441
ENSMUSG00000028057	active	Day-0	5.21843781307651	Rit1	-0.611743	-0.621706810242441
ENSMUSG00000028057	active	Day-0	5.21843781307651	Rit1	-0.611743	-0.621706810242441
ENSMUSG00000028057	active	Day-0	5.21843781307651	Rit1	-0.611743	-0.621706810242441
