"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
187.0,22843.81619081482,54055.912876544084,-312.63493172913473,302.9226059519557,181.97771003557094,202.63665528700378,4.424983048362502,1.5704416776844659,4097.176970804784,26.70167701612564
188.0,22776.054498712783,54052.94549355183,-484.48264130977583,396.99870175100403,197.14603430522948,198.86108095248966,4.096255866740155,1.5133098717741105,3950.457453149963,33.231064650966864
204.0,23355.87712909146,54788.941967818784,-107.73859442353121,221.05281491601605,198.0480701614074,31.075667473967734,3.959760963621887,1.2756963105402817,3315.9030422985597,75.3132792763944
223.0,22768.677843443715,53957.08695525042,-235.85944788945272,268.3848273845665,183.64696975531092,158.98121511206267,4.001437079588125,1.305639711515689,3223.870221162794,27.860423851686033
224.0,22806.186126486362,53950.420126108766,-308.3469684345357,300.87164917932796,181.9334092737686,248.85683511722843,4.129738812663379,1.5749550891980582,3862.0569223738285,23.513037786459435
225.0,22753.857261756824,53959.72164870221,-263.67187286437314,280.3618666892697,182.43972270496187,237.8388277326485,4.2264917683122345,1.723577729469968,4184.355796413958,23.631618571178258
226.0,22816.035447110404,53958.59377334782,-326.0227034378447,309.4189324553769,182.22073017174117,239.73886781490384,4.16677190718371,1.6975760057935134,4452.0951859312045,24.850147981261003
227.0,22769.243659850017,53965.87212030876,-290.2901213121677,292.3933229075603,181.92538253507237,242.84921171425287,4.31987957625069,1.6110800962068084,4081.3134612268655,23.561635358171095
228.0,24189.7125156966,55740.93744035852,-138.64591864684252,231.29167814490148,193.24456230179763,36.76090123174636,4.080146822204367,1.3492441921735725,3657.617935310859,69.36191217674474
244.0,22817.637373602152,53947.2514279822,-285.398982407781,290.14081561835496,181.9728718623602,277.4323243878953,4.040471726635673,1.80998150685695,4102.66547785789,22.167090328902106
245.0,22810.604595198125,53954.188478352655,-227.42649713962868,264.8732624550157,184.14825998020848,243.21503982205695,4.336505013957579,1.5020355009311115,3559.3877219976407,22.115652238236084
246.0,22831.04567309254,53947.50490827316,-322.56739677798885,307.72879758268255,182.14282265068906,239.68188125968183,3.951796256613534,1.4446062736932332,3861.5619441300273,23.99932283867216
247.0,22792.072916705984,53948.51613443841,-298.81532995193794,296.3643146962263,181.8932174928612,238.85563378687186,4.259395455086312,1.4772901998131966,3060.3720005468945,23.603345101536405
252.0,22724.13389566419,53910.97698253415,-316.1741859223775,304.62632420687294,182.02653308346297,229.67884551315757,4.230481573971665,1.33067227437845,3336.965739614081,24.128074246234647
253.0,22765.123492852854,53937.54746162138,-358.18037470731167,325.59809566254694,183.45252542605883,251.7527037196249,4.1336679170610156,1.7171568016767689,4097.0023572316795,25.037489990485152
254.0,22768.08417576419,53907.4511251483,-205.2443473794655,255.90294359231802,185.76734558667368,210.37345648211843,4.204250160375403,1.4704081613259121,3832.6521117269003,23.630875979384722
255.0,22685.91942936601,53904.71529347897,-337.7927397243486,315.2464860659755,182.56540342658744,280.9829217793808,4.297175247749301,1.8212268222365129,4502.901556298509,23.193401073918785
256.0,22749.34572870379,53954.88056932171,-360.08020556750677,326.57933439932697,183.55392751206958,254.3065050401812,3.8771299637523406,1.4222290416665888,3292.1557737087246,24.033729669525478
257.0,22782.44007605225,53986.73027268109,-394.6144239700773,344.9096750545674,185.9538908048083,314.0853315352276,4.3135448910226115,1.702254658996526,3769.103127661071,22.803923663441008
258.0,22710.183762785928,54017.08160952565,-403.7038169730445,349.8898445055371,186.76100474688116,247.9584386026053,4.377256736768819,1.5786589132688449,3257.057361346916,26.185166325985367
259.0,22765.481957849282,54004.3383868578,-401.1302425364327,348.47317549595454,186.52505843054533,285.82486662391614,4.333275247577211,1.734933631850123,4223.328342937563,24.43630509130393
260.0,22767.81326313486,54011.44408558525,-446.58740307265924,374.26098896041435,191.5551237804765,240.2037830360112,4.246747324442578,1.731200411150952,4557.976328963346,28.922902033625878
261.0,22749.30323964824,54020.450082856754,-471.9717209350789,389.36731092366506,195.15970361926313,303.53135716294577,4.148702816846455,1.5989712505325242,3458.8453568947166,25.42545739407944
262.0,22744.3765289564,54046.95156897126,-369.77186728224183,331.6290494635824,184.1209202718618,222.43885197263697,4.077048610304502,1.530486612298275,3653.20550531254,26.676994743378305
263.0,22785.55157752625,54032.133842308496,-422.85887621780614,360.5974450295143,188.7013097801996,203.654341945584,3.9828327593810187,1.592242463162407,4571.838899035886,30.38863348027598
264.0,22674.782556050945,53978.60390829995,-319.8268111859779,306.3949274387732,182.0885433917801,138.6124539980796,4.192306708107912,1.4284723671979864,4100.623006186533,33.267116580423966
265.0,22640.516267222614,54007.35566081052,-483.4265467848165,396.34975871750294,196.97300783206322,179.59844958548308,3.938695943466637,1.2672865754953342,3248.8259940211196,33.8199213257816
266.0,22631.95780636366,54015.44586028778,-420.08740458053705,359.0303815219917,188.40048347271264,172.8658743666256,4.199452019366691,1.358526893266447,3467.3656285609873,32.2422967264901
267.0,22742.359323851506,53959.946230598776,-406.1569025050039,351.2450281365687,186.99136060767228,93.98261577925318,3.840530574429494,1.259325726210136,3567.6192141197794,45.709400553848845
268.0,22689.455876875094,53973.21104696347,-453.96750896816656,378.6007706507641,192.54430852228512,222.0733966680977,3.930037637596851,1.6537571340062391,4525.516626900627,30.34438578425582
269.0,22598.805948360852,54022.852413779096,-692.5054162410988,541.8944167096216,250.47208632081396,104.33755036898796,3.718837089311375,1.2178564226816615,3283.669536952159,69.15469321193625
269.0,22580.514018179976,54018.45325254714,-691.2633746773761,540.9284821136954,250.0400529113232,102.65421504792808,3.74752266863901,1.1938786734459215,3049.802595648935,69.17807292074373
273.0,20994.972200634624,52091.48682621384,-303.78280779256056,298.7044436433518,181.9041318807241,142.33848136915637,3.9097089585524873,1.3527486508511277,3537.2870002518293,31.77710796574381
274.0,20956.09642894396,52111.78571227788,-260.46034606349804,278.9478567322498,182.54416671373687,343.1822155040862,4.278551335827439,1.8620145100878054,4545.131434152931,19.221357888824123
275.0,21050.924377638057,52103.48942104578,-319.27575305998073,306.12743394231234,182.07843188089464,202.92298793645298,3.9330061172085324,1.5497884095684888,3773.191840092606,26.77927874338917
326.0,19990.102768106375,54676.14227368703,-212.7107238577891,258.87917297476037,185.1737555622158,29.09938517187231,3.2960077548600206,1.1629275675757529,3470.4506613016065,80.82727455459505
433.0,20915.026203308913,56313.35833366061,-121.88995210856075,225.64775460549788,195.74379759402674,17.333287467172372,3.3190454794948177,1.220728775719419,3682.884822914847,116.42142895132952
446.0,21456.04316004279,52685.57763657511,-718.4223115568938,562.3262334034556,259.7984974279833,104.39115450672008,3.724061675855461,1.1553145341228082,2982.283447450779,71.19761190281045
447.0,21047.847253502565,52111.7480780765,93.73712942605925,172.68533716026892,250.07693910803602,71.4150446930379,4.278588088507695,1.8633180375351226,5829.645956812487,48.318831097002615
447.0,21400.487702736034,52182.5925645828,-749.4129223430898,587.4501707270716,271.7310658623818,186.83364385966104,3.9940554846775984,1.5765434427588998,4267.680224510352,57.28231458892627
447.0,21318.91160950785,52183.85793827777,-796.6739456451825,627.2160146478496,291.5647281458234,207.0224256793184,3.9921032474704923,1.5552279995636413,4244.119885799918,58.315361436349
448.0,21283.24771878898,51740.39029537311,1118.275018082202,419.7462538655326,1070.4372444890168,288.5990685584542,3.599465166240756,1.5215427186826322,4428.1738498286695,89.13609459177353
448.0,21264.941612164723,51863.83133119976,-437.3310398657605,368.8783391944286,190.3825941529527,85.19928157772638,4.088067444966495,1.481676356420137,4210.369759131016,54.39857013615609
449.0,21862.84503395146,53283.44322215058,168.90968107694422,162.80152157357057,278.69116931403437,81.06736875414512,4.372999919514029,1.6381399872686746,4776.237840110481,43.26521950566935
449.0,21862.604214363273,53283.012381393295,174.1495437908484,162.27795515714917,280.8721435281107,82.07832539478233,4.334159824583555,1.6250058638637517,4561.400417172553,42.89778986004982
450.0,21928.05229185898,53473.20244978204,-375.2136804320215,334.4967595940032,184.47572242409674,108.00959976293503,4.047299991749189,1.4583817817668008,4081.803727394973,41.97420018405273
451.0,22248.66928385103,53532.21651277926,-634.1936638750794,497.8515935387741,231.66131325408676,80.77900145681977,4.156238999519002,1.4611794435662118,4084.332038245144,81.40322427028048
452.0,20967.84148541552,52056.592035740316,154.02104796856932,164.40681843890044,272.6267147071133,53.04636213533806,4.047507257651497,1.3351352613879437,3782.6439709013007,53.19498833528113
453.0,23819.543803948825,55606.37606781288,2.2136635105106013,190.70720646835164,221.98935598767625,31.986858523742242,3.572043738353621,1.1019449419952427,3081.0915506439314,67.46405292124005
464.0,23037.26828509559,54323.6109033503,-585.5997059319534,463.18763727480155,218.28401737742848,62.04284032867979,3.742524718913135,1.1493621170994495,2807.269386322662,79.45979374099298
509.0,20551.48472147887,56969.94694480256,-26.34352925955005,197.67634450487634,214.74275728588825,23.936936433908148,3.350059925046142,1.1321706610120237,3234.537532649174,84.34099026212665
535.0,22069.22509396117,53689.82691395914,308.03976644502944,156.2112047968954,344.8433087147774,41.54333283048322,3.7656116642717725,1.0846501041534902,2740.870066970631,65.9710870242979
540.0,20958.82406169963,52079.59853447937,-77.98383265493777,211.90422444329454,203.47110199990573,24.53700661955052,3.3912767236241566,1.202468683575373,3869.9612242003946,86.31977039999762
567.0,19484.423955482984,56336.46500454909,-153.1817190457647,236.36631038728444,191.27773340551175,15.375613232573036,3.500071834901614,1.135248314765195,3124.5414206593423,124.96881041853837
629.0,25209.856486389428,51039.36976380012,20.205779134614776,186.64511135520132,226.9255655704023,17.01599053702729,3.5536145774619503,1.2363439718417466,3462.659044603842,115.15717228468722
636.0,21233.104293507982,51746.56400863718,-142.2244044996074,232.52558279264085,192.74301041400392,70.29524669270748,3.7225403160618233,1.1988119820045142,3255.730107210499,42.566405034804184
637.0,21282.19314285004,51774.04822414913,-154.55851117142453,236.85556498742574,191.10113440281364,60.367349522899055,3.714190752621356,1.2672408805245279,3711.5359368733716,48.12433746469438
638.0,21292.254311280823,51834.465011502594,-74.00880513066593,210.7346620080613,204.2549059366595,42.455567691700594,3.6047658369046243,1.156324645611258,3398.3119647793187,57.152263677825395
639.0,21107.564421997857,51684.096898238284,-196.89816481657502,252.62780791707405,186.48927642901182,53.30953753662919,3.7880109126540606,1.1620036841965662,2732.339857457289,52.149960487301556
640.0,20952.32991595109,51901.97788173946,-493.9927324988161,402.88184965385835,198.7485928599923,70.14598138802413,3.460000940295554,1.3065293973105043,4044.8953209351234,65.03507428722006
640.0,20976.166856011398,51897.75665274896,-508.43708987851176,411.95324868248366,201.33572877089674,67.15817166278833,3.585123459930772,1.2884415472631798,3817.430894477356,68.42946256434705
648.0,21022.546491046687,51942.53870877892,-46.76467891618564,203.05252669925153,210.00329500083944,36.33377190506714,3.6517433022521377,1.1790904914436615,3312.238325109169,63.719194705334694
659.0,22496.998371602804,52672.74522087005,10.62896601392709,188.77564429028422,224.2624688115277,24.167353512481547,3.5981204237828037,1.1404514617158965,2716.2680982759343,83.87351171688803
665.0,22885.716584601767,54634.36687596995,-407.8418975833609,352.17862430579464,187.15267447299286,63.64962027844337,3.8264656573696514,1.308243200461222,3654.739726053246,60.71885826843458
666.0,22687.439804238315,54587.976639608976,-250.0531460705008,274.4212786060098,182.94533801491113,68.41936515579573,3.614411261304305,1.0607784383499026,2607.9463428781937,44.98767481690308
667.0,22695.927992606696,54433.80418648106,-169.6678377566723,242.3225599370239,189.27330094424545,57.171077017080506,3.9392359546623665,1.2829337938526126,3640.2916600406566,50.57262186532416
669.0,23126.5250101091,54833.54737672875,-194.93844143049037,251.86671767926012,186.66772566101668,40.867980611960064,3.8153121683664093,1.111038947220342,2721.205053760945,61.356643949009275
771.0,21239.80663711254,52194.71934913544,-61.89594759612573,207.2472126328808,206.72956773586228,36.55296577375072,3.5996369655645184,1.1325080710643185,3069.412002632424,62.65284772627558
772.0,19919.248061707065,52668.04051002947,189.84506945795076,160.83863241018668,287.55044261050085,30.607418268763357,3.6551756124759476,1.2965283254859299,3961.8918406579924,80.00368462934553
786.0,22668.077980275597,54378.64848768196,261.4429340394684,156.72604204587083,320.7801063015028,74.19054612247012,3.9425664282963053,1.3678190133463624,4061.056743240421,46.114532887328345
788.0,21884.398211930806,52885.64504922398,-275.70405465735615,285.7315319030059,182.12957240428813,44.45599215874316,3.597175181490804,1.2974577716396156,3822.7889496419884,66.17161861117624
792.0,21910.862298008054,52736.201913022254,16.168113165276896,187.5345838434706,225.79288536748044,31.175673990980066,3.676968416981634,1.0677460697838772,2702.4793757701145,67.84079756285823
898.0,24251.1329070871,56131.86864146664,-128.9668780739149,228.00459498711547,194.6579308703862,40.99529062486158,3.7360081102214227,1.329096951563876,3539.9953417357233,63.279668361389284
954.0,22521.162495747776,57060.79389673362,-77.28534550092034,211.6978120270569,203.60781845924237,25.484469551841936,3.5494175116305042,1.1822479873025813,3306.788622184595,83.15635951347724
970.0,20607.600911821366,51065.294742036975,21.993945185046474,186.25527847556603,227.4318064830161,27.414710432565414,3.394530159838547,1.2104484531051736,3854.9090106969793,78.65074920483494
1003.0,25395.63916619031,52515.70598067501,-123.44264596763445,226.16148417256258,195.50176067745045,27.612784231683158,3.5615588407564505,1.2283807603750971,3443.8085947425734,81.3391362234722
1126.0,23568.45285691263,55480.97701119364,-403.78640369571514,349.93539190997245,186.76867339180978,60.27470889208286,3.8015199124055434,1.2044397030684033,3109.9369154199226,60.62223230923536
1148.0,22663.03501570109,54566.28509126145,-76.3434457376075,211.4200743305483,203.79286226603367,181.04558246710016,3.749187257459287,1.5475938948554795,4466.855890866357,24.617379827632572
1149.0,22675.844693739247,54552.71141361351,-224.34487298049334,263.6039706665685,184.3471451480312,118.07407451475503,3.5907051712910927,1.288797877839046,3255.6019180061376,32.94805960726449
1150.0,22740.496483716808,54594.71008831533,13.241151071464085,188.18737641718386,224.98080903857212,117.94934578951914,3.7150839275743284,1.6208777191785193,4566.907398208666,32.086244829716065
1151.0,22718.60248075036,54587.51363811327,-49.15139675595545,203.70223301682768,209.47345752499106,111.74310248068728,3.726307111132737,1.1787872057124327,3112.4327161617953,30.978666622295105
1153.0,19812.659139164443,52356.54574774627,-141.33176304152906,232.2168483439865,192.8670600543962,36.67569170148349,3.636426450540307,1.0278733912116997,2630.368657516057,62.152534583865446
1176.0,22730.975958256928,54582.81995773143,102.41527956046312,171.3178279096707,253.12492737710136,118.6035102464589,3.90145214592155,1.4007901490732755,3333.5002702125944,31.26122713383082
1177.0,22679.57395066232,54580.852319640995,84.03664332132152,174.28392235055378,246.74876451470615,161.61757248879806,4.069100167046409,1.3645626637496002,3423.289308462553,25.701458347343586
1178.0,22650.09077125104,54557.7726546196,-13.424842035311302,194.4443533804331,217.93157798671757,246.8659571444186,4.1835978487257925,1.6931758251437345,3339.2618811392886,20.634509861238328
1179.0,22647.184981352286,54563.07860939789,-5.789193305636115,192.595671466714,219.88578861634838,187.45109963359909,3.9660225381978207,1.3940880533839133,3468.1760229986808,23.454195480624957
1192.0,21910.21621720411,52477.73790464318,-268.0704544496494,282.3116659241863,182.31148485150558,46.88277855795445,3.7691080815428024,1.30957980719428,3684.130022008989,63.43602432619021
1208.0,22603.20490432474,54456.654066928866,-140.78511848251136,232.02809131456496,192.9433749189343,179.46464177581692,3.687182351174678,1.3977259749538657,3795.7505070036054,24.839024299041597
1209.0,22601.851097793413,54475.08537513923,-119.52471534354828,224.8688215591343,196.11659555865518,305.13165129159745,3.9784367428954406,1.9374064699097573,3854.2177540434286,19.090200810110872
1210.0,22595.38101047718,54478.307445191334,-154.7354939186197,236.91856522126432,191.0785547740493,86.82036673783749,3.850509193187888,1.237936110332955,2817.9765647847516,37.80246174295222
1211.0,22595.5271249615,54476.704077533424,-76.30432757799345,211.4085546331417,203.80056432409427,84.7447819987613,3.7462918041322117,1.225347030665082,3225.084872996607,37.13694689654791
1218.0,24879.728389084044,54090.53302630665,-134.58447294664117,229.9034221095555,193.8275341287144,31.6375981487448,3.6397120866695247,1.1753907722519576,3209.008803159101,72.45524346385662
1257.0,22569.82604546105,54470.301592034135,87.88674208459996,173.6406069886692,248.05974228315273,170.6265605930009,3.912099832883048,1.620385289108359,4709.07919968962,25.74839905434632
1258.0,22587.746161435105,54442.397888754414,-26.42470720959792,197.69706777215112,214.7231864360934,241.5228321492002,3.899234718554041,1.60338674161789,3958.0159283366365,20.733302854809697
1259.0,22600.409019612514,54464.96821208437,64.20216472641825,177.7824625357542,240.2028853924707,169.27477551625535,3.87957449697836,1.4997014303443212,3977.7743089738333,25.33722337999424
1260.0,22599.040892707068,54457.49184097268,-2.5479271821468883,191.824759720349,220.73093319293957,244.27054608212765,4.04745546044057,1.3530652523696476,2871.6233405155967,20.098112444899343
1261.0,22588.2131052984,54438.22278359475,-34.72483308666743,199.84324485981318,212.75292485290248,355.91580820590315,4.228632571093768,1.9489431509064021,4712.264982837846,17.09832117405246
1262.0,22579.76676279249,54446.85373035522,-104.40283268687459,219.9925901528027,198.6170444062484,252.39638107354824,3.9479283702768595,1.8054942238233218,3989.0770994983086,20.972829075081844
1263.0,22569.456031127607,54427.86014555136,-75.42035540086584,211.14855867323058,203.97497254450315,358.3265690993128,4.335689341844674,1.846831587693579,3889.5757998694444,17.015938499605426
1264.0,22582.993290390572,54425.286844991846,-77.60052763492205,211.79090519912396,203.54607369717564,293.34234091420075,4.0316471018495195,1.7948697471364938,4795.442775133633,19.026944921290333
1265.0,22595.237881853398,54435.30149148825,-117.96717614741824,224.35828213346016,196.36479130504674,227.17024251573957,4.090949474444392,1.8007629726069483,4217.686998884115,22.437043106523205
