"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]","detections"
280.0,38319.758617897736,42412.45096955362,-51.45421835386687,257.5262973109546,215.88095541837754,144.82085044566463,5.446168106052324,2.732042675222152,7943.5414338321925,41.59373381281431,1.0
282.0,37209.366839406735,41739.180112170674,-146.3476756797498,298.1567001754139,197.3499643595496,149.12783843280894,4.611474888279404,1.5480490765780528,3847.1948536130312,33.55817738495235,1.0
297.0,37844.124694246784,41883.24191555943,-197.07635902337836,323.3602463684156,190.2584596529488,203.58796524561848,3.8239574685730084,1.4643429656502294,3625.704823170497,28.011590407595225,1.0
304.0,36070.07490683509,40567.750592586635,-272.62197795436913,365.39151055371644,183.3327382959881,263.71883999363536,4.015183682506448,1.5326133755503313,3913.841763739062,25.446659775468408,1.0
306.0,37693.514875580644,42105.20432494259,-48.021505876721754,256.2156625861457,216.6799166048379,128.58304371865373,3.7824966175185537,1.3268567904268147,3737.404895196152,34.12550841831483,1.0
308.0,37746.02299032307,42046.569198367884,185.54207401180435,194.4123972055391,293.1633102019923,250.67621362973628,3.70899023380735,2.5673410557021143,NaN,27.51916475238856,2.0
318.0,37875.715540014135,42241.54359853015,67.48133244639288,218.59309114003517,248.79774300989337,140.3384240391989,3.734511896043898,1.49594537870718,3941.65870593848,32.882942331683815,1.0
321.0,37842.07946659069,42385.78042464746,-126.67276546943089,289.0347310003005,200.62819924467922,139.98831138308762,3.7079912615291755,1.4446705059767846,3666.334424407614,33.966093298152394,1.0
322.0,37846.133647831026,42330.93795652804,-10.99232244828263,242.87450909054067,225.94241680882774,459.9483708855788,3.8944391093534496,4.214781868099408,NaN,21.476828644760438,3.0
334.0,35027.700170700475,41373.30469223081,184.86329080172567,193.2477345365576,291.85465048521644,117.91530319294019,3.6350250815637604,1.2375280152856478,2914.9130209879163,35.75522269865118,1.0
335.0,35092.53421232047,41397.68833653387,103.46074804660482,209.4433880442605,260.87933763255,103.1815878030969,3.614570460647705,1.3079185889419556,3666.4188255835616,38.6653978587125,1.0
337.0,36364.9519185705,41187.52393643319,-681.7124314069363,686.4775634775768,221.37586472354388,295.39872288746636,4.585533328084095,1.976538810062613,5146.926139748709,43.88460724980223,1.0
337.0,38090.278911511035,42163.81476712637,-126.50999881394907,288.9607891966292,200.65654981200893,305.62771484611085,5.1292369432889675,2.4552839539428724,5618.146840432215,23.955974862623243,1.0
338.0,38008.97280705742,42179.92622362521,-97.16482050639401,276.0381155320238,206.09782675594113,399.2462212916041,4.639695423204504,2.2890873264345135,5575.61314224185,19.5587068052073,1.0
344.0,37452.60879934254,42012.13828371232,-316.9262502942045,392.54467745991286,181.2944205137936,183.0049007107166,4.113403609034097,1.6423711261107885,4653.5776108675755,33.78855708410101,1.0
347.0,38169.07543344219,42380.071124663744,-257.29527660638274,356.429024754803,184.38613658715528,191.52439208762993,4.64437757220899,2.1835836020166397,6143.806635088333,34.373850525743315,1.0
347.0,38170.71763350539,42381.1143526622,-275.6639574098977,367.1966935608461,183.14495618844984,197.92656938738392,4.490389408128915,2.2231686631429737,6635.443789018149,34.38433626763424,1.0
368.0,37755.471208845054,42169.28205647727,-172.03944990793937,310.61785924439687,193.51333188829418,248.75169598646931,4.265624016985879,1.7785494391778942,4412.443087434137,25.53099414811968,1.0
375.0,34973.53692715936,39842.25634909067,-309.29674452197196,387.73677996142845,181.53881145514794,246.46307128142416,3.8230273534806822,1.5471557338738617,4215.922980534283,27.3659447474859,1.0
388.0,35069.17097069562,41414.71004762648,177.83454336412,194.39967548343486,288.9808745272005,94.81964939574601,3.487031555388049,1.2574643506742837,3376.97669867357,41.08158990931993,1.0
422.0,39047.656670175624,43092.41046586566,-221.72877393843265,336.4845236919519,187.5203441358753,173.59559156203298,4.60139525354762,2.016992203582437,6060.323923207504,34.683551202432064,1.0
423.0,38094.37243728996,42369.13794823671,-174.2357665661446,311.7120084889168,193.20868880256995,235.1791516075559,4.175266762454018,2.208554019042389,7141.539566204858,28.23934662166433,1.0
434.0,38105.90967855804,42129.118003288364,-162.1389664645075,305.7421590069163,194.9322279942393,151.3247414347763,4.30144520539284,1.6013678295488034,4238.11549859555,33.84805283238813,1.0
435.0,38045.76884341613,42091.36689407186,-258.83714146444333,357.3206285219465,184.27206584273094,387.645461373607,4.282681312845391,2.423276803243951,5739.3479995773605,22.17248448267144,1.0
436.0,38101.55082555436,42072.431779159495,-282.29056321296594,371.1592884680242,182.76030807023275,374.49656749401606,3.824089517449066,1.7004118977073472,4047.657334334603,21.220395127050864,1.0
437.0,38069.493298293375,42053.713498170226,-160.64170343107773,305.01284693781713,195.15331227912696,335.13684875448297,4.055864041109703,1.7184617346428495,4597.1867891205075,21.037224143349658,1.0
438.0,38031.59710311843,42080.4617303564,-231.13885472603636,343.1663408350397,187.82653035400153,815.1993421395789,3.9792777334821947,3.451314419063273,NaN,15.004293813497243,2.0
440.0,38054.44652266159,42048.976056906926,-332.1039526584565,402.2724505512661,180.94014770511077,377.50383809843083,4.047449105939627,1.843932465977792,3852.0330551734764,22.376832500650153,1.0
441.0,37982.10732834649,42073.14143799384,-238.08602284082392,345.5089679140106,185.9591733644006,229.4994407690594,3.870256891356965,1.5236442339927523,4269.300766279907,26.96155585965043,1.0
442.0,38871.788532648396,43190.37772895813,-211.9827090783336,331.2274834986941,188.54747017352312,150.0422746325585,4.051495128738863,1.4975586415949416,4260.580007814772,34.38969463999114,1.0
444.0,39106.1675188552,43238.88437890807,-316.1825036941758,392.0735748078959,181.31629300499577,333.43378489805536,4.277584489571519,1.4805298792808668,3437.60767010524,22.789350853559977,1.0
445.0,39078.57389139462,43289.95816440266,-584.7224401683821,596.079498934681,200.8217264671436,300.65671981319906,4.366168831291055,1.9742193507751717,5352.795519500679,36.543654248399065,1.0
446.0,38204.04648160679,42545.88076159902,-229.56117814363836,340.774250481511,186.74736005040077,221.82761250859514,4.520879812965834,2.1053373108327995,6954.015938428925,29.971631724008773,1.0
447.0,38184.86167188825,42603.83375485217,-453.395430548175,487.8158424570193,184.41634655370657,216.62467879781983,4.403756805727912,2.229633155034215,6952.610210601154,39.733135299755006,1.0
448.0,39175.012951746925,43357.67161524731,-368.5790174448965,426.53857586245374,180.80667116647342,307.80224580766185,4.6895778459496285,1.7773378129947452,4883.5799908473855,26.06666976077484,1.0
449.0,39460.540389014765,43469.61887557268,-226.32802504653623,338.99647463769537,187.0607753873654,244.38270143969052,4.220544956318282,1.7864826857299678,5285.719632557779,26.713899642122605,1.0
450.0,39313.7762620172,43482.35200392625,-646.8840011345319,652.9954436445236,213.17004821745707,321.042761443852,4.098608609362202,1.8135575293363009,4890.154830359789,37.49936214970087,1.0
451.0,38397.49956555892,42805.50530017172,-299.780980064211,381.8171421887738,181.90579207317535,197.36760179087986,4.500025995480528,2.279045963549647,6196.885396464363,35.623104923698804,1.0
451.0,38395.793385964054,42801.402701083316,-248.6532222495991,351.4731396016949,185.0590320241127,191.91986311528797,4.5202969870893766,2.2753821523022526,6249.721902903434,34.664563442303155,1.0
453.0,39297.74776634957,43364.8738844397,-447.82186444575626,483.5808636715814,184.01084647666485,248.34279213885836,4.674794983818455,1.7061740873756377,4052.576438099369,32.36766183142992,1.0
454.0,39279.90438827417,43517.29789630774,-443.10244462000776,480.0177975980925,183.68599930926374,279.25342424975935,4.3066348866235495,1.9151399063830323,4984.377374966736,30.89489998023939,1.0
455.0,38889.84401613207,43192.89565420725,-325.6244213349388,398.0929810588534,181.06991475128,274.96428381138963,4.778642663479703,2.11154766027739,5309.501880712163,28.222915403460288,1.0
456.0,38579.47693788395,42920.26881420978,-307.26984146885985,386.46871190824316,181.61119604280967,259.2482486410056,4.512041292336258,1.5384111256173856,3838.5446411649373,26.45683657877397,1.0
463.0,39617.702389043,43670.21768002628,-52.748892247706124,258.02349908417716,215.58195325186466,181.72598272100794,4.505400872503655,1.453052626228902,4040.2428073990195,28.20681371118585,1.0
464.0,39491.8835978993,43614.843880978355,-138.713482904378,294.57388290990207,198.58694755260115,180.5660205624404,3.7492311906500237,1.300342795488684,3389.9615162063055,28.53034008267193,1.0
468.0,38944.12795085779,42969.668909514476,-268.0388833625403,362.68827058356476,183.628970132201,144.64073355279842,4.241471395883658,1.698926123510918,4555.436932513385,38.2586590517437,1.0
501.0,37880.613470637356,42271.037864466474,-479.25714760266897,507.84974543961704,186.6076759787847,193.6581433050766,4.223296222217197,1.5598310769966686,4009.618272363431,38.62770715134965,1.0
503.0,35113.53898633529,41433.76883346499,137.78504714310185,201.85238948815072,273.32467844615513,122.80697042888858,3.7241882170317484,1.3599280288321667,3665.8572960770052,35.201756423864374,1.0
504.0,35097.58331831257,41469.32264118845,218.0111896844579,188.44306516583057,305.91498227007725,117.046832094049,3.8080289404041863,1.1650334972479623,2810.385908712924,35.90041688760483,1.0
506.0,38148.95495008598,42538.07276003374,-232.1295412327918,342.1935116880183,186.5040659082241,161.4875492629919,4.403871825417089,1.4913646863923493,3664.6677022517365,33.22761775300342,1.0
514.0,35044.2104033164,41432.24895760863,60.8156036888795,220.42224208694282,246.6677631555353,101.80559810641589,3.676836270024784,1.3749907098588428,3708.444799603426,39.440580213088396,1.0
514.0,37995.94660360729,42134.814244768844,-97.12242309893476,276.64804997820073,206.61369862912173,480.1355468707028,4.239901211919293,3.53075682205971,NaN,19.875273770567244,2.0
515.0,35086.99238000321,41438.63721442552,135.89770309873725,202.2409200875845,272.61703549266304,102.64471986254723,3.4724902646420475,1.3694697082735074,4049.282378735153,39.53593101566659,1.0
518.0,35117.9373479575,41467.13038556616,154.3526863001472,198.58592353847172,279.6530762278546,108.80441554728226,3.7040534378830854,1.5433696521191236,4456.8041851432445,39.706344221745375,1.0
519.0,35938.686191994486,40923.988772577555,-342.63695171016343,409.1510046669622,180.79748236515843,258.1264181047807,5.0899713583098825,2.4766248121309817,7503.473911660336,31.867921719267564,1.0
520.0,35494.22650363442,40349.91316657432,-297.8532163236872,380.62830614261406,181.98854344338793,231.88437365632188,4.483724081604752,1.9293419125473368,5433.9049995181385,29.890902898503594,1.0
521.0,37400.38688881927,41819.59970855797,-86.69637300375318,271.6246649005815,208.1977363220594,220.83588231744682,4.524525030428883,1.883050414625458,5409.473432916814,26.889637773967735,1.0
522.0,35491.45791354859,40437.081982022595,-178.02297285877455,313.60938330167374,192.69201411351474,177.17739000109296,4.553776672883876,1.8741697066022214,5197.451823779376,32.35884049444105,1.0
524.0,35097.5030891022,41473.086904809265,78.71936490050857,215.60411697614356,252.4654339883533,106.95895992954328,3.488849446864031,1.2463542796130531,3838.948011310248,37.23433205814889,1.0
525.0,35124.44067579318,41495.63780828824,109.56838096223865,208.01139516609035,263.02818068396624,120.54375331609107,3.5850129424667565,1.2649686047696704,3346.6205260266993,34.80394910744693,1.0
526.0,35051.9273816756,41547.27631935784,145.88621487947367,200.222828278848,276.39297363541317,116.87863429449814,3.5129339897503047,1.5213481183874358,4534.983539079107,37.60049571898666,1.0
527.0,35092.74601375469,41477.00775320201,161.53862950310202,197.2496293896825,282.4629576196973,128.47365349356988,3.714085328735547,1.3687113482160902,3969.997124344001,34.48398479351403,1.0
528.0,35047.269325362984,41485.732879027586,62.12307126561664,220.06015502651664,247.0828843328317,93.95193145308224,3.8140228597773143,1.4713132387603451,3860.6458568646967,42.503930317842055,1.0
529.0,35123.431925509496,41482.679313203465,33.86255103341423,228.24570761745733,238.40041269938905,104.01030779023935,3.3493875684328356,1.2500613615507428,3722.644206239596,37.91234548340058,1.0
530.0,35097.26802240889,41510.946259404525,154.78995463118522,198.50321794968258,279.822934481591,113.89703476560072,3.6294094902864185,1.400019184389399,3719.9796597274512,37.382314029084505,1.0
531.0,35083.645555384515,41551.59769958368,107.70864653395947,208.44370279117294,262.3708616971538,104.36786160653575,3.6511098761029386,1.3555469697782998,3980.8222258947985,38.79465852887253,1.0
533.0,35101.24056680179,41473.67916313562,146.5921254400713,200.39071994615148,276.9107718167081,214.24149044793828,3.7581775292965975,2.627043515345709,NaN,30.451989200521194,2.0
552.0,37082.33231795684,41432.48453138762,-18.645835793932022,245.4542389715828,223.88432479122986,373.9810376877133,4.147612169673876,1.8847427163088517,4352.215907623916,19.139551858156157,1.0
553.0,37116.2456457062,41384.24576898246,-3.715231295428971,240.29650156342623,227.79814009185927,350.36832846593654,4.116161714179083,2.0491352078125487,5515.529672939218,20.186936773063337,1.0
554.0,37162.1531998205,41437.78450918702,93.80928935683882,211.7779798758976,257.54163049512925,261.208622081379,4.4885944350768,2.770975530502313,7964.886050880372,26.733402067922473,1.0
555.0,37957.411644293985,41959.91270523713,-289.7516359663319,376.4625482733161,183.0074211073141,701.3066843173247,3.956078068060146,3.5927872700823054,NaN,17.52209665357993,2.0
557.0,37883.00384134464,41950.23963169225,-245.38709998662335,349.6184828716985,185.3281621634115,439.2667588271574,3.811857240021425,1.9243239465071558,4873.24840422463,19.230383981060903,1.0
559.0,36297.5122035475,41307.013853183045,-526.7735638176247,546.3025470362394,191.9624564360095,226.13847079486354,4.17503643926294,1.7870806711544522,4668.75802163046,39.09699066188339,1.0
575.0,37947.99531679916,42028.045583444444,-151.14941121346385,300.86594220009306,196.94023083907217,446.5886224976372,4.044314024563928,2.9611893329032197,NaN,20.086936565019784,2.0
576.0,37952.25105010488,42080.82202409139,-169.17647111924856,309.19842543277906,193.91596462407918,452.31428997074283,4.85079488686071,2.4614928380341907,6590.630611829095,19.02670555744764,1.0
578.0,37927.82825022145,42001.942973792335,-188.09306443738606,318.7202537492531,191.37136168477326,363.2470432635631,4.02077341680855,1.9858827150193448,4498.183273605244,20.930955619313316,1.0
579.0,37956.73752080994,42024.90621885795,-193.05939150004158,322.1153102663714,191.42677795924695,1963.9450576271697,4.298461037383079,11.489049417688417,NaN,13.261643471098406,6.0
589.0,38007.00339903108,42021.13749015363,-260.14741755835104,358.1140740201791,184.2040290163357,352.39310520765616,3.981552831538088,2.8907696881316784,NaN,25.159310855925938,2.0
605.0,38545.956496583014,43216.346319794226,-453.7394232686545,488.0781792319174,184.44214911616064,328.20715261017887,4.070668700217903,1.5790762750466747,3913.8181706733058,26.781110056809116,1.0
609.0,38560.875676499716,43218.51262602212,-438.7138355876678,476.72333377093554,183.39915367230648,326.30038493646913,4.471891339309818,1.695329332910052,4100.873790603754,26.846141665754313,1.0
610.0,38677.563414907214,43267.20724393766,-459.3773319765453,492.5268217431999,184.98549345302916,610.4051541298936,4.03557555908597,3.316226698024088,NaN,22.651813738422778,2.0
614.0,36578.52290905365,41498.186532396016,-483.3050744987851,511.19936181764774,187.12350769958223,408.24607614478,4.537140226610379,3.129120244456666,NaN,30.60459612434571,2.0
616.0,36641.46525653329,41498.599235237336,-510.8991348306308,533.2192815134679,189.98211439565287,201.72209651923052,4.616124750166452,1.5208870798357115,4002.4005111725737,38.95944496101342,1.0
618.0,36584.19968948576,41435.597298592686,-521.5412767459685,541.9639859588185,191.28850841681216,177.5918764066215,4.187130913817842,1.6157018847120153,4187.979061228501,44.11191015344356,1.0
627.0,37971.90337056147,42015.27630055156,-202.84562313214232,327.0388560425246,190.10839399754173,640.6290175992804,3.880246727155146,3.833528635904825,NaN,17.800894124667845,2.0
628.0,37938.37994065242,42033.53911986265,-152.1643697217864,300.92343416329453,196.43728725389778,347.82455400536406,4.00311344907211,1.7055793618552775,4467.491232555719,20.472423353225263,1.0
660.0,35226.60383432471,40256.997977297346,-354.219033616462,416.83543105615144,180.73820917549116,199.0700696115002,3.9030901074150544,1.3546565775595119,3469.17704933005,31.544327084189707,1.0
661.0,35188.75171703544,40132.44956060673,-337.55802869311816,405.8211629806673,180.8557189911579,289.2488863151243,4.5383019228752755,1.5721889431607385,4100.76165119059,25.547987178523773,1.0
662.0,35466.486504542416,40314.705537877075,-280.9805111494624,370.37261612278803,182.83369738676814,191.23365161781948,4.29722687253561,1.5286887592952592,4114.567947865336,31.189795464608462,1.0
663.0,35501.65098362313,40372.37468966806,-348.39170542285683,412.9533303091447,180.75525303612005,202.55415945247088,4.5033171612461,2.0625644686552276,6143.33853016238,35.293114681225894,1.0
664.0,36433.45635733543,41033.487817040696,-441.76084677045145,479.0087525045718,183.5967529143725,301.86020262980264,4.34884669122095,1.8815523175884141,5485.781911600894,29.138163385549728,1.0
665.0,36332.9688657247,40885.68051617422,-525.6108010723165,545.3361644692033,191.8108829653024,234.95224863315335,4.531825445456275,1.5619206597819102,3840.2889795606816,36.28198755561833,1.0
668.0,36562.864832952815,41122.32978655077,-186.67997189116477,317.9972993353813,191.55202171310984,253.8047886702027,4.529564901029388,1.7041674609655921,4013.7639489236703,25.167003387949205,1.0
669.0,37754.57671282928,42318.83187122197,-193.9818358888447,321.7532912834279,190.63488307325227,156.87039376133535,4.499903445313241,1.8770830703188968,5685.098316234745,35.504222507782195,1.0
670.0,37262.20624349928,41774.77565463242,-233.332615691346,342.8604623997421,186.3918308381916,196.11777446556485,4.4961386022267735,2.0700444809296528,6776.220625587937,32.484084835040235,1.0
670.0,37284.99438500111,41778.475567226546,-280.14648478913165,369.8726353092854,182.8811010706594,200.1386561121118,4.503673259794764,2.082515784514864,7048.281915719043,33.375627930247745,1.0
679.0,37568.14755867454,41962.15249434348,-51.84881238764681,257.7980351598825,215.8869645703512,956.6058326511823,3.877452854839533,5.034815453065619,NaN,13.880089275871303,3.0
696.0,36358.45114442377,41099.176241324574,-360.9632992161438,421.36836237390213,180.7507911854386,250.80630107748604,3.861673239870621,1.7364586621818932,4810.848294839442,29.258340396316004,1.0
697.0,36592.34197265683,41108.009937361756,-208.11274473506242,329.16486494423174,188.97539991506045,199.27710685523255,4.416522236942719,1.7541079267827528,4641.578588897517,29.903283867661997,1.0
698.0,36300.707431778326,41054.126696530475,16.042679657563983,233.7943410028815,233.23851634202785,140.85414714648957,4.446773083466055,1.9085617211551418,5418.830675746907,35.507851793866244,1.0
733.0,37286.69064493887,41347.47686075799,-393.3172241068262,443.710409949987,181.29317044100554,191.413434006033,3.7743759314535352,1.2135735983397045,2908.667031311428,32.814534418162104,1.0
734.0,37206.912675127234,41323.33491679368,-384.2766878892509,437.36807805175556,181.0613032912244,261.5931504528759,4.158400641848229,1.7074597615811218,4048.6355978460324,29.058545205492532,1.0
735.0,37241.82932797751,41341.08471736481,-406.3440384374289,453.1830762473353,181.89702644062817,446.60063196888245,3.933723416837986,3.1938237649075933,NaN,25.948183888340775,2.0
736.0,37148.53437199859,41402.42553336195,-488.1430167370381,514.8788097456609,187.4782522537531,213.85335361395732,4.005237263545421,1.358448236436775,2908.25654117027,35.17536553538745,1.0
759.0,36928.42755467438,41378.26287161852,-534.4489267457183,552.7135951059348,192.98883730953213,199.9016230405776,4.115852831992497,1.6508657349970461,4237.471872190237,41.789417717572704,1.0
760.0,37010.72510108021,41425.361045004975,-516.1125693611413,537.4898436649618,190.6113137669266,183.1375539382087,4.03721656695562,1.78896116714012,5229.325187882412,44.64319292464094,1.0
761.0,37104.84164221301,41321.64814452431,-480.64210418940337,508.9404011702324,186.73940597792296,199.1728061496844,3.9525602779081557,1.497115927289234,3812.729817832466,37.486126709161496,1.0
