Gene names,Day_00,Day_01,Day_02,Day_03,Day_05,Day_07,Day_10,Day_14,Day_18,Day_21,Max intensity change,Category,,Category,Count
Flnb,0,0.0349979,-0.113226,-0.497967,-0.923805,-1.56193,-1.97243,-2.19426,-2.32001,-2.64811,-2.64811,-3,,,
Pbdc1,0,-0.570391,-1.05519,-1.2481,-1.55486,-1.75994,-1.80548,-1.75236,-1.98333,-2.643,-2.643,-3,,,
Plod3,0,-0.410198,-0.0417938,-0.515385,-1.14806,-1.70935,-1.95733,-1.9851,-2.63865,-2.59501,-2.63865,-3,,,
Lgals1,0,-0.0633183,-0.946188,-1.31006,-1.75414,-1.88993,-2.05135,-2.63502,-2.5451,-2.20384,-2.63502,-3,,,
Cnot8,0,-0.714954,-1.72967,-1.99174,-1.73979,-2.16344,-2.15376,-2.08463,-2.62815,-2.38908,-2.62815,-3,,,
Fam107b,0,-0.121298,-0.0435314,-0.51829,-0.102768,-1.61969,-1.14337,-1.11106,-1.35944,-2.62642,-2.62642,-3,,,
Irs2,0,-0.571674,-1.26334,-1.8441,-1.60226,-2.62251,-2.34521,-1.89016,-1.92367,-2.20111,-2.62251,-3,,,
Lrrc58,0,-2.62077,-2.26068,-2.36331,-2.2971,-2.30911,-2.08102,-1.60256,-1.88861,-1.30226,-2.62077,-3,,,
Flna,0,0.0179043,0.00455284,-0.405293,-0.8929,-1.55628,-2.0491,-2.05099,-2.2109,-2.61687,-2.61687,-3,,,
Polr1e,0,-1.77572,-2.25568,-2.30542,-2.0166,-2.51351,-2.27563,-2.02614,-2.60566,-2.43472,-2.60566,-3,,,
Fau,0,-0.382812,-2.13404,-2.33605,-2.24053,-2.59271,-2.57557,-2.19568,-1.7196,-2.58495,-2.59271,-3,,,
Nup35,0,-1.10689,-1.7988,-1.89357,-2.09148,-1.72196,-2.16917,-2.58617,-2.48873,-2.32901,-2.58617,-3,,,
Rnaseh2a,0,-1.11847,-1.63873,-1.6454,-2.23739,-2.30137,-2.58338,-2.51965,-2.49125,-2.56552,-2.58338,-3,,,
Nolc1,0,-0.880558,-0.977528,-1.75429,-1.60432,-1.97465,-1.91286,-1.67871,-2.19131,-2.58156,-2.58156,-3,,,
Nedd4,0,-1.2231,-1.92156,-2.03446,-2.31273,-2.08042,-2.47005,-2.57744,-2.56615,-2.12449,-2.57744,-3,,,
Dock10,0,-0.509039,-1.44609,-2.12457,-2.24797,-2.55215,-2.27131,-2.00529,-1.91935,-2.43256,-2.55215,-3,,,
Ift74,0,0.272713,-1.23775,-1.04696,-2.54773,-1.64433,-1.43328,-1.70595,-0.670912,-1.43982,-2.54773,-3,,,
Rfc5,0,-0.918037,-1.66125,-1.70644,-2.26158,-2.5288,-2.54573,-2.37342,-2.16212,-2.4923,-2.54573,-3,,,
Kdelc1,0,-0.110472,-0.719254,-0.962921,-1.22215,-1.58846,-1.75979,-1.71712,-2.07759,-2.54249,-2.54249,-3,,,
Map1b,0,1.04389,0.555183,-0.105869,-0.788431,-1.5255,-2.04758,-2.18896,-2.33505,-2.53985,-2.53985,-3,,,
Ptma,0,-0.839628,-0.969561,-1.392,-1.79289,-2.00501,-2.02358,-2.15844,-2.25998,-2.5305,-2.5305,-3,,,
Tubb5,0,-0.0773544,-0.635828,-0.91511,-1.13452,-1.67183,-1.95382,-2.21154,-2.17393,-2.5278,-2.5278,-3,,,
Colgalt2,0,-0.037384,-0.0254574,-0.716042,-0.87669,-2.2222,-1.68505,-1.33903,-1.53814,-2.5131,-2.5131,-3,,,
Btf3,0,-0.472927,-1.01859,-1.59789,-1.62836,-2.1162,-1.99134,-1.95514,-2.21109,-2.5091,-2.5091,-3,,,
Glt8d1,0,-0.360569,-0.952869,-1.34393,-1.12755,-2.06999,-1.86838,-2.35141,-2.48586,-2.50685,-2.50685,-3,,,
Dnajc9,0,-1.14633,-1.90408,-1.70413,-2.18391,-2.13596,-2.46376,-2.48454,-2.50032,-2.23272,-2.50032,-3,,,
Pold1,0,-0.984884,-2.10814,-2.04252,-2.18547,-2.15796,-2.06492,-2.49814,-2.07944,-2.27158,-2.49814,-3,,,
Mrgbp,0,0.253547,-1.63024,-1.79762,-2.16799,-1.58413,-2.09944,-2.49718,-1.79363,-1.55262,-2.49718,-3,,,
Ybx1,0,0.0832691,-1.06278,-1.59374,-1.70684,-2.13342,-1.85677,-2.14678,-2.0051,-2.4892,-2.4892,-3,,,
Srpk1,0,-0.860439,-0.946745,-1.27581,-1.45478,-2.41923,-1.93591,-1.79643,-1.84726,-2.48629,-2.48629,-3,,,
Xylt1,0,-0.255369,-1.04355,-1.96438,-1.44672,-2.48415,-1.93195,-1.73449,-2.07164,-2.21301,-2.48415,-3,,,
Nop14,0,-0.96221,-2.02986,-2.47951,-2.33464,-2.11824,-2.15266,-2.35312,-2.34251,-2.48319,-2.48319,-3,,,
Phf6,0,0.387175,-1.77916,-1.88654,-2.31177,-1.98864,-2.4674,-2.47308,-2.06808,-2.45881,-2.47308,-3,,,
Hdac9;Hdac5,0,-2.46636,0.135368,0.0889378,-0.259329,-0.35594,-0.452177,-0.0858822,-0.481205,-0.220993,-2.46636,-3,,,
Golm1,0,-0.189981,-0.209297,-0.331455,-0.459719,-1.61052,-1.2282,-1.16252,-1.52386,-2.46125,-2.46125,-3,,,
Zeb1,0,-1.05503,-1.58197,-1.64555,-2.02597,-2.04417,-2.20717,-2.25994,-2.44729,-2.46008,-2.46008,-3,,,
Ikbip,0,0.67935,0.67687,0.4254,-0.0269432,-0.803352,-1.25036,-1.25768,-1.92756,-2.45926,-2.45926,-3,,,
Cetn2,0,-0.737659,-1.72978,-1.85396,-1.89802,-2.45608,-2.10921,-2.22446,-2.07269,-2.08019,-2.45608,-3,,,
Nsdhl,0,0.390326,-0.373873,-1.15289,-1.58445,-2.38173,-2.3365,-2.17932,-2.04978,-2.44342,-2.44342,-3,,,
Fam114a1,0,0.776653,0.396963,-0.206821,-0.420975,-0.971113,-1.14935,-2.43802,-2.04762,-1.58168,-2.43802,-3,,,
Cad,0,-0.556236,-1.13875,-1.60966,-1.82131,-2.4362,-2.0803,-2.11738,-2.17145,-2.30609,-2.4362,-3,,,
Grwd1,0,-0.836437,-1.21641,-1.56236,-1.76992,-1.9428,-2.34886,-2.43225,-2.32213,-2.34835,-2.43225,-3,,,
Rbm3,0,0.341301,-0.460979,-0.813211,-1.30274,-1.44534,-2.08248,-2.20638,-2.22825,-2.42683,-2.42683,-3,,,
Anxa6,0,-0.0966568,-0.715298,-1.01689,-1.54253,-1.84658,-2.21846,-2.4255,-2.41633,-2.25163,-2.4255,-3,,,
Nup210,0,-1.26576,-2.13398,-2.39596,-2.01215,-1.91577,-2.08002,-2.30617,-2.42129,-1.92547,-2.42129,-3,,,
Smn1,0,-0.375018,-1.47157,-1.82136,-2.41821,-1.83441,-1.7433,-2.25587,-2.35697,-2.03202,-2.41821,-3,,,
Raly,0,-0.716766,-1.54394,-1.53164,-1.50336,-1.97709,-2.00615,-2.06684,-2.20166,-2.40483,-2.40483,-3,,,
Chn2,0,-0.718426,-1.22608,-1.37498,-1.54547,-1.95266,-1.88833,-1.82922,-1.92608,-2.40317,-2.40317,-3,,,
Mrto4,0,-1.08556,-1.87706,-1.87589,-2.03245,-2.40248,-2.04558,-2.25994,-2.16318,-2.28347,-2.40248,-3,,,
Heatr3,0,-0.426327,-0.697643,-1.19303,-1.16003,-1.60065,-1.58499,-1.55167,-1.97199,-2.39472,-2.39472,-3,,,
Rfc4,0,-1.00305,-1.86232,-1.98239,-2.36129,-2.36661,-2.3495,-2.39316,-2.26909,-2.24844,-2.39316,-3,,,
Tpd52,0,-0.32288,-0.689539,-0.899408,-1.22863,-1.46468,-1.79465,-2.38571,-2.13786,-2.05914,-2.38571,-3,,,
Ahsa2,0,-0.398621,-0.903879,-1.17394,-1.51544,-1.77559,-1.72207,-1.97049,-2.38545,-2.11446,-2.38545,-3,,,
Cyb5r4,0,0.0526381,-0.560998,-1.05383,-1.25333,-0.760982,-1.56919,-1.0363,-1.78487,-2.37837,-2.37837,-3,,,
Smarcad1,0,-1.16483,-1.73121,-1.97914,-2.24972,-2.25689,-2.27955,-2.29901,-2.31037,-2.37717,-2.37717,-3,,,
Nup214,0,-0.651276,-1.43805,-1.70175,-1.77242,-1.85851,-2.25987,-2.26915,-2.37651,-2.22132,-2.37651,-3,,,
Cd109,0,0.490028,0.382706,0.0398178,-0.317009,-1.52784,-1.67963,-2.22874,-2.37469,-2.35676,-2.37469,-3,,,
Psat1,0,-0.787991,-1.32983,-1.40468,-1.68279,-2.14418,-2.06004,-2.24638,-2.32023,-2.36866,-2.36866,-3,,,
Hmgb3,0,-0.608395,-1.15081,-1.16632,-1.75538,-1.62309,-1.95258,-2.12914,-2.36482,-2.12367,-2.36482,-3,,,
Pa2g4,0,-0.510286,-1.05519,-1.35478,-1.69966,-2.05669,-1.93801,-1.97251,-2.16101,-2.36231,-2.36231,-3,,,
Ubap2,0,-0.42515,-0.975584,-1.46318,-1.54774,-2.06457,-2.00889,-1.80025,-2.0773,-2.36185,-2.36185,-3,,,
Tcaf1,0,-0.119503,-1.90327,-1.96671,-2.07023,-2.07355,-2.22199,-2.12966,-1.46378,-2.36029,-2.36029,-3,,,
Polr2d,0,-0.410294,-1.61401,-1.57902,-1.77054,-1.85677,-1.49427,-1.84538,-1.53784,-2.35732,-2.35732,-3,,,
Nudcd1,0,-0.275517,-1.27007,-1.65437,-1.87968,-2.21103,-2.01432,-2.16823,-2.08653,-2.3506,-2.3506,-3,,,
Dph6,0,-0.0862255,-0.957975,-1.33734,-1.50573,-1.88054,-1.7881,-1.97076,-1.9591,-2.34955,-2.34955,-3,,,
Ercc6l,0,-0.630571,-1.91931,-1.98558,-2.10288,-2.28751,-1.9284,-1.95753,-1.53828,-2.34941,-2.34941,-3,,,
Rcn3,0,0.820128,0.285346,-0.165403,-1.14498,-1.57926,-1.75305,-2.08934,-2.15945,-2.34788,-2.34788,-3,,,
Chst7,0,-0.198935,-0.159586,-0.459295,-0.538822,-1.47605,-1.06433,-0.977776,-1.55911,-2.34304,-2.34304,-3,,,
Taf11,0,-0.888849,-1.2182,-1.29124,-2.3354,-1.49266,-0.910073,-0.937295,-1.31238,-1.2633,-2.3354,-3,,,
Mfap1a,0,-0.221785,-1.45834,-1.99485,-2.03279,-1.86666,-1.82187,-1.52953,-2.21306,-2.33293,-2.33293,-3,,,
Rcor1,0,0.0051918,-1.10164,-1.13947,-1.53365,-2.01702,-2.02559,-2.1502,-1.73182,-2.33192,-2.33192,-3,,,
Armc9,0,-0.546566,-0.604686,-0.886692,-0.812449,-1.52895,-1.81488,-0.795734,-0.660251,-2.32946,-2.32946,-3,,,
Pes1,0,-1.04243,-1.72142,-1.95363,-1.90834,-2.31863,-2.20401,-2.18006,-2.26746,-2.32465,-2.32465,-3,,,
Lepre1,0,0.584148,-0.0400696,-0.41235,-0.90933,-1.21295,-1.66627,-2.05316,-1.96681,-2.32344,-2.32344,-3,,,
Prpf38a,0,-0.43959,-1.4583,-1.38904,-1.86906,-2.08131,-1.66717,-2.14548,-2.3221,-2.28288,-2.3221,-3,,,
Galnt7,0,-0.125273,-0.431316,-0.698584,-1.14466,-1.73824,-1.96726,-2.23387,-1.9554,-2.32081,-2.32081,-3,,,
Bche,0,-0.573095,-1.06736,-1.31505,-1.65621,-2.06243,-1.94608,-2.0985,-2.30178,-2.31646,-2.31646,-3,,,
Morf4l2,0,0.0041275,-1.11012,-1.99843,-1.31829,-2.22548,-2.3081,-1.75668,-1.96868,-2.22399,-2.3081,-3,,,
Esf1,0,-1.84466,-2.30788,-2.1815,-2.28928,-1.94327,-1.87311,-1.81857,-2.11676,-1.75163,-2.30788,-3,,,
Ssna1,0,-0.749634,-1.4172,-2.04627,-1.82778,-1.76883,-2.30534,-1.79528,-2.05252,-1.63701,-2.30534,-3,,,
Ddx20,0,-0.77047,-0.922071,-1.54622,-1.45792,-2.30451,-2.06412,-1.86729,-1.98471,-2.10966,-2.30451,-3,,,
Mvd,0,0.480234,-0.510555,-1.17807,-1.55149,-2.30102,-1.80337,-1.72079,-1.61589,-2.17121,-2.30102,-3,,,
Epb41l4a,0,0.424928,0.191213,0.16542,0.243722,-0.323433,-0.953079,-0.469847,-0.920439,-2.29946,-2.29946,-3,,,
Pgap1,0,-0.608915,-1.19387,-1.35691,-1.77747,-1.91555,-2.26624,-2.22916,-2.21395,-2.29733,-2.29733,-3,,,
Uri1,0,-0.0683327,-0.917121,-1.12033,-1.63803,-2.15877,-1.89204,-1.56927,-1.57618,-2.28316,-2.28316,-3,,,
Ipo11,0,-0.474428,-1.28951,-1.59043,-1.77173,-1.84203,-1.96853,-2.28164,-1.88186,-1.95705,-2.28164,-3,,,
Tpm4,0,-0.107901,-0.587221,-0.907393,-1.32508,-1.71986,-1.95652,-2.25436,-2.28061,-2.23216,-2.28061,-3,,,
Stk10,0,-0.292048,-0.912504,-1.30947,-1.39753,-1.94234,-2.1021,-1.82093,-1.99983,-2.2792,-2.2792,-3,,,
Chsy1,0,-0.170286,-0.505367,-1.2317,-0.94536,-2.08786,-1.96725,-1.85122,-2.1717,-2.27916,-2.27916,-3,,,
Fgfr1op,0,0.676835,-1.21887,-1.24027,-1.38744,-1.52286,-2.2758,-1.99363,-1.94541,-1.58184,-2.2758,-3,,,
Ranbp1,0,-0.142714,-1.04928,-1.23843,-1.67208,-1.87794,-1.82185,-1.89929,-1.88378,-2.27522,-2.27522,-3,,,
Ccdc25,0,-0.54496,-1.13162,-1.25084,-1.54622,-2.10202,-2.26502,-2.00031,-1.97012,-2.27435,-2.27435,-3,,,
Ina,0,-0.591941,-0.655075,-1.34661,-1.62023,-2.23969,-2.2401,-2.27283,-2.21582,-2.01112,-2.27283,-3,,,
Mmp15,0,-0.0413723,-0.618856,-0.895813,-1.11511,-1.63396,-1.83339,-1.86662,-1.87419,-2.26244,-2.26244,-3,,,
Etf1,0,-0.418808,-1.049,-1.23512,-1.4257,-1.92276,-1.80528,-1.88339,-1.95635,-2.25814,-2.25814,-3,,,
Aprt,0,-0.593065,-0.980639,-1.17586,-1.45807,-1.94747,-1.96825,-2.25615,-2.21358,-2.05152,-2.25615,-3,,,
Carm1,0,-0.507217,-0.831554,-1.06911,-1.25652,-1.68883,-1.65651,-2.25503,-2.03968,-1.94972,-2.25503,-3,,,
Klhl13,0,-0.498707,-0.804789,-1.44217,-1.23365,-1.7113,-2.08435,-2.09375,-2.25461,-1.75199,-2.25461,-3,,,
Setdb1,0,-0.703079,-1.63439,-1.88265,-1.79804,-2.02784,-1.9171,-2.24928,-2.01631,-2.12418,-2.24928,-3,,,
Ercc5,0,-0.36888,-1.85074,-2.24468,-2.07825,-1.77123,-1.69777,-1.62003,-1.14342,-1.59009,-2.24468,-3,,,
Hist1h4a,0,0.0806427,-1.84201,-1.8681,-2.23866,-2.03457,-1.6027,-1.74478,-1.36291,-1.417,-2.23866,-3,,,
St3gal6,0,0.28586,-0.221136,-1.23457,-1.1343,-1.87448,-1.70713,-2.08215,-1.868,-2.23825,-2.23825,-3,,,
Nudt1,0,-1.3511,-2.05243,-1.88189,-2.15555,-1.98283,-2.23537,-1.80337,-1.68107,-2.06261,-2.23537,-3,,,
Nudc,0,-0.639952,-1.18082,-1.63644,-1.80611,-2.22754,-2.05728,-1.97881,-2.08806,-2.20558,-2.22754,-3,,,
Sort1,0,0.647928,0.900182,0.866673,-0.271163,-1.13949,-1.70588,-1.47189,-2.22718,-1.72495,-2.22718,-3,,,
Arhgef2,0,-0.620378,-1.40029,-1.83675,-2.22268,-2.01777,-1.86942,-2.0314,-2.03718,-2.03396,-2.22268,-3,,,
Sall2,0,-0.274813,-0.280853,-1.00421,-0.852785,-1.51526,-1.78,-1.46991,-1.91416,-2.2159,-2.2159,-3,,,
Pld1,0,-0.243708,-1.12263,-1.03729,-1.65288,-1.76882,-1.72544,-1.99377,-2.02742,-2.21282,-2.21282,-3,,,
Crebbp,0,-0.913305,-1.32606,-1.66504,-2.20874,-1.69757,-1.64506,-1.70873,-1.8958,-1.92484,-2.20874,-3,,,
Atm,0,-1.38886,-2.03406,-2.20671,-2.14296,-1.79657,-2.03157,-1.85678,-1.74924,-1.89621,-2.20671,-3,,,
Scd2,0,-0.158215,-0.729521,-1.38334,-1.42272,-1.97467,-1.92006,-1.8881,-2.20665,-1.37826,-2.20665,-3,,,
Tjap1,0,0.721234,0.444894,-0.00105572,-0.153232,-0.957767,-0.585342,-0.750494,-1.0906,-2.20556,-2.20556,-3,,,
Morc2a,0,-0.62233,-1.02642,-1.25292,-1.40232,-1.69595,-1.57798,-1.76997,-2.19516,-1.99077,-2.19516,-3,,,
Nubp2,0,-0.472479,-0.828474,-1.01221,-1.3161,-1.56776,-1.78776,-1.60141,-1.88695,-2.19389,-2.19389,-3,,,
Myl1;Myl3,0,-0.939972,0.208624,-0.353914,-1.05656,-0.680938,-1.23582,-1.32907,-2.19296,-1.17145,-2.19296,-3,,,
Haus5,0,-0.941637,-1.38342,-1.46522,-1.78387,-1.89516,-1.99695,-2.0732,-2.18996,-1.95198,-2.18996,-3,,,
Nup98,0,-0.985813,-1.48091,-1.59332,-1.38811,-1.63444,-1.63331,-1.75973,-2.17601,-1.84394,-2.17601,-3,,,
Lyar,0,-0.877497,-1.08613,-1.58925,-1.74795,-2.12497,-1.76138,-1.69358,-1.91948,-2.17568,-2.17568,-3,,,
Nop16,0,-1.2525,-1.71238,-1.9298,-1.96334,-1.97145,-1.91087,-2.04409,-2.06751,-2.17479,-2.17479,-3,,,
Cwc27,0,0.638186,-0.849211,-1.28012,-1.35425,-1.36675,-1.8905,-2.17155,-1.29757,-1.25465,-2.17155,-3,,,
Rfwd2,0,-0.0922499,-0.739859,-2.17098,-1.92092,-0.612704,-1.8263,-1.70181,-0.985383,-1.90358,-2.17098,-3,,,
Rab3d,0,0.244778,-0.76244,-1.2157,-1.23512,-2.16771,-0.989347,-0.778162,-0.803854,-1.13427,-2.16771,-3,,,
Thada,0,-0.557234,-0.918447,-1.57012,-1.48943,-2.04128,-1.88244,-1.87867,-1.78632,-2.1637,-2.1637,-3,,,
Pno1,0,-0.377503,-0.572191,-1.24099,-1.39422,-1.2989,-1.08703,-1.06252,-1.29763,-2.16308,-2.16308,-3,,,
Dcun1d5,0,-0.757411,-1.63796,-1.94192,-1.88544,-2.16097,-1.84636,-1.6812,-1.7022,-1.7127,-2.16097,-3,,,
Ube2e3;Ube2e2,0,-0.906012,-1.83643,-1.57704,-1.92337,-1.88457,-1.91578,-2.15915,-2.01447,-1.92882,-2.15915,-3,,,
Slc5a3,0,-1.32396,-1.36515,-1.24125,-1.08653,-1.5336,-1.84209,-2.13784,-2.15889,-1.31213,-2.15889,-3,,,
Umps,0,-0.859018,-1.51014,-1.62904,-1.84885,-2.15767,-1.89502,-1.81461,-1.95666,-1.99695,-2.15767,-3,,,
Dynlt1,0,-0.19029,-0.27352,-0.760759,-0.949209,-1.54981,-1.46171,-1.15728,-1.72868,-2.14663,-2.14663,-3,,,
Srprb,0,-0.115217,-0.920858,-1.48076,-1.54724,-1.80439,-1.53726,-1.47651,-1.68664,-2.14503,-2.14503,-3,,,
Nmd3,0,-0.740812,-1.48303,-1.86224,-1.64097,-1.91429,-2.08704,-2.14076,-1.78701,-1.93538,-2.14076,-3,,,
Znf428,0,-0.556438,-0.982008,-1.4273,-1.52753,-1.55378,-1.58292,-1.53986,-1.75134,-2.13979,-2.13979,-3,,,
Gltscr2,0,-0.736094,-1.19545,-1.41608,-0.945106,-1.75371,-1.80543,-1.90313,-2.13539,-1.74928,-2.13539,-3,,,
Chpf,0,-0.626518,-0.661335,-1.13497,-0.597359,-1.51835,-1.41704,-1.47964,-1.54539,-2.13481,-2.13481,-3,,,
Idi1,0,0.386784,-0.49053,-1.15559,-1.57101,-2.13256,-1.94303,-1.63919,-1.66118,-2.02211,-2.13256,-3,,,
Hmgn5,0,-0.386276,-0.986755,-1.14854,-1.66615,-1.57926,-1.84235,-2.12821,-1.84726,-1.69535,-2.12821,-3,,,
Mtap,0,-0.528749,-1.33058,-1.39865,-1.821,-1.78382,-1.82754,-1.99823,-1.84358,-2.12556,-2.12556,-3,,,
Hnrnpf,0,-0.663406,-1.30149,-1.28662,-1.45258,-1.73146,-1.86074,-2.01365,-1.9143,-2.12222,-2.12222,-3,,,
Gpn3,0,-0.257417,-2.12047,-1.75751,-2.05745,-1.75412,-1.7373,-1.1821,-1.17626,-1.66579,-2.12047,-3,,,
Txn,0,-0.206446,-0.694109,-0.568502,-1.19497,-1.49605,-1.49176,-1.66614,-1.90991,-2.1163,-2.1163,-3,,,
Ckmt1,0,-0.47712,0.23755,-0.261929,-0.556014,-1.10243,-1.56199,-2.11463,-1.71218,-1.58029,-2.11463,-3,,,
Limk2,0,-0.308412,-1.29168,-1.07626,-1.60315,-1.38029,-2.01216,-2.11169,-1.52484,-1.80873,-2.11169,-3,,,
Ythdc2,0,-2.10897,-0.165403,-0.426008,-0.467739,-0.809132,-0.703529,-0.709059,-0.840557,-0.904293,-2.10897,-3,,,
Dad1,0,0.318235,-1.66972,-1.76824,-1.43554,-1.39432,-1.79134,-1.61732,-1.34995,-2.10546,-2.10546,-3,,,
Cd2ap,0,-0.0441093,-0.209507,-0.589296,-0.95067,-1.29882,-1.61214,-1.67196,-1.83486,-2.10543,-2.10543,-3,,,
Pold2,0,0.130796,-1.71886,-2.10258,-1.63705,-1.69075,-1.37777,-0.868212,-0.137842,-1.89132,-2.10258,-3,,,
Mdc1,0,-1.07486,-1.16544,-1.37422,-1.50815,-2.03175,-2.09811,-1.98287,-1.98987,-1.95203,-2.09811,-3,,,
Prkar2b,0,0.446049,-0.906805,-0.667482,-1.07324,-0.814463,-1.45226,-1.63908,-1.57579,-2.08946,-2.08946,-3,,,
Psmb6,0,0.0426655,-0.902607,-0.583681,-1.52385,-0.974899,-1.1474,-1.05825,-1.13306,-2.08931,-2.08931,-3,,,
Serpinh1,0,0.0937195,0.280422,-0.0668964,-0.269073,-0.822283,-1.03158,-1.09347,-1.5615,-2.08738,-2.08738,-3,,,
Prpf3,0,-0.751154,-1.42542,-1.71279,-1.65674,-1.80009,-1.89435,-2.08665,-1.94356,-1.76953,-2.08665,-3,,,
MARCHF6,0,-0.738358,-1.61121,-1.71017,-2.07258,-1.84038,-1.39745,-1.36517,-1.25173,-2.03431,-2.07258,-3,,,
Casp3,0,-0.293541,-0.909344,-1.07709,-1.26246,-1.62523,-1.88571,-1.9947,-2.07012,-2.01159,-2.07012,-3,,,
Ube2d2b;Ube2d2;Ube2d3,0,-0.628269,-1.00809,-1.00688,-1.12727,-1.66313,-1.44543,-1.55088,-1.63674,-2.06961,-2.06961,-3,,,
Papd4,0,-0.794563,-1.11607,-0.921967,-1.28481,-1.41801,-1.60103,-1.39348,-2.06569,-1.71044,-2.06569,-3,,,
Prepl,0,-0.286356,-0.812292,-1.22581,-1.54502,-1.7729,-1.74598,-1.60145,-1.53864,-2.06383,-2.06383,-3,,,
Tpt1,0,-0.47978,-0.786314,-1.11654,-1.202,-1.95578,-1.78089,-1.82155,-1.91449,-2.06166,-2.06166,-3,,,
Hpf1,0,-0.745024,-1.55784,-1.68177,-1.8281,-2.0605,-1.98251,-1.78062,-1.79272,-2.03878,-2.0605,-3,,,
Acsl4,0,0.474379,-1.40098,-1.82417,-1.97547,-2.03732,-2.06038,-1.58613,-1.27397,-1.82564,-2.06038,-3,,,
Rnf126,0,-0.449418,-1.09678,-1.31257,-1.49604,-1.68249,-1.71832,-1.64783,-1.44301,-2.05638,-2.05638,-3,,,
Prps2,0,-0.382391,-1.01758,-1.32383,-1.66307,-1.99363,-1.90815,-2.01992,-1.88674,-2.05128,-2.05128,-3,,,
Akap13,0,0.110759,-0.254447,-0.516711,-0.881828,-1.16874,-1.43597,-1.31387,-1.53568,-2.05011,-2.05011,-3,,,
Phax,0,-0.613827,-1.35786,-1.60619,-1.97189,-1.67124,-1.58587,-1.59549,-1.61675,-2.04745,-2.04745,-3,,,
Swi5,0,-0.349283,-1.36502,-1.51595,-1.7876,-2.04681,-1.56122,-1.67163,-1.9808,-1.75764,-2.04681,-3,,,
Polr2h,0,-0.0644054,-0.955509,-1.66419,-2.04509,-1.53777,-1.21785,-1.80325,-1.45679,-1.73288,-2.04509,-3,,,
Apaf1,0,-0.481571,-0.794912,-0.691986,-0.962111,-1.62402,-2.04288,-2.02781,-1.88592,-1.70639,-2.04288,-3,,,
Sptlc2,0,-0.219967,-0.627579,-1.00596,-1.41979,-1.45416,-1.33899,-1.32344,-1.74651,-2.04204,-2.04204,-3,,,
Zdhhc20,0,-0.662621,-1.1544,-1.36963,-1.74365,-1.73837,-1.96062,-2.04119,-1.77272,-1.91764,-2.04119,-3,,,
Dph5,0,-0.817822,-0.768197,-1.02379,-1.32353,-1.40039,-1.08684,-1.70752,-1.65908,-2.03985,-2.03985,-3,,,
Ipo9,0,-0.461655,-0.994324,-1.22003,-1.24802,-1.74542,-1.65076,-1.92562,-2.03917,-1.83195,-2.03917,-3,,,
Spag7,0,-0.638187,-1.49703,-1.62957,-1.78938,-2.03685,-1.74069,-1.73568,-1.71973,-1.61293,-2.03685,-3,,,
Gpd1,0,-0.280575,-0.308805,-0.198627,-0.572659,-1.01827,-1.39864,-1.73392,-2.03663,-1.90565,-2.03663,-3,,,
Smchd1,0,-0.804598,-1.15463,-1.37846,-1.58922,-1.67559,-1.89427,-2.02105,-2.03387,-1.85147,-2.03387,-3,,,
Man2a1,0,0.78207,0.428541,-0.184465,-0.397194,-1.24474,-1.47476,-1.33534,-1.46019,-2.03057,-2.03057,-3,,,
Slc35a1,0,0.250976,-0.47541,-0.945339,-1.22982,-1.50335,-1.51047,-2.00235,-1.74805,-2.02989,-2.02989,-3,,,
Dhcr7,0,0.0914345,-0.477417,-1.21696,-1.26583,-2.02913,-1.82077,-1.81106,-1.95609,-1.86703,-2.02913,-3,,,
Zmat3,0,-0.499291,-1.04037,-1.036,-1.79129,-1.55464,-2.02311,-1.78401,-1.81485,-2.00899,-2.02311,-3,,,
Mtfr1,0,-1.09306,-1.16821,-1.44489,-2.02231,-1.32958,-1.36232,-1.6025,-1.93252,-1.50718,-2.02231,-3,,,
C7orf50,0,-0.72872,-1.70509,-1.64268,-2.0187,-1.84179,-1.97436,-1.97543,-1.75081,-1.92895,-2.0187,-3,,,
Dnaja1,0,-0.665474,-1.26939,-1.47432,-1.6474,-1.76485,-1.67583,-1.65092,-1.89992,-2.01295,-2.01295,-3,,,
Sox9,0,0.186152,-2.01168,-1.97107,-1.86546,-0.716035,-0.452683,-0.768264,-0.777339,-1.03568,-2.01168,-3,,,
Leo1,0,-0.735504,-0.809082,-1.28452,-1.06451,-1.40521,-1.30032,-1.2969,-2.00727,-1.35282,-2.00727,-3,,,
Lrrc59,0,-0.122219,-0.424253,-0.602615,-0.955448,-1.02122,-1.29657,-1.35149,-1.63678,-2.00341,-2.00341,-3,,,
Nmral1,0,-0.845461,-1.2332,-1.3762,-1.9083,-2.00273,-1.98261,-1.76505,-1.92854,-1.70347,-2.00273,-3,,,
Nup188,0,-0.914196,-1.56689,-1.64056,-1.5514,-1.70809,-1.72289,-2.00261,-1.93018,-1.84452,-2.00261,-3,,,
Uxt,0,-0.183805,-0.732254,-1.03892,-1.10517,-1.57562,-1.22382,-1.27193,-2.00255,-1.62773,-2.00255,-3,,,
Morf4l1,0,-0.824629,-1.69775,-1.72419,-1.92099,-2.00025,-1.87397,-1.95435,-1.74964,-1.84054,-2.00025,-3,,,
Cep97,0,-0.450756,-0.934322,-1.35135,-1.62512,-1.55858,-1.46072,-1.44143,-1.46925,-2.00021,-2.00021,-3,,,
