1.416,0.081,1
1.621,0.081,1
1.831,0.081,1
2.028,0.081,1
2.238,0.081,1
2.435,0.081,1
2.643,0.081,1
2.841,0.080,1
3.047,0.081,1
3.251,0.081,1
3.449,0.080,1
3.655,0.080,1
3.861,0.080,1
4.062,0.080,1
4.269,0.080,1
4.464,0.080,1
4.675,0.080,1
4.874,0.080,1
5.080,0.080,1
5.278,0.080,1
5.488,0.080,1
5.683,0.080,1
5.893,0.080,1
6.088,0.080,1
6.292,0.080,1
6.497,0.080,1
6.705,0.080,1
6.905,0.080,1
7.110,0.080,1
7.311,0.079,1
7.517,0.079,1
7.715,0.079,1
7.923,0.079,1
8.122,0.079,1
8.323,0.079,1
8.528,0.079,1
8.738,0.079,1
8.932,0.079,1
9.134,0.079,1
9.338,0.079,1
9.549,0.079,1
9.747,0.079,1
9.954,0.079,1
10.151,0.079,1
10.360,0.079,1
10.560,0.079,1
10.767,0.079,1
10.964,0.079,1
11.173,0.079,1
11.373,0.080,1
11.574,0.080,1
11.780,0.080,1
11.983,0.080,1
12.186,0.080,1
12.394,0.080,1
12.588,0.080,1
12.799,0.080,1
12.998,0.080,1
13.203,0.080,1
13.404,0.080,1
13.612,0.080,1
13.810,0.080,1
14.019,0.080,1
14.215,0.080,1
14.416,0.080,1
14.619,0.080,1
14.828,0.080,1
15.028,0.080,1
15.237,0.080,1
15.434,0.080,1
15.645,0.080,1
15.838,0.080,1
16.051,0.080,1
16.250,0.080,1
16.457,0.080,1
16.650,0.080,1
16.862,0.080,1
17.059,0.080,1
17.261,0.080,1
17.465,0.080,1
17.666,0.080,1
17.872,0.080,1
18.081,0.080,1
18.276,0.080,1
18.486,0.080,1
18.683,0.080,1
18.885,0.080,1
19.091,0.080,1
19.297,0.080,1
19.496,0.080,1
19.704,0.080,1
19.901,0.080,1
20.109,0.080,1
20.308,0.080,1
20.510,0.080,1
20.713,0.080,1
20.924,0.080,1
21.122,0.080,1
21.323,0.080,1
21.529,0.080,1
21.735,0.080,1
21.933,0.080,1
22.142,0.080,1
22.341,0.080,1
22.551,0.080,1
22.744,0.080,1
22.951,0.080,1
23.154,0.080,1
23.353,0.080,1
23.562,0.080,1
23.770,0.080,1
23.963,0.080,1
24.175,0.080,1
24.370,0.080,1
24.578,0.080,1
24.778,0.080,1
24.987,0.080,1
25.184,0.080,1
25.394,0.080,1
25.588,0.080,1
25.798,0.080,1
25.996,0.080,1
26.198,0.080,1
26.405,0.080,1
26.610,0.080,1
26.809,0.080,1
27.018,0.080,1
27.214,0.080,1
27.426,0.080,1
27.626,0.080,1
27.832,0.080,1
28.030,0.080,1
28.235,0.080,1
28.435,0.080,1
28.636,0.080,1
28.841,0.080,1
29.043,0.080,1
29.248,0.080,1
29.456,0.080,1
29.654,0.081,1
29.860,0.080,1
30.063,0.081,1
30.268,0.081,1
30.465,0.081,1
30.666,0.081,1
30.872,0.081,1
31.073,0.081,1
31.278,0.081,1
31.485,0.081,1
31.690,0.081,1
31.887,0.080,1
32.088,0.080,1
32.300,0.080,1
32.497,0.081,1
32.705,0.081,1
32.900,0.081,1
33.111,0.081,1
33.307,0.081,1
33.520,0.081,1
