"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]","detections"
1368.0,29005.043366483773,49913.90452876983,-180.33350164685035,314.77359178139056,192.3821657364,424.9345078678794,5.055415890661747,3.8978581061201982,11074.853078863016,23.578734891550287,1.0
1368.0,29622.68642595778,48770.83268252547,-130.37222460088228,290.72206203951566,199.9892748727124,262.19511509776083,5.2933911357759875,5.255126826028637,13644.599987226336,40.24873148159254,1.0
1369.0,29005.417816175675,49830.219192109245,-159.81329554768226,304.6102404928419,195.27636824789278,397.1692928207478,4.37536829257421,2.241343752824655,4805.473616060267,20.06293576230988,1.0
1370.0,28995.581145954995,49870.98862564372,-146.8785620885168,298.4078953160248,197.26559554334997,383.4479576118057,4.527732840965175,1.9565468434976614,4308.727651136582,19.77195597779794,1.0
1376.0,29840.03176913111,48461.78380994485,-220.11612532766193,335.6084744843345,187.6853012524232,209.7163421889663,4.4636039658773425,1.6847194699070684,4412.554578287426,28.851268836646618,1.0
1386.0,29065.451698172365,49956.96529385416,-288.49884181445975,374.9093017471459,182.43030518974174,331.76280027748174,4.458858186132093,1.700794083854474,3715.0807035988996,22.919949478563105,1.0
1387.0,28988.206053114678,49873.5430368801,-170.6286247963493,310.15401640577124,193.90216693807037,671.7153185883092,4.155277378684901,4.002824588885905,NaN,17.119590881370833,2.0
1388.0,30522.915425620315,47239.306327215345,-160.04646206879997,304.72349404182,195.2416796072909,197.36610459748516,5.583696737702426,1.8252202079003481,4784.565819229451,29.58754721601233,1.0
1388.0,29028.86153688632,49872.25330457352,-110.46870853933277,281.923558904818,203.65266693687192,751.6693753817221,4.2824765225062125,3.9395275044924407,NaN,15.291603055398559,2.0
1390.0,31035.24510940171,46618.77390410156,-103.94210676554263,278.95049831929344,204.7828794378134,317.4705791320763,5.436002232684848,2.358228784423779,6106.844556323773,22.853998433310558,1.0
1391.0,29022.897403486397,49911.181417770764,-218.85970966723517,334.9276435875207,187.81519304133337,321.7089480458814,4.251906136995937,1.8661368256231587,4170.801963133311,22.651212900832757,1.0
1400.0,29458.533361068654,48677.93725899991,-107.19422654138002,281.5628896991259,205.13369627427383,779.3704232298562,4.3367552670705685,5.05198698993289,NaN,16.48702807005891,3.0
1401.0,29492.078815345212,48677.67797711976,-82.05305816403225,269.7103201880529,209.16411582859251,807.3598550261389,4.3739450021768,3.847248025046656,NaN,14.313626688058507,2.0
1418.0,29404.004227493482,49107.111844052,-182.21142743490137,315.7235328264734,192.13332781945357,223.3711909469109,5.388949255235934,1.654086039532566,4040.5609625883394,26.971868576884106,1.0
1420.0,30790.495519841097,46924.29858960493,-337.926431416009,406.06187680586834,180.85083350097037,265.5569142010962,4.91185645639936,1.7318121870457992,4367.3326712731,27.556949050456787,1.0
1422.0,30630.33915488243,47409.99000817242,-389.5386923199657,441.0502297200671,181.18868427005992,274.1989903117597,4.710790416623604,1.7799663625925906,4655.352485334982,28.689256823567256,1.0
1427.0,29048.463686644634,49441.32654481434,-65.00397323343869,262.8081901210168,212.81494308762018,236.57696331309558,3.9807426399177084,1.6544848652931994,3734.127728303544,24.791497129955893,1.0
1430.0,29074.452898990443,49981.19155485318,-327.9868633039433,401.93553912810205,182.8964878401212,460.8640842739869,4.104741116647468,3.536719211262575,NaN,24.451006542745493,2.0
1431.0,29510.36892439275,48556.79334649583,-160.21791414203068,305.9492344477335,196.139459740502,620.3141105661211,4.360085473267773,3.5814072036441664,NaN,17.33719692466408,2.0
1437.0,29023.161629329705,49456.97661790183,8.447620659339416,237.77489817183,232.34415223679633,1098.2745525176922,4.161209072577153,8.07323233089931,NaN,15.638760543327775,5.0
1440.0,29058.180448490664,49478.946107774245,-38.02076235997115,252.4606497775447,219.05877390877947,230.7979866955583,4.019099405092171,1.597485751823606,4060.8824879994468,24.814066197083413,1.0
1443.0,29010.40792267546,49472.29495030336,-46.19404513789025,255.5224571824319,217.10891962426774,201.55778834129868,4.230874529061683,1.471557746559226,3743.504297581489,26.524765651110144,1.0
1444.0,29040.904588368663,49476.59638186404,-34.03941753740879,251.40014861882116,220.35686141671798,690.4553098110634,4.1103551973827175,5.052536963567509,NaN,17.471223236539448,3.0
1459.0,27483.555491379593,51153.36885121218,-194.09390733573306,321.81133127149013,190.62112313371773,351.7988599452571,4.088665177490256,2.009018665520593,5367.1577756436545,21.474445519775387,1.0
1460.0,27432.582542044493,51153.81501960688,-123.21276167622648,289.9073749441609,203.20636178255927,1359.839517958977,4.3417548467440215,6.4883526260456055,NaN,12.503844051225565,3.0
1461.0,27438.72983487823,51261.26294649487,-118.38293879601143,285.3005862432975,202.09778674801794,463.84451403146744,4.313706405735294,2.1212485043446456,5344.846682951945,17.70948116231085,1.0
1461.0,29076.890444545872,49968.55695170471,-276.459262677745,368.02161215263203,183.38111277612091,1357.0205513697438,4.423579139062219,8.641454877701921,NaN,16.124748643565763,5.0
1462.0,29488.930524642397,48590.95443696944,-192.75714370659696,321.11981494127986,190.78587249903907,320.0224392148623,4.690261995382068,2.0090920894509288,4521.363461218924,22.751780822807383,1.0
1464.0,27390.629568357865,51098.26633312171,-233.9830378327738,343.22160660472264,186.3316121958623,350.28368184809545,4.145333229339091,1.736485699429013,3930.9302852119545,21.41257268817487,1.0
1465.0,27378.10812527991,51187.59753055487,-209.71528250798758,330.01727430012295,188.79681121204246,427.6874543219862,4.535734648771401,1.8924687048312103,4813.0807182142225,19.036572256890224,1.0
1465.0,29034.097167162665,49982.55731954091,-317.0816616539571,392.6431837355932,181.28990334242542,277.9504078538878,4.454236396125601,1.8493500773695108,4221.013217206727,26.716197266139773,1.0
1466.0,27409.756310034376,51145.3667240156,-319.5143626876798,394.1881009193533,181.22159382073946,191.35970475685926,4.252825045657831,1.3700173051559215,3548.186402275564,31.371286607875515,1.0
1475.0,30776.976918754146,47174.974986832,-388.2417318876978,440.14024114682564,181.15532830225868,243.19417840782708,5.161090865759865,1.6203244743305734,3764.1019169249666,30.138123602375455,1.0
1479.0,28607.798529561464,49798.59873976377,-273.9681807365,366.1893029431379,183.24876699866374,230.73230768072972,4.173135342254682,2.905804626946793,7875.795867608285,34.728409149291494,1.0
1479.0,29458.231380201887,48730.00220831575,-71.60558983218844,265.44432205959276,211.37183371197236,202.60267834783974,4.247312965618212,2.6717074205111655,6908.522707103621,32.19335350499909,1.0
1480.0,29495.35632238834,48716.36146158612,-124.99482831626297,291.4303984643095,203.47255293472404,721.7410680737929,4.16211506908902,5.426919840480645,NaN,18.4002334103431,3.0
1490.0,27373.33806778962,51179.40965055185,-296.82921768819654,379.9982397776353,182.0336514675524,370.930864769698,3.9160436064487523,1.7447822899736005,3674.860029648409,21.69169782331663,1.0
1496.0,28998.321237572647,50045.279080424545,-246.2451669355371,350.1061123331375,185.25776328501502,653.2962739820138,4.2490999811279515,3.5084667080128638,NaN,17.509283262474078,2.0
1498.0,29028.052778257388,50066.749933831816,-274.21303700066545,366.3772662918603,183.26812772051193,538.1656893303394,4.073589101862822,3.550539646232018,NaN,20.560416475762203,2.0
1500.0,29061.580997586272,50034.3468744041,-243.82265543011533,348.73368144170547,185.45995284353427,228.83599493217224,4.425261017861141,1.8162613579979456,5007.781413626947,28.326622950933253,1.0
1501.0,28982.450674892592,50017.909541416,-288.5326504183954,374.9298228086407,182.4285884987267,275.4602925552044,4.2178455881183465,1.577412898721768,3725.1567383830125,25.245043008405275,1.0
1509.0,29506.604216109536,48587.629649013754,-203.2412355772818,326.5885204211436,189.53030434163642,145.93420087451523,3.838245226705719,1.4300793549829403,3845.670036822091,34.36918165111587,1.0
1512.0,29537.920490286433,48550.72872657152,-163.06626584384392,306.1949036735821,194.79616065531283,334.93880933877483,4.508399064560164,2.007381177774636,4567.439425620345,21.754687113911835,1.0
1513.0,29493.004952687712,48592.25408786215,-110.04703229393562,282.2305186289186,204.12899516111656,760.5975877227156,4.591328565152452,3.7959805488874023,NaN,15.024979935285192,2.0
1514.0,29539.708287771813,48589.438112100695,-114.24428336364635,283.4605856575777,202.85107125465743,386.0747267348023,4.622731175604843,2.0180984727479925,5149.6512165685135,19.540489775329288,1.0
1516.0,29606.874266069768,48643.41077403912,-175.2810343865788,312.23433201485483,193.06499462937438,358.3438825768497,4.358601129633207,1.9889862810134695,4580.575570359767,20.96349873598904,1.0
1517.0,29765.75028372661,48477.241336608706,-131.29495655191536,291.14493300172626,199.83153732928633,363.05823939416854,4.511773177138835,1.6958725569198128,4207.489310130137,19.76587058885378,1.0
1518.0,29838.432789314327,48224.70580519405,-92.65324859283514,274.1233853474637,206.99258112940672,338.20939447264516,4.236262596617624,1.7889146591557983,4166.202254796911,20.497957989204064,1.0
1519.0,29818.49114981536,48308.63187814808,9.63352986728135,237.04342019673004,232.39494755212684,457.16453689123773,4.2487093601444,3.1153534300752437,NaN,19.16899326980989,2.0
1538.0,29626.67599421602,48408.191272125325,-32.031201322592466,250.2568875427059,220.51999407875778,135.5837315071666,4.053681400244665,1.396964049893106,3966.8604659866514,33.31547763139315,1.0
1539.0,29034.056118433746,50031.50206684572,-241.14972493555854,347.22729503679074,185.689439553051,336.71182162424407,4.125328640093537,2.0323561673934654,4333.629577563314,22.812067570045723,1.0
1539.0,29742.39308692396,48228.53188471309,-231.3342857293369,341.7533936667631,186.5788610195664,222.19890305087202,4.4047770984108965,1.7623454603281892,4318.838801721742,28.367890089606743,1.0
1540.0,28999.652835167093,50031.74407607661,-194.86127461880096,322.2090565614552,190.52716425058614,335.62535256593736,4.265082199393395,1.8067348903765659,3764.6910457022936,21.60902826970968,1.0
1543.0,28673.685604969636,49817.23362065263,-235.45616888050512,344.04103152614135,186.1964159514295,123.11125038730647,4.07971387242275,1.6305961625866803,4151.387501002982,40.97810153431595,1.0
1544.0,28627.087888820715,49789.891553826215,-215.99725181810828,334.11170679376806,188.70526312716814,1575.154942760479,4.341523346291726,7.756337067885086,NaN,12.823641788919707,4.0
1547.0,28599.809587037696,49773.47141857655,-231.19904752384105,341.95643706629096,186.81615726510006,1772.6370832833536,4.219681198454114,9.557540831121912,NaN,13.244660555835317,5.0
1557.0,30063.421885850126,50914.475499295826,310.9905432129329,180.4954942097293,349.82265722341464,183.36237594327486,4.175858041386518,1.5893426162846092,4225.694139057947,30.974898821867743,1.0
1567.0,28617.85266273456,49772.26998065631,-221.52720059349608,336.8247722129086,187.90443123133676,1131.2519897874781,4.155798992471726,5.6938073892201935,NaN,14.186944176458425,3.0
1570.0,28624.946562896243,49753.61718872779,-241.96162238551258,348.1305521452185,185.97992433647318,736.547015402683,4.070281609261345,3.8856116049265146,NaN,16.71491800279548,2.0
1575.0,30062.707695434372,48073.48787254942,-24.637109301445328,247.58301098712883,222.36157389964723,220.15117414603912,4.959894013562604,1.8115934119801789,4806.505946263776,26.22216635382137,1.0
1583.0,28604.497897804977,49800.17558602475,-195.83506538269106,322.7145702747625,190.40857630074544,188.18782504861724,3.73085819007237,1.5369305956617645,4387.54109707011,29.706177189574756,1.0
1586.0,28961.641145724065,50057.50605796208,-270.25700582292393,363.99410908287894,183.48360117502617,238.9528448587801,4.189761862327079,1.848859607128235,4230.217397820835,28.261479688885128,1.0
1587.0,29003.78300232938,50084.98257706846,-251.7409024406265,354.60903384687504,185.92193310054296,1201.972492667306,4.028863504739378,6.672801801216768,NaN,15.062277062064625,4.0
1593.0,29012.125869884676,50061.98395636438,-296.2678737646091,379.65326446227215,182.0587182567988,316.4269218522699,4.223369394426675,1.846057444319968,3928.126043852979,24.17303458981273,1.0
1594.0,30135.270777283076,48401.99508857343,-217.64812877389207,334.2725177957003,187.9415890919906,182.2724080574375,4.042626476198996,1.4779095236683055,3711.7949361017054,30.42580882332757,1.0
1631.0,29014.773282628918,49997.85599100344,-237.63728505871512,345.9454945550472,186.5548604340966,1327.0720904608102,4.096800602219043,7.182817861981267,NaN,14.282010216983418,4.0
1635.0,28990.06620182832,49988.02243726017,-192.56719596363237,321.04398218614256,190.82740824703134,981.4149271246532,3.9644108914509872,5.984708792283055,NaN,15.725516741842434,3.0
1638.0,28977.698885565667,50020.710844674046,-154.744584368649,302.16093922635986,196.04069056027575,424.82192377341386,4.227964259224619,2.248324906297187,4693.876104094253,19.211540211395697,1.0
1639.0,29007.511516028615,49985.523061833905,-166.8206272803216,308.39149482449307,194.53907845983176,1449.7654557841172,4.183560493486394,8.068491190768283,NaN,13.426265346511604,4.0
1640.0,28963.91748818671,49983.77498986515,-106.00760492153488,279.8467105459403,204.38908570651338,378.0242267423233,4.329075868127741,2.1729855906037994,5546.378495602284,20.049259180145718,1.0
1643.0,30250.26678878336,48380.39978161071,-326.8596571042276,398.886686494178,181.0427079862173,297.2731396695595,4.521868309243796,1.6344975596878217,3931.066497386046,25.09100155208967,1.0
1644.0,30206.63575586057,48368.72523374278,-308.30949522396406,387.118654581779,181.57367690881114,203.81649969831486,4.293606575961731,1.8335545229248105,4491.880596021558,32.332278790487344,1.0
1644.0,30209.640178652957,48369.50057606908,-326.0119505565447,398.3418345373656,181.0612540223892,211.63084254490062,4.155884522618062,1.815440828480155,4520.638624555412,31.97083879511646,1.0
1644.0,29006.663279358276,50025.617517385705,-178.45734034566047,313.93007090645193,192.71605255005892,608.1471916493902,4.288756127162268,3.742698874850606,NaN,17.947752475842655,2.0
1670.0,28988.646685756452,50023.66780544708,-124.55887693181296,288.0763762439933,200.99796630043286,138.27987387989396,3.51274188809959,1.2179529336926338,3229.8952081968787,32.84282986180907,1.0
1673.0,30230.598487083877,48421.074795575354,-299.05627231316834,381.3698097895306,181.93656872371247,293.7519462397143,4.041765452481187,1.6870939515856642,4172.454017201761,24.843315229489424,1.0
1692.0,30208.267032615826,48434.85803184775,-290.0605457752932,376.01394802333175,182.4776668053097,539.8877316894789,4.472588265504202,3.722811677119476,NaN,21.238997931972733,2.0
1699.0,30184.215170654858,48438.67859955807,-321.89846821279315,395.77923215637566,181.21693761195615,845.2491830846144,4.289538424436594,5.206811801419645,NaN,18.44893272780725,3.0
1703.0,29780.084862877273,48710.30329463666,-138.56334806949138,294.5039738981142,198.6117195259641,179.5858036275307,4.213407203323308,1.4440824024756371,3621.818927412978,29.242448987584233,1.0
1752.0,30949.084041471142,47186.02812924767,-9.524547277709326,242.27832989394454,226.25513109479175,257.6583925166866,5.373927476691824,2.4936545175928737,6847.313722125905,26.01669808382278,1.0
1752.0,30247.675419417545,48351.92858304908,-294.4260348937565,378.539278363576,182.15544811960717,454.24810127454674,4.435863152703625,5.331953198178385,NaN,29.529603262233774,2.0
1753.0,30212.037357891422,48342.23381280342,-196.78062815742058,323.20628601107785,190.2941175024165,183.85972244368938,4.47469755775947,2.1165196155853705,6972.101186124921,33.36376947294118,1.0
1753.0,30926.64767853074,46949.95860913308,-138.03069878409156,294.2561217577794,198.6997442664192,272.7603077266069,5.235924909328294,1.7007858692447153,4213.826752490776,23.49244024330406,1.0
1754.0,31083.417860493486,46729.65678019045,-35.324138738889246,251.46428379382684,219.71326164559363,165.61906077870137,4.826918569628015,1.5454273754485017,3970.7938181169898,30.17211016150154,1.0
1755.0,30185.693676585317,48361.36154605312,-220.2411213332736,335.6762891707794,187.67244460959685,217.8949386942791,4.217135493417786,1.891350208103,4430.7416357758675,29.09332432511581,1.0
1783.0,30870.585954297858,46935.461869458806,-5.21826480253959,240.8062045039913,227.39645390798862,250.6970177964203,4.490848113210615,1.7180250810487325,4489.03703556615,23.8244572091999,1.0
1784.0,30890.417186573366,46990.98472012379,-5.989178590480129,241.0684603792781,227.1910949391503,621.036246759077,5.043134022452618,2.97936857266726,6035.362870634732,15.480272012567957,1.0
1790.0,30883.136998486385,46995.07470149417,86.69681001056736,213.55463695877816,255.12739739690477,208.59327366104006,4.424398184726969,1.9300997973668559,5099.034609776852,27.432030304873958,1.0
1794.0,28943.474562852647,50071.61166506425,-119.766141508388,285.9191442104372,201.8489378050729,168.47457503702486,4.188888360571164,1.5123876008182924,3402.337749532244,30.500490150736674,1.0
1796.0,28929.584711677257,50037.990918072246,-147.5860772104185,298.74307753448625,197.15349064733743,137.65533856030504,4.410623674863735,2.2409012210061574,6926.676985871189,40.787136073053034,1.0
1798.0,28892.02596760678,50083.174868527196,-93.67260606361705,275.0901621861588,207.22209977702238,772.0552165999321,3.812034082741476,5.825290046362461,NaN,17.602000951477773,4.0
1802.0,28912.886402589083,50058.21313269621,-79.59345903535251,268.6889557476528,209.67009747380456,170.16166486418635,3.6190262099910386,1.3661192953914028,3637.6830841465826,29.19400284407722,1.0
1803.0,29654.348932380857,48345.25654090844,-192.8101188815234,321.14718726973246,190.7793176615285,131.31740261205934,3.980772493989344,1.339534269435856,3032.513979953084,35.88051883833202,1.0
1805.0,30848.285482966494,46940.091444551246,57.29864124378928,221.4042217630559,245.55759238237525,327.9247616228866,4.511912763167146,1.7953245111918599,4170.838787783524,20.37559465491294,1.0
1808.0,30127.044188893524,48323.16773346203,-461.4574938433273,493.9934964492403,185.04478442580142,262.0873045032384,4.270326947875357,1.7419608068762473,4113.441307967934,32.00200005658609,1.0
1809.0,30041.080725316315,48360.260880151756,-397.8498612616354,446.91926141558145,181.43286429330695,430.3066419572046,4.47700426338241,1.7877243008342838,4686.474319402094,21.910670915898315,1.0
1828.0,29784.63084253693,48540.96632375705,-45.99775170977758,255.4481850687056,217.15515158848086,284.6134428923438,4.7418457590303795,1.8298743400254807,4162.292141128619,22.53204815221139,1.0
1829.0,29847.494766430762,48343.68436749509,-230.5666710942002,341.3291385798656,186.6515135994321,343.79305628448685,4.602403406854997,1.6748128652931025,3979.1286240431727,21.459470311854357,1.0
1830.0,29738.038567804135,48781.45498088637,-310.47179687273297,388.47368847677745,181.49828177280236,222.09006462371573,4.373187578720435,1.6804864776408277,4491.370654737368,29.842174634872247,1.0
1831.0,29617.13320154613,48707.60005176083,-341.87671831920693,408.6510326713528,180.80494838792683,196.82204722935182,4.518567403933948,1.5311465688182153,3676.4617702779456,32.35943734716147,1.0
1834.0,30109.86025852891,47853.08834985484,-338.41156256789645,406.37905606279037,180.84455782635428,251.69955091053941,4.745213478166194,1.8655192871731965,4976.668493796689,29.131631825065615,1.0
1835.0,30016.576131715803,47770.740897663505,-276.8175725387259,367.8835583684665,183.07558757427879,249.02999037347624,4.826480934938983,1.6173750277502699,3726.060682369639,26.74215419374307,1.0
1837.0,30146.51759162401,48254.37370798639,-482.6205785771107,510.501590821095,186.930124040614,360.01778846800556,4.671380057549546,1.7917733096490858,4834.628747930016,27.0327959322544,1.0
1838.0,30162.409202893232,48284.55655063463,-309.5103169073407,387.8706204145021,181.5313667101574,343.6908749912361,5.300187896437121,2.6944382429729345,8181.96482163842,26.052185850398953,1.0
1839.0,29967.14700387073,47976.67114438347,125.33235256265233,204.47794869472636,268.70578437025756,519.3477633453595,6.191934686289712,2.637606021459524,6222.59351638194,16.828798522333777,1.0
1840.0,29625.37915277061,48377.31251265196,-391.984433513425,442.77055532004454,181.25507324321745,291.17929485559665,4.371287227101705,1.5286816283603255,3458.6507345879972,26.686812278254255,1.0
1840.0,29628.123352478833,48376.88815546645,-375.59646600181645,431.351049459062,180.89729041029324,285.39593583031075,4.428481401241132,1.4999992754916365,3220.688128696941,26.45605835366115,1.0
1841.0,29781.172258756535,48417.89794943019,-354.17742620383945,416.80759915908646,180.73823913983864,290.8879746377978,4.547753526350228,1.670381787947324,4287.119542568109,26.213950629587725,1.0
1898.0,28576.107082920946,49972.31184493757,-128.19327109996013,289.7266746450877,200.36433404454388,331.4204194610217,4.191449033746664,1.8488357052129007,4538.440631219704,21.161409742559936,1.0
1899.0,28496.47725849021,49977.676577840466,-131.3129507955176,291.15318741176094,199.82846773155478,404.60132464710694,4.012697153113558,2.212617784141874,5031.3751191132,19.509655794242462,1.0
1900.0,28535.44253226087,49944.15688239805,-155.32789131025086,302.4415710197283,195.95173543395393,429.18096702859026,4.351381715553494,1.848561686799374,4226.107130873411,18.38079364141385,1.0
1900.0,30703.444153826873,47604.40796156227,-356.7465578729906,418.5291962201212,180.73886329461104,219.61248589891983,4.4256594835909615,1.3627414975813466,3082.226125863966,29.822106543832874,1.0
1901.0,28535.984763594643,49976.15380849303,-103.9446544846742,278.95160128732107,204.7823917044058,420.1343528075566,3.9949095603449556,1.950475939838791,4910.479259311753,18.389770325835073,1.0
1902.0,28625.322706202907,49959.89039042805,-2.8898136127792853,240.01749530193152,228.01946558712888,309.9396244064492,4.049685074334933,1.7492401494825416,4357.866788872381,21.04805124207792,1.0
1903.0,28678.697853579044,49972.554892849475,81.72998654128793,214.8236096819844,253.4643389851626,298.44839732471047,4.134742324214293,1.9619070476707388,5403.69510678056,21.98117686192435,1.0
1904.0,28733.66203574589,49925.53205350022,-16.534838734614528,244.85384878784055,224.54181764598007,667.0325831550355,4.176639092761473,3.6489747309106155,NaN,15.692450245758877,2.0
1906.0,28709.653848691523,49862.42527182103,-32.67683494120864,250.49281120644997,220.36116985679575,366.7955850395864,4.203254981736789,1.883465030901326,4605.8407403887795,19.40809646622703,1.0
1907.0,28672.86384513653,49906.67552791401,-46.039271345354855,255.46389194367708,217.14537023724048,362.43704307986843,4.3385161931974245,1.9789634711850765,4081.0176574681,19.791064594560186,1.0
1917.0,27523.353621306163,51257.68116394991,-522.4448572046533,542.7113817893578,191.40340425182904,212.98996996741306,4.265034005071803,1.587803395474729,3831.260073146335,38.759181277569674,1.0
1955.0,27412.013958570064,51148.08535819502,-507.4490489303035,530.4072519472629,189.57711970736403,253.4654460587885,4.3558781561123165,1.6560978247642841,3850.412749731583,34.264254663076116,1.0
1965.0,27395.546004535565,51214.86934378014,-511.3541160650458,533.5909565940261,190.0362002291975,267.99540779570714,4.347235028293358,1.6121232712561973,3804.436785746764,32.948964061332696,1.0
1966.0,27418.923358052463,51196.35648484871,-440.17154109365697,477.81559725552125,183.49280335262392,177.77338749965608,4.25278574367116,1.6579756129962173,4746.024943742704,39.683338362195464,1.0
1983.0,26496.455218679628,49760.169270797465,202.0034524523425,190.63395999649055,299.0204358089664,168.17142786365486,3.6204167391593183,1.3683696422384595,3613.14414273265,29.61953746022405,1.0
2007.0,28735.254679435606,49605.82792939056,-495.5264437564159,520.7760232751234,188.24740248922564,215.18531572209633,5.170080998682916,2.0466158740345226,5725.469743658028,40.862217383857285,1.0
2008.0,28806.44979829406,49890.27545569962,-913.2620256199988,938.1588214616752,299.433573564544,496.57111784477746,3.951648542826653,2.4049378335984324,6531.6130754609485,52.223013883610925,1.0
2009.0,28718.752888570012,49727.91473365488,-347.5069219129276,412.3666976096573,180.76010382965555,223.81172976061424,5.2579916292016975,1.6520443389362434,3747.644403014154,30.61327103643584,1.0
2011.0,28499.08910179009,49744.51432838714,-514.8845901466697,536.4816422741147,190.4612464422233,211.2070852852912,4.485802892349271,1.5781068281545338,4070.1453956905275,38.472010503029104,1.0
2034.0,27383.234840432422,51134.104398156545,-447.72561778006406,483.5079895911915,184.00405207112948,233.30691672247,4.173947674076887,1.7212091085521706,4194.508942595174,33.81392417641688,1.0
2054.0,28586.872896656918,49565.361536646335,-594.2953677423958,604.6072289348828,202.5315466161752,242.19720483051725,4.276869691443161,1.5306190750601611,3571.76030406557,39.19136114372686,1.0
2055.0,28607.451143032788,49540.88162879098,-491.81164374560467,517.8025513231474,187.8552293649329,225.1220163642571,4.575601928529846,1.7118324865525878,4019.935096962136,36.6772886921233,1.0
2077.0,28613.776014026764,49537.90589072289,-479.5113753894744,508.049814725449,186.63174729024746,283.40099562927503,4.668475147101552,1.7066676440196473,3866.40755598402,30.951271118955304,1.0
2108.0,30721.325573785627,47052.333161525064,-247.9436423000148,351.06935162847844,185.1168105223825,239.05829565141084,5.089862832183597,1.8343008874146332,4725.686777321794,27.70607910781055,1.0
2108.0,32109.005572956718,48657.845721100966,79.00392319666463,215.52997913629432,252.55955302088617,154.52551830284298,4.3555973269778985,1.58394861321363,4017.271797890735,31.430775809260886,1.0
2109.0,30804.48831361491,46932.80262410456,-205.8458506512633,327.9632122306109,189.23136768292636,225.48701735055724,4.610440507963587,1.6634234975467532,3985.494900557077,27.22908341370728,1.0
2110.0,30841.53545662229,47150.130794125245,-237.28097583481522,345.05891272964385,186.03123793126576,212.10238652536754,4.675229633573583,1.8305074161232184,4977.187797820861,29.674371217922655,1.0
