NAME	TITLE	SCORE	
Map4k5		0.5687172	
Afap1		0.5687172	
Rbl1		0.5687172	
Anxa6		0.5678602	
Hebp2		0.5672198	
Mcm5		0.56699455	
Gabrp		0.56612563	
Snrpf		0.5658404	
Ahnak		0.5650019	
Rbp1		0.5645802	
Nupr1		0.5623257	
Mkrn1		0.5612997	
Ciita		0.5607244	
Rab11a		0.5600599	
Luzp1		0.5598061	
Knstrn		0.5593185	
Reep3		0.55672884	
Nlrc5		0.5549302	
Prkx		0.5533629	
H6pd		0.5510152	
Myef2		0.55056983	
Tmbim4		0.5498531	
Tmem140		0.54960835	
Psme2b		0.54892445	
Fdx1		0.54801446	
Ttc36		0.5473797	
Egln1		0.5467841	
Grk2		0.54666024	
Pnp		0.54574466	
Stk10		0.54487044	
Trib1		0.5444696	
Oser1		0.54437333	
Fzd2		0.54426414	
Grina		0.5428912	
Atp6v1g1		0.5427804	
Rasip1		0.5413151	
Sox18		0.5407028	
Nabp1		0.54037255	
Sod2		0.54035026	
Kremen1		0.53653675	
Sdcbp		0.5364284	
Mdfi		0.536334	
Stmn1		0.5357021	
Tmem71		0.53446764	
Ptpn1		0.53413385	
Rilpl2		0.5330933	
Tmem134		0.5295721	
Tank		0.5288912	
Dennd4b		0.5282224	
Xylt1		0.5250467	
Nsdhl		0.5239993	
Rcbtb2		0.5235315	
Smc4		0.5234741	
Upp1		0.5233989	
Fam102b		0.52332526	
Usp53		0.5229953	
Irak3		0.52232426	
Mtm1		0.52122456	
Atp5o		0.51865524	
Glis3		0.5183122	
Slk		0.5181703	
Sash1		0.51792634	
Mfsd12		0.5175032	
Hipk2		0.5162498	
Sord		0.5138552	
Ifnar2		0.51376873	
Atp5k		0.51334983	
Proser2		0.5129294	
Ndufb6		0.5123387	
Rhbdf2		0.5120065	
Dpp7		0.510472	
Tgfb3		0.5093386	
Fam49b		0.50877464	
Ifngr1		0.50860834	
Tpp1		0.5072188	
Ncaph		0.5070781	
Def8		0.50662106	
Enah		0.5059814	
Ppp1r2		0.50525075	
Gprc5b		0.50447255	
Anpep		0.5043854	
Arhgap17		0.5036863	
Edem1		0.503364	
Tom1		0.50332516	
Sh2d4b		0.5025748	
Gng11		0.50217456	
Rassf1		0.50212663	
Arpc4		0.5011985	
Sar1b		-0.50027615	
Car2		-0.5004264	
Heatr3		-0.500429	
Tyw5		-0.5005455	
Cxxc1		-0.5006961	
Cgn		-0.50082374	
Adprhl2		-0.50089854	
Acaa1a		-0.5013479	
Ap2m1		-0.50162095	
Bloc1s6		-0.50167215	
Vapa		-0.5018833	
Fbxw17		-0.5019184	
Smg9		-0.50236595	
4930453N24Rik		-0.50236595	
Lrig2		-0.50236595	
Zdhhc8		-0.50263524	
Sec22a		-0.50273335	
Ptcd2		-0.50301856	
Tpd52l2		-0.50306374	
Smc1a		-0.5033306	
Rp2		-0.50362647	
Kdm6b		-0.5038515	
Sgf29		-0.5040132	
Hgsnat		-0.50444925	
Bag6		-0.5048811	
Thap2		-0.5049149	
Tut7		-0.5049617	
Rrn3		-0.5050393	
Rnmt		-0.50506073	
Nap1l4		-0.5052834	
Cfap298		-0.5058298	
Entpd2		-0.5058609	
Cpsf1		-0.5060604	
Zfp91		-0.50611806	
Elac2		-0.5061615	
Acyp2		-0.50636196	
Atg2b		-0.5064703	
D6Wsu163e		-0.50657094	
Eed		-0.50660294	
Flad1		-0.5067236	
Rc3h1		-0.50685626	
Nisch		-0.5068855	
Plxnb1		-0.50711423	
Rnf167		-0.50720924	
Irak2		-0.5073146	
Pias3		-0.50746185	
Stag2		-0.50758183	
Pgp		-0.50810105	
Hibch		-0.5081516	
Aen		-0.5082155	
Trmt10b		-0.5082155	
Tmem88		-0.5082726	
Impa1		-0.50844455	
Sdad1		-0.50848585	
Dicer1		-0.50864714	
Anxa4		-0.50879663	
Azin1		-0.50910234	
Gsta4		-0.50927985	
Fbxl19		-0.50928533	
Rc3h2		-0.50928533	
Ubap2		-0.50985616	
Erg28		-0.5099493	
Mex3d		-0.5099818	
Gigyf1		-0.51005733	
Glg1		-0.51009005	
Eef1d		-0.51009464	
Zfand2b		-0.51010156	
Slc35b4		-0.51010156	
Nfia		-0.5102381	
Ttc1		-0.51024616	
Bckdk		-0.5102885	
Cbfa2t2		-0.5105296	
Fpgs		-0.51061684	
Kctd6		-0.5107173	
Ift27		-0.5111361	
Cpsf3		-0.5113682	
Atad2b		-0.51173264	
Brk1		-0.5122028	
Pcbp1		-0.5125233	
Wdr4		-0.51258296	
Tm2d2		-0.51264125	
Cdc42se2		-0.51268125	
Jrkl		-0.5128966	
Rdm1		-0.5132762	
Cln6		-0.51332337	
Fam210b		-0.5134976	
Mlst8		-0.51354486	
Nol7		-0.5138008	
Tmsb4x		-0.51396096	
Ppil2		-0.5139649	
Btf3l4		-0.5141239	
Casp3		-0.51443654	
Tpm1		-0.5144672	
Samd5		-0.51469886	
Limd2		-0.51471215	
Cpne1		-0.5148062	
Usp24		-0.51483065	
Ccser2		-0.5149975	
Ppme1		-0.5151144	
Gmpr2		-0.5151144	
Grcc10		-0.515166	
Tmem131		-0.51530915	
Fuca2		-0.5153709	
Map1lc3a		-0.5156301	
Vps37b		-0.5157649	
Tanc1		-0.5157791	
Csnk1g3		-0.51598	
Efr3a		-0.5160357	
Erbb3		-0.516074	
Gon4l		-0.516077	
Ap4b1		-0.51617175	
Polr2m		-0.5163694	
Rabgap1		-0.5164726	
Cep250		-0.5164988	
Pafah2		-0.51705223	
Cutc		-0.517119	
Cox15		-0.5171406	
Ints3		-0.51727283	
Adpgk		-0.5176976	
Swap70		-0.5176976	
Cnot7		-0.5176976	
Btbd35f2		-0.5176976	
Phc2		-0.517885	
Anapc13		-0.5179887	
2610002M06Rik		-0.51802015	
Zfp715		-0.51843476	
Mon2		-0.51858026	
Nfe2l1		-0.5186106	
Pfdn2		-0.5186165	
Utp3		-0.5186165	
Mapre3		-0.5186165	
Pabpn1		-0.51863694	
Arl2		-0.5188449	
Slc26a11		-0.5189171	
0610030E20Rik		-0.5189874	
Eapp		-0.51915556	
Kdm4b		-0.51937413	
Prpf6		-0.51941377	
Vasn		-0.51960266	
Cog5		-0.5197608	
Mtfr1l		-0.5198417	
Imp3		-0.51988405	
Dalrd3		-0.520021	
Vapb		-0.5200242	
Tnks		-0.52015275	
Mier1		-0.52031636	
Itgb5		-0.52047426	
Gpbp1		-0.52074444	
Gstp2		-0.52097976	
F2r		-0.52127963	
Mri1		-0.5213582	
Prorp		-0.5214806	
Wiz		-0.52156365	
Abcb10		-0.5216229	
Tmem176a		-0.5217587	
Smarca4		-0.52210045	
Tmem176b		-0.5221733	
Tmem11		-0.52219135	
Topors		-0.5223179	
Sirt7		-0.52234995	
Slc35a5		-0.5224307	
Sdhaf1		-0.52248263	
Ckap5		-0.52248263	
Sdhaf4		-0.5226231	
Epg5		-0.52274436	
Slu7		-0.52280945	
Ndst2		-0.52289796	
Rnf115		-0.5232786	
Alg1		-0.5235657	
Zbtb41		-0.52357966	
Zbtb45		-0.52360624	
Mllt1		-0.5236311	
Pacs1		-0.5237351	
Fam3a		-0.5242149	
Nat10		-0.52439225	
Zfp317		-0.52439225	
Hsph1		-0.52439225	
Hnrnpc		-0.525112	
Tmem135		-0.52513415	
Akt2		-0.52513415	
Supt16		-0.525505	
Ruvbl2		-0.5257349	
Ak3		-0.5258478	
Hars2		-0.5261855	
Nsun2		-0.5263118	
Zdhhc12		-0.5270418	
Ilf3		-0.5271428	
Klc2		-0.5273947	
Auh		-0.5275526	
App		-0.52760327	
Gas2l1		-0.52785957	
Pias2		-0.5280035	
Zfp414		-0.52814436	
Extl3		-0.52814436	
Abca2		-0.5283195	
Ddx56		-0.5284133	
Adgra2		-0.5285117	
Cc2d2a		-0.5286796	
Bcor		-0.52874863	
Mapk3		-0.5288306	
Ttc17		-0.5289023	
Akt1		-0.5289273	
Rnf130		-0.5290458	
Dcaf5		-0.5290536	
Fbxo22		-0.52946323	
Mak16		-0.5295147	
1110038F14Rik		-0.5296755	
Zfp280c		-0.52984667	
Ltbp1		-0.52984667	
Gtpbp6		-0.52984667	
Erbin		-0.5298966	
Prkaca		-0.52997327	
Sema4b		-0.5301059	
Pex19		-0.5301542	
Cox18		-0.5302247	
Acer3		-0.5302247	
Unc50		-0.5303626	
Cstf2		-0.53054446	
Crebl2		-0.530659	
Dhx32		-0.5307669	
Decr2		-0.5308488	
Itgb1		-0.5308902	
Irf2bpl		-0.5312459	
Stat3		-0.53136826	
Arl2bp		-0.5316847	
Rpp30		-0.5317556	
Med22		-0.53185767	
Cnpy4		-0.53188676	
Selenbp1		-0.5320054	
Mphosph8		-0.5320054	
Ctif		-0.5320054	
Setd1b		-0.53234434	
Timm44		-0.53234434	
Ubfd1		-0.53253263	
Socs7		-0.53258574	
Dyrk1a		-0.5326598	
Smim4		-0.5327443	
Eif2d		-0.53279114	
Mindy4		-0.5328209	
Hnrnpk		-0.53283054	
Srsf1		-0.5333876	
Esf1		-0.5336755	
Klc3		-0.5338979	
Plekhh1		-0.5341954	
Sfxn3		-0.5343763	
Rsrc2		-0.5343763	
Dcp2		-0.5343763	
Rfxap		-0.5343763	
Ybey		-0.5343763	
Sccpdh		-0.53467065	
Ptdss2		-0.5348891	
Crebzf		-0.5350671	
Nudt16l1		-0.53521925	
Ppp1r16a		-0.5355328	
Abl1		-0.5357653	
Tle5		-0.53588164	
Apopt1		-0.5359371	
Washc4		-0.53653765	
Tefm		-0.53680104	
Ppp1r10		-0.5370271	
Ccdc61		-0.53711575	
Elp3		-0.53748226	
Crcp		-0.5377533	
Rufy1		-0.5378429	
Acvr1		-0.53819805	
Uggt1		-0.53819805	
Supt20		-0.5383282	
Ndufv2		-0.53855956	
Smg5		-0.5386342	
Dapk3		-0.5389848	
Repin1		-0.5390619	
Cep164		-0.5391065	
Adamts15		-0.5397445	
Shfl		-0.5400739	
Mms19		-0.5402172	
Prmt3		-0.5405119	
Clcc1		-0.5405363	
Tapt1		-0.5406302	
Socs2		-0.5406416	
Rpia		-0.54074025	
Naa25		-0.5409073	
Cbx1		-0.5409942	
Mov10		-0.5412627	
Foxk1		-0.54146576	
Fbxl4		-0.54146576	
Il4ra		-0.5415971	
Camk1		-0.5421807	
Rab1b		-0.5424364	
Rhot1		-0.54277074	
Hsd11b1		-0.5432085	
Zswim8		-0.543266	
Aldh16a1		-0.5433932	
Usf3		-0.543973	
Ap4m1		-0.5442918	
Fbxw5		-0.54449344	
Hars		-0.54493964	
Ncstn		-0.54500854	
Rsl1d1		-0.54531807	
Calcrl		-0.54556626	
P4hb		-0.5457635	
Etaa1		-0.5460345	
Atp11c		-0.54640085	
Agtpbp1		-0.54654866	
Sephs1		-0.54676	
Cyp4f17		-0.54732907	
Exoc7		-0.5475469	
Gnl2		-0.5478288	
Dgcr8		-0.5478806	
Srek1ip1		-0.54795283	
Hdlbp		-0.5479676	
Timp3		-0.5480009	
Edem3		-0.5481295	
Timmdc1		-0.5484155	
Tor1b		-0.5484906	
Xrcc6		-0.5489344	
Cby1		-0.5492241	
Rxrb		-0.5492543	
Ecpas		-0.5492719	
Slc7a7		-0.54948324	
Impad1		-0.5495152	
Arl6ip6		-0.54973334	
Rufy2		-0.549789	
Hspbap1		-0.54992735	
Nop14		-0.55011904	
Pnn		-0.55015534	
Gtf3c2		-0.5504301	
Clcn5		-0.55086446	
Nup205		-0.55086446	
Tial1		-0.55114955	
Nipal3		-0.5511533	
Oma1		-0.5514605	
Ctso		-0.5516839	
Suclg2		-0.55172706	
Clpx		-0.55175036	
Ecsit		-0.55175036	
Plaat3		-0.55187297	
Tmem200b		-0.55187297	
Dtymk		-0.5519321	
Cul5		-0.552035	
1700094D03Rik		-0.552259	
Sgms2		-0.5524399	
Mblac2		-0.5525891	
Twnk		-0.5525891	
Scmh1		-0.5526976	
Vps35l		-0.5529123	
Spen		-0.552992	
Ppm1h		-0.5536405	
Ahdc1		-0.5537128	
Cmip		-0.5537128	
Mgst1		-0.55385184	
Ythdf3		-0.5538694	
Cuedc1		-0.55413955	
Phax		-0.5547937	
Ddx41		-0.5550315	
Dmwd		-0.5564621	
Nol11		-0.5565066	
Denr		-0.5567297	
Sergef		-0.5568137	
Ensa		-0.5568137	
Wapl		-0.5573241	
Glt8d1		-0.55748993	
Nectin2		-0.55757684	
Mid2		-0.5575993	
Rbm28		-0.5576684	
Pptc7		-0.557716	
Vezf1		-0.5578353	
Pank3		-0.55788916	
Lmf2		-0.55807537	
Acad11		-0.55824935	
Dcaf8		-0.5584696	
Tnrc18		-0.5585492	
Cul3		-0.5590384	
Metap1		-0.559251	
Gpsm1		-0.5594392	
Mcrs1		-0.5594392	
Lrrc14		-0.5595373	
Ambra1		-0.55977917	
Acp6		-0.55982697	
Nipsnap3b		-0.56001616	
Tmem205		-0.56005365	
Hdac1		-0.56007123	
Nxn		-0.5600881	
Epc2		-0.5601199	
Tmem102		-0.5601634	
Ogfr		-0.5602023	
Polr3a		-0.5607238	
Chpt1		-0.5612034	
Sart3		-0.5612596	
Med11		-0.5613812	
Bin1		-0.56142646	
Srek1		-0.56148154	
4932438A13Rik		-0.5615207	
Nat9		-0.56181437	
Tdrd3		-0.56184167	
Cntrl		-0.5619123	
Gabpb1		-0.56214714	
Jam2		-0.56214714	
Vps41		-0.5624021	
Slit3		-0.56252736	
Hira		-0.5628218	
Ccni		-0.56301355	
Phf20		-0.5630727	
Usb1		-0.563108	
Cep350		-0.56324816	
Tcof1		-0.56324816	
Pls1		-0.56327057	
Polr2h		-0.56332517	
Clcn3		-0.5633471	
Uprt		-0.5636571	
Exosc3		-0.5637331	
Nek9		-0.564033	
Idua		-0.5641771	
Zfp865		-0.56424016	
Thoc3		-0.564396	
Ubqln4		-0.5645783	
Sort1		-0.56461	
Rnf166		-0.5646359	
Angel2		-0.5647896	
Acvr2a		-0.56484866	
Uvssa		-0.56494635	
Wdr41		-0.5651386	
Herc3		-0.5651386	
Psmg2		-0.5654195	
Supt3		-0.5655112	
Cltc		-0.56586885	
Rpp21		-0.5666854	
Dctn6		-0.56703657	
Yeats4		-0.5675432	
Epb41l4a		-0.56768906	
Ube2e3		-0.56780547	
5-Mar		-0.56801915	
Xpa		-0.5682577	
Mecp2		-0.56887686	
Atxn7l1		-0.5689068	
Fam98a		-0.56914175	
Gaa		-0.56940633	
Rmdn3		-0.56940633	
Rbm34		-0.5695894	
Ndufs4		-0.56963843	
Brix1		-0.56969684	
Dtd1		-0.57011056	
Pacsin3		-0.57046187	
Sdccag8		-0.57059354	
Impdh1		-0.570795	
Abhd6		-0.57086664	
Htatsf1		-0.5709551	
Carm1		-0.57121307	
Tppp3		-0.57128483	
Wdr6		-0.57133806	
Pcx		-0.57141626	
Pskh1		-0.571495	
Pxmp4		-0.57189405	
Bcap31		-0.5719101	
Iqsec2		-0.57192606	
Nat2		-0.5720001	
Xrcc1		-0.5723148	
Creb1		-0.57255954	
Myo10		-0.57267785	
Serinc1		-0.57278717	
Hook1		-0.57281893	
Scaf4		-0.572837	
Phactr2		-0.57303584	
Anapc16		-0.57304883	
Wdr92		-0.57306606	
Mau2		-0.57310617	
Trappc5		-0.57330185	
Rnf11		-0.57335097	
Cops2		-0.57337046	
Lamb1		-0.57363576	
Zwint		-0.57363576	
Pds5a		-0.5739481	
Cav2		-0.5740147	
Aak1		-0.57409674	
Fndc3a		-0.5748981	
Ypel3		-0.57496434	
Mnat1		-0.5750183	
Dnajc18		-0.5750183	
Hsp90aa1		-0.57512623	
Tmf1		-0.57513505	
Inpp5a		-0.5752236	
Brcc3		-0.5752486	
Nt5c3b		-0.5752486	
Birc6		-0.5753317	
Epsti1		-0.5754664	
Trmt13		-0.5754664	
Pak1ip1		-0.57562786	
L2hgdh		-0.57577187	
Arhgef1		-0.57593715	
Mt1		-0.5760812	
Sf3b5		-0.57614386	
Zdhhc6		-0.57639956	
Trip4		-0.5767873	
Ldah		-0.57690704	
Klf3		-0.5773312	
Dpy30		-0.5773853	
Vps36		-0.5775324	
Agps		-0.57824445	
Btbd7		-0.5782591	
Cebpd		-0.57832396	
Pik3r1		-0.578442	
Sra1		-0.5785324	
Trip11		-0.57868034	
Kctd17		-0.5789075	
Hagh		-0.5789075	
Cep70		-0.57897294	
Cyb5r3		-0.57927287	
Ppil4		-0.57938147	
Tomm34		-0.579399	
Usp34		-0.5794077	
Trp53rka		-0.5799269	
Dhx37		-0.58021307	
Rbbp5		-0.58027714	
Cdk11b		-0.5804263	
Slc35e1		-0.5808386	
Bcl7b		-0.58102995	
Pebp1		-0.5810647	
Slmap		-0.5812738	
Fam210a		-0.5813738	
Usp47		-0.58143514	
Golph3		-0.5815571	
Dele1		-0.5815571	
Crim1		-0.58181304	
Ugdh		-0.5832859	
Sugt1		-0.5832859	
Ciao3		-0.5832859	
Lsm7		-0.5832859	
Cbr4		-0.5832859	
Rtf1		-0.5832859	
Gosr2		-0.5832859	
Chchd5		-0.5832859	
Pde6d		-0.5832859	
Tgfbrap1		-0.5832859	
Cpsf7		-0.5832859	
Dhps		-0.5832859	
Taf10		-0.5832859	
Ilf2		-0.5832859	
Mib2		-0.5832859	
Lmbr1		-0.5832859	
Cnot11		-0.5832859	
Usp8		-0.5832859	
Rbm26		-0.5832859	
Orai3		-0.5832859	
Birc2		-0.5832859	
Sufu		-0.5832859	
Bgn		-0.5835893	
Sftpd		-0.5836428	
Man2b2		-0.58419013	
Dennd1b		-0.5850336	
Pus10		-0.5852211	
Foxj2		-0.58533084	
Csnk1g1		-0.5861399	
Pfkfb2		-0.5863852	
Nemf		-0.5865243	
Ddx10		-0.5873441	
Dnttip2		-0.5874616	
Wfdc2		-0.5874937	
Tmem164		-0.587764	
Wdr24		-0.58800834	
Mvb12a		-0.58806044	
Plagl2		-0.5884292	
Nr1d2		-0.58863914	
Prcc		-0.58864415	
Mcat		-0.58877146	
4833439L19Rik		-0.5888241	
Hmox2		-0.5889325	
Luc7l		-0.58896023	
Heyl		-0.58904517	
Vps72		-0.5891032	
Slc38a2		-0.58919257	
Trim28		-0.58924335	
Zranb1		-0.5895449	
Zgpat		-0.58963674	
Rnf20		-0.5897919	
Fgfr1		-0.59009916	
Emc10		-0.59012604	
Clk1		-0.5904221	
Tcf7l1		-0.5904814	
Gemin7		-0.59095985	
Myo1d		-0.59097445	
Amfr		-0.59158164	
Lrrc20		-0.5916252	
Eid1		-0.5916386	
Srprb		-0.5917166	
Nme7		-0.5918734	
Scaf8		-0.59200317	
Shoc2		-0.59200317	
Msh3		-0.59200317	
Pacsin2		-0.59256375	
Ldlrad4		-0.59256375	
Brpf3		-0.59306693	
Dcun1d1		-0.5930752	
Ciz1		-0.5932014	
Suclg1		-0.5933454	
Brf2		-0.5933747	
Ltbp2		-0.59355426	
Ube3b		-0.5936067	
Nudc		-0.59382707	
Eif4ebp2		-0.59393317	
Rgmb		-0.59393317	
Cep44		-0.5943411	
Mapk1ip1l		-0.5944973	
Gtpbp10		-0.5947816	
Stambpl1		-0.5949363	
Fadd		-0.59517634	
Naprt		-0.5955122	
Actr8		-0.5959135	
Camta2		-0.5963421	
Cops6		-0.5964613	
Rab43		-0.5964747	
Asrgl1		-0.59696084	
Rusc1		-0.5971248	
Cd34		-0.5972928	
Slc10a7		-0.59740704	
Inpp5f		-0.59740704	
Insig2		-0.59752315	
Mxra8		-0.5976738	
Patz1		-0.597713	
Tpt1		-0.59774023	
Nup214		-0.59800744	
Aar2		-0.59800744	
Aprt		-0.5980545	
Diaph2		-0.5982946	
Fem1a		-0.5982946	
Hdac6		-0.59839284	
Mboat1		-0.5986611	
Pbx2		-0.59931606	
Plin3		-0.5994006	
Ikbkb		-0.5994056	
Traf3ip2		-0.59945077	
Uevld		-0.5999433	
Ddx17		-0.6000292	
Kmt2b		-0.60035944	
Tram1		-0.6005827	
Setdb1		-0.6009879	
Micos13		-0.6010015	
BC031181		-0.6013096	
Rad21		-0.60141253	
Stag1		-0.6015316	
1810030O07Rik		-0.6023247	
Pgrmc2		-0.60245246	
Tmem161a		-0.6027633	
Tlk1		-0.6028261	
Wwox		-0.60288143	
Zfp369		-0.60304916	
Fuca1		-0.6030925	
Wdr11		-0.6032774	
Sel1l		-0.6032774	
Zfp362		-0.6033237	
Tbc1d22b		-0.6034895	
Lima1		-0.6036666	
Apeh		-0.60375005	
Exoc2		-0.6039126	
Ift52		-0.6039595	
Rtl8b		-0.6041194	
Madd		-0.6043239	
Cic		-0.6043475	
Mlh1		-0.6045024	
Dhx36		-0.60461444	
Tti2		-0.60489976	
Ptbp2		-0.6053122	
Map1s		-0.6053122	
Tmed5		-0.6054662	
Pkp4		-0.6057894	
Eif3f		-0.60579205	
C330018D20Rik		-0.606006	
Cluh		-0.6063934	
Snx17		-0.6065323	
Psip1		-0.60680866	
Spink4		-0.6071327	
Calm1		-0.6073465	
Hmbox1		-0.60746574	
Arhgef10		-0.60753345	
Tmem183a		-0.60780823	
Adgrv1		-0.6083769	
Tmem119		-0.6083769	
Ptrh2		-0.60862875	
Acaa2		-0.6092212	
Osbpl5		-0.6092811	
Mturn		-0.6092811	
Hmgcll1		-0.6092811	
Snx10		-0.6100424	
Pdlim4		-0.6101901	
Tbc1d13		-0.6108323	
Tsc22d3		-0.6110633	
Ctnnbl1		-0.6114264	
Dnttip1		-0.6114828	
Nr2c2ap		-0.6115058	
Cmas		-0.61157024	
Poc1b		-0.6118551	
Eif1		-0.6120293	
Samd1		-0.61243224	
Rbm33		-0.6127297	
Msto1		-0.6129024	
Tmem175		-0.61292213	
Cask		-0.61295676	
Srsf2		-0.6130217	
Snd1		-0.613261	
Slc39a7		-0.6132638	
Txnl4a		-0.6133432	
Zzz3		-0.6133432	
Crebbp		-0.6138108	
Coa3		-0.61387426	
Upf2		-0.61395764	
Lrrc41		-0.6143128	
Bfsp1		-0.6145651	
Ripor1		-0.61499476	
Serpinb9		-0.61534715	
Zfyve1		-0.61555475	
Gpatch3		-0.61589056	
Ecd		-0.61589056	
Eef1akmt1		-0.61597455	
Rnf214		-0.61620057	
Gga1		-0.6163231	
Maf1		-0.61635774	
Esrp2		-0.6164156	
Sap18		-0.6165165	
Ado		-0.6167539	
Ddx3y		-0.61683846	
Med24		-0.61683846	
AW209491		-0.61683846	
Ankrd54		-0.61696905	
Emg1		-0.6171195	
Ccdc9		-0.61724836	
Spred2		-0.6175016	
Zfp358		-0.6175016	
Vdac3		-0.6175016	
Orc5		-0.61763746	
Itgb3bp		-0.61763746	
Ccdc112		-0.6176959	
Zcchc4		-0.6176959	
Epb41l5		-0.61775947	
Nfrkb		-0.61784315	
Rnf19a		-0.61842775	
Frk		-0.61890984	
Mff		-0.61890984	
Man2c1		-0.6190017	
Slc30a5		-0.6191559	
Atrx		-0.61931425	
Sh3pxd2b		-0.61944556	
Fam43a		-0.61959964	
Ppp2r5b		-0.6196583	
Shroom2		-0.61969155	
Rnf34		-0.61995465	
Ubald2		-0.62009543	
Plbd2		-0.62026733	
Zfp740		-0.62038755	
Ptpn9		-0.620533	
Rbm45		-0.6205532	
Mthfr		-0.6207606	
Utp6		-0.6212538	
Polr1b		-0.6212538	
Phrf1		-0.62161404	
Rab12		-0.62165236	
Foxf2		-0.6216748	
Tmem54		-0.621784	
F3		-0.6221935	
Dnaja1		-0.6222143	
1700109H08Rik		-0.62235546	
Nudcd1		-0.62254536	
Gtf2i		-0.6228918	
Eml2		-0.62297624	
Fech		-0.6229956	
Dlg1		-0.6232388	
Zfp654		-0.62341404	
Sf3a3		-0.6235082	
Pnrc1		-0.62365055	
Pigx		-0.6239279	
Por		-0.6239916	
Clec2f		-0.6244106	
Pdia4		-0.62446123	
Slc7a1		-0.62448055	
Rbm5		-0.62474555	
Cyb5a		-0.62502044	
Ttc23		-0.6252412	
Bphl		-0.62535	
Smad5		-0.62546104	
Rad23a		-0.62593025	
Tec		-0.6266423	
Cwc27		-0.6266423	
Qdpr		-0.62680125	
Rapgef6		-0.6270073	
Ints10		-0.6270073	
Adam10		-0.6270334	
Mta2		-0.62717354	
Tbk1		-0.6272153	
Chd8		-0.62755334	
Fam160b2		-0.62756646	
Rnf216		-0.62773955	
Rad54l2		-0.62775606	
Polr1c		-0.6288921	
Kat8		-0.6289286	
Sos1		-0.62898594	
Mpst		-0.6290896	
Anxa7		-0.62934095	
Slc7a6os		-0.62947786	
Srcap		-0.62964153	
Wdr59		-0.6298969	
Zhx1		-0.63002396	
Adgrf5		-0.6302336	
Urm1		-0.6303257	
Mgrn1		-0.6304306	
Inpp5k		-0.63059163	
Plrg1		-0.63059163	
2300009A05Rik		-0.63059163	
Ttc33		-0.6308022	
Myo5c		-0.6309313	
Brd9		-0.6310523	
Abcb7		-0.631247	
Tmem203		-0.63142246	
Aqr		-0.6318838	
Cmtr1		-0.6320185	
Prkag1		-0.63247347	
Ccar2		-0.63303894	
Commd5		-0.6333266	
Igip		-0.6333266	
Mul1		-0.6334029	
Rock1		-0.63349736	
Tmem63b		-0.6337757	
Khnyn		-0.6339779	
Snrnp27		-0.63422287	
Pak1		-0.6342839	
Rp9		-0.63430995	
Dtx2		-0.63430995	
Camk2d		-0.63454694	
Marveld1		-0.6348162	
Rbbp6		-0.6350596	
Esrp1		-0.6355948	
Wwc2		-0.63585955	
Strn4		-0.63592225	
Tmem223		-0.6359733	
Ncor1		-0.6360812	
Mesd		-0.6362062	
Nelfcd		-0.6365026	
Ppp1r35		-0.6367835	
Ctcf		-0.6369461	
Gm45871		-0.6369965	
Fam222b		-0.6370572	
Sbds		-0.63722473	
Erc1		-0.63732576	
Cracr2b		-0.637478	
Zfand3		-0.6377337	
Enpp1		-0.63788635	
Arhgap32		-0.63792115	
Wac		-0.6379766	
Pfn2		-0.6380784	
Snx12		-0.6383273	
Rnf8		-0.6383273	
Kcnn4		-0.6383273	
Csnk1g2		-0.6386884	
Nemp1		-0.6390285	
Per1		-0.63908774	
Fam122a		-0.63908774	
Mtf2		-0.63908774	
Thra		-0.6391624	
Fblim1		-0.63943475	
Itpk1		-0.6395019	
Pdgfb		-0.6396065	
Arl14		-0.63986945	
Ppp2r3c		-0.63986945	
Uvrag		-0.63986945	
Acadl		-0.6406284	
Slc25a38		-0.6406734	
H2-Ke6		-0.64083695	
Akap11		-0.64106226	
Vps13c		-0.64113	
Apex2		-0.6412059	
R3hdm2		-0.6412915	
Mdm4		-0.64150053	
Snx15		-0.64157575	
Hltf		-0.64178157	
Pmm2		-0.64183813	
Pdgfra		-0.6419618	
R3hcc1l		-0.6420297	
Slc25a40		-0.6421796	
Nbr1		-0.6423335	
Ilrun		-0.64246386	
Naaa		-0.6427869	
Gbf1		-0.6430853	
Tfg		-0.64315736	
Ap1b1		-0.64319885	
Hsd3b7		-0.6435639	
Ctu2		-0.6440776	
Fastkd2		-0.6442149	
Ergic1		-0.64425397	
Sec24b		-0.64478344	
Ap5b1		-0.6448055	
Gpd2		-0.64481527	
Hps5		-0.64490503	
Tek		-0.6452728	
Gle1		-0.6453239	
Bsdc1		-0.64545834	
Gpatch8		-0.6456647	
Pon2		-0.6457469	
Vkorc1		-0.6458882	
Npepl1		-0.64602166	
Brat1		-0.64602166	
Vwa5a		-0.64613014	
Mettl2		-0.6464797	
Cops3		-0.6470115	
Tsr1		-0.6470115	
Gne		-0.64711756	
Polr2k		-0.6479389	
Atxn2l		-0.6480856	
Lrsam1		-0.64821255	
Aph1a		-0.64838094	
Zfp777		-0.6486043	
Zfp62		-0.6486884	
Rdh14		-0.6488396	
Tm7sf3		-0.6493505	
Atn1		-0.64983714	
Traf4		-0.6498535	
Dcaf17		-0.64992315	
Il6st		-0.6499391	
Pros1		-0.6504001	
Nckap1		-0.65059584	
Rnf38		-0.65080994	
Mtfr1		-0.6508336	
Golga3		-0.6511286	
Ankle2		-0.6517478	
Grhpr		-0.6519423	
