NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ZHANG_UTERUS_C1_PROLIFERATIVE_STROMAL1_MGP_HIGH_CELL	ZHANG_UTERUS_C1_PROLIFERATIVE_STROMAL1_MGP_HIGH_CELL		102	0.37245864	2.6184647	0.0	0.0	0.0	879	tags=61%, list=29%, signal=83%	
TABULA_MURIS_SENIS_LUNG_NON_CLASSICAL_MONOCYTE_AGEING	TABULA_MURIS_SENIS_LUNG_NON_CLASSICAL_MONOCYTE_AGEING		18	0.6408603	2.6031797	0.0	0.0	0.0	656	tags=78%, list=22%, signal=99%	
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_CORTEX_ARTERY_CELL_AGEING	TABULA_MURIS_SENIS_KIDNEY_KIDNEY_CORTEX_ARTERY_CELL_AGEING		18	0.60507435	2.5919757	0.0	0.0	0.0	818	tags=83%, list=27%, signal=113%	
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MACROPHAGE_AGEING	TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MACROPHAGE_AGEING		24	0.5688892	2.5826013	0.0	0.0	0.0	612	tags=67%, list=20%, signal=83%	
TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_B_CELL_AGEING	TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_B_CELL_AGEING		47	0.45033312	2.5793571	0.0	0.0	0.0	617	tags=53%, list=20%, signal=66%	
TABULA_MURIS_SENIS_LIMB_MUSCLE_ENDOTHELIAL_CELL_AGEING	TABULA_MURIS_SENIS_LIMB_MUSCLE_ENDOTHELIAL_CELL_AGEING		44	0.44473988	2.541903	0.0	0.0	0.0	961	tags=75%, list=32%, signal=108%	
TABULA_MURIS_SENIS_MAMMARY_GLAND_ENDOTHELIAL_CELL_AGEING	TABULA_MURIS_SENIS_MAMMARY_GLAND_ENDOTHELIAL_CELL_AGEING		123	0.3384205	2.50095	0.0	0.0	0.0	974	tags=59%, list=32%, signal=83%	
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING	TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING		25	0.51950073	2.4824922	0.0	0.0	0.0	460	tags=52%, list=15%, signal=61%	
TABULA_MURIS_SENIS_MARROW_GRANULOCYTE_AGEING	TABULA_MURIS_SENIS_MARROW_GRANULOCYTE_AGEING		27	0.49780825	2.4822617	0.0	0.0	0.0	818	tags=74%, list=27%, signal=100%	
TABULA_MURIS_SENIS_LIMB_MUSCLE_MACROPHAGE_AGEING	TABULA_MURIS_SENIS_LIMB_MUSCLE_MACROPHAGE_AGEING		39	0.46145794	2.4778938	0.0	0.0	0.0	554	tags=56%, list=18%, signal=68%	
TABULA_MURIS_SENIS_BRAIN_MYELOID_MACROPHAGE_AGEING	TABULA_MURIS_SENIS_BRAIN_MYELOID_MACROPHAGE_AGEING		16	0.6073122	2.4310198	0.0	0.0	0.0	973	tags=94%, list=32%, signal=137%	
TABULA_MURIS_SENIS_SPLEEN_T_CELL_AGEING	TABULA_MURIS_SENIS_SPLEEN_T_CELL_AGEING		60	0.398887	2.4169667	0.0	9.264706E-5	0.001	965	tags=67%, list=32%, signal=96%	
TABULA_MURIS_SENIS_LUNG_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING	TABULA_MURIS_SENIS_LUNG_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING		40	0.4348145	2.406321	0.0	1.7344604E-4	0.002	880	tags=68%, list=29%, signal=94%	
TABULA_MURIS_SENIS_LUNG_FIBROBLAST_OF_LUNG_AGEING	TABULA_MURIS_SENIS_LUNG_FIBROBLAST_OF_LUNG_AGEING		73	0.3744191	2.3949869	0.0	1.6931636E-4	0.002	1087	tags=67%, list=36%, signal=102%	
TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_T_CELL_AGEING	TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_T_CELL_AGEING		31	0.47543105	2.3943205	0.0	1.6537878E-4	0.002	574	tags=55%, list=19%, signal=67%	
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_B_CELL_AGEING	TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_B_CELL_AGEING		32	0.45229718	2.3499157	0.0	1.6162018E-4	0.002	567	tags=56%, list=19%, signal=68%	
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_ENDOTHELIAL_CELL_AGEING	TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_ENDOTHELIAL_CELL_AGEING		22	0.5327179	2.3316448	0.0	1.5802862E-4	0.002	1070	tags=86%, list=35%, signal=132%	
TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING		90	0.34730306	2.3165553	0.0	1.545932E-4	0.002	1076	tags=69%, list=35%, signal=103%	
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING		182	0.29594064	2.296652	0.0	2.2185271E-4	0.003	1084	tags=62%, list=36%, signal=91%	
TABULA_MURIS_SENIS_MARROW_NAIVE_B_CELL_AGEING	TABULA_MURIS_SENIS_MARROW_NAIVE_B_CELL_AGEING		56	0.37959933	2.2964	0.0	2.1723077E-4	0.003	857	tags=57%, list=28%, signal=78%	
TABULA_MURIS_SENIS_MAMMARY_GLAND_STROMAL_CELL_AGEING	TABULA_MURIS_SENIS_MAMMARY_GLAND_STROMAL_CELL_AGEING		95	0.33192068	2.294365	0.0	2.1279749E-4	0.003	879	tags=57%, list=29%, signal=77%	
TABULA_MURIS_SENIS_MARROW_NK_CELL_AGEING	TABULA_MURIS_SENIS_MARROW_NK_CELL_AGEING		91	0.3316468	2.2832267	0.0	2.0854155E-4	0.003	732	tags=44%, list=24%, signal=56%	
TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_MYELOID_CELL_AGEING	TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_MYELOID_CELL_AGEING		71	0.35091367	2.2539895	0.0	2.7307996E-4	0.004	1004	tags=66%, list=33%, signal=97%	
TABULA_MURIS_SENIS_HEART_AND_AORTA_ENDOTHELIAL_CELL_OF_CORONARY_ARTERY_AGEING	TABULA_MURIS_SENIS_HEART_AND_AORTA_ENDOTHELIAL_CELL_OF_CORONARY_ARTERY_AGEING		77	0.34572446	2.2345617	0.0	3.863092E-4	0.006	926	tags=61%, list=30%, signal=86%	
TABULA_MURIS_SENIS_HEART_VALVE_CELL_AGEING	TABULA_MURIS_SENIS_HEART_VALVE_CELL_AGEING		34	0.41624153	2.2298045	0.0	4.3997823E-4	0.007	992	tags=71%, list=33%, signal=104%	
ZHANG_UTERUS_C2_SECRETORY_STROMAL3_RAMP3_HIGH_CELL	ZHANG_UTERUS_C2_SECRETORY_STROMAL3_RAMP3_HIGH_CELL		70	0.34764755	2.229072	0.0	4.318305E-4	0.007	743	tags=50%, list=24%, signal=65%	
TABULA_MURIS_SENIS_MARROW_GRANULOCYTOPOIETIC_CELL_AGEING	TABULA_MURIS_SENIS_MARROW_GRANULOCYTOPOIETIC_CELL_AGEING		39	0.40608323	2.2201877	0.0	5.2695425E-4	0.009	726	tags=67%, list=24%, signal=86%	
ZHANG_UTERUS_C0_SECRETORY_STROMAL3_NPPC_HIGH_CELL	ZHANG_UTERUS_C0_SECRETORY_STROMAL3_NPPC_HIGH_CELL		102	0.31248105	2.1927874	0.0	7.7181845E-4	0.014	743	tags=45%, list=24%, signal=58%	
TABULA_MURIS_SENIS_MARROW_HEMATOPOIETIC_PRECURSOR_CELL_AGEING	TABULA_MURIS_SENIS_MARROW_HEMATOPOIETIC_PRECURSOR_CELL_AGEING		39	0.4024448	2.1664517	0.0	9.148895E-4	0.016	908	tags=77%, list=30%, signal=108%	
TABULA_MURIS_SENIS_MARROW_GRANULOCYTE_MONOCYTE_PROGENITOR_CELL_AGEING	TABULA_MURIS_SENIS_MARROW_GRANULOCYTE_MONOCYTE_PROGENITOR_CELL_AGEING		34	0.4111886	2.163563	0.0	8.991156E-4	0.016	503	tags=44%, list=17%, signal=52%	
TABULA_MURIS_SENIS_LIVER_MATURE_NK_T_CELL_AGEING	TABULA_MURIS_SENIS_LIVER_MATURE_NK_T_CELL_AGEING		27	0.4508197	2.1356356	0.0	0.0010940739	0.02	902	tags=63%, list=30%, signal=89%	
ZHANG_UTERUS_C14_ENDOTHELIAL_MMRN1_HIGH_CELL	ZHANG_UTERUS_C14_ENDOTHELIAL_MMRN1_HIGH_CELL		17	0.5152069	2.1078832	0.002610966	0.0014068387	0.026	970	tags=82%, list=32%, signal=120%	
TABULA_MURIS_SENIS_KIDNEY_FENESTRATED_CELL_AGEING	TABULA_MURIS_SENIS_KIDNEY_FENESTRATED_CELL_AGEING		27	0.4306459	2.1051908	0.0	0.0013837757	0.026	503	tags=52%, list=17%, signal=62%	
TABULA_MURIS_SENIS_HEART_AND_AORTA_LEUKOCYTE_AGEING	TABULA_MURIS_SENIS_HEART_AND_AORTA_LEUKOCYTE_AGEING		40	0.39250973	2.1009796	0.0	0.0014037953	0.027	870	tags=60%, list=29%, signal=83%	
TABULA_MURIS_SENIS_LIMB_MUSCLE_SMOOTH_MUSCLE_CELL_AGEING	TABULA_MURIS_SENIS_LIMB_MUSCLE_SMOOTH_MUSCLE_CELL_AGEING		22	0.46563622	2.0998642	0.0	0.001424066	0.028	1079	tags=82%, list=35%, signal=126%	
TABULA_MURIS_SENIS_LUNG_ADVENTITIAL_CELL_AGEING	TABULA_MURIS_SENIS_LUNG_ADVENTITIAL_CELL_AGEING		54	0.3593404	2.0513575	0.0	0.0023681659	0.047	1087	tags=67%, list=36%, signal=102%	
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING		166	0.2611365	2.045785	0.0	0.0024747157	0.049	1091	tags=57%, list=36%, signal=84%	
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MYELOID_CELL_AGEING	TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MYELOID_CELL_AGEING		87	0.30113938	2.0419517	0.0	0.0024826746	0.05	1003	tags=64%, list=33%, signal=93%	
TABULA_MURIS_SENIS_THYMUS_DN4_THYMOCYTE_AGEING	TABULA_MURIS_SENIS_THYMUS_DN4_THYMOCYTE_AGEING		46	0.35070446	2.024086	0.0	0.0028182594	0.058	973	tags=65%, list=32%, signal=94%	
TABULA_MURIS_SENIS_LUNG_CLASSICAL_MONOCYTE_AGEING	TABULA_MURIS_SENIS_LUNG_CLASSICAL_MONOCYTE_AGEING		57	0.33263758	2.0196285	0.0	0.0029219785	0.061	574	tags=37%, list=19%, signal=45%	
ZHANG_UTERUS_C4_MYOFIBROBLAST	ZHANG_UTERUS_C4_MYOFIBROBLAST		106	0.29355294	2.0185127	0.0	0.0028796312	0.061	859	tags=50%, list=28%, signal=67%	
ZHANG_UTERUS_C3_PROLIFERATIVE_STROMAL1_STROCXCL14_HIGH_CELL	ZHANG_UTERUS_C3_PROLIFERATIVE_STROMAL1_STROCXCL14_HIGH_CELL		27	0.4213256	2.010257	0.0	0.0031521616	0.066	860	tags=74%, list=28%, signal=102%	
TABULA_MURIS_SENIS_KIDNEY_KIDNEY_PROXIMAL_CONVOLUTED_TUBULE_EPITHELIAL_CELL_AGEING	TABULA_MURIS_SENIS_KIDNEY_KIDNEY_PROXIMAL_CONVOLUTED_TUBULE_EPITHELIAL_CELL_AGEING		41	0.3592873	1.9852971	0.0034602077	0.0036824418	0.079	603	tags=49%, list=20%, signal=60%	
