"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","gene_name","status"
3205.75568566588,4.61963543974845,0.119152307626605,0,0,"FBgn0014863","Mlp84B","up_regulated"
11617.5134386876,4.8353015209334,0.128588588864265,0,0,"FBgn0038294","Mf","up_regulated"
7420.1696384621,4.84877998477158,0.0924482834118878,0,0,"FBgn0035917","Zasp66","up_regulated"
3323.34887723604,4.97325284800544,0.122866897389003,0,0,"FBgn0034638","CG10433","up_regulated"
15473.5608020036,5.17101719586768,0.13104725381529,0,0,"FBgn0283471","wupA","up_regulated"
1397.20852399318,5.62326906595155,0.141742735727619,0,0,"FBgn0034920","CG5597","up_regulated"
20053.4007755935,6.66981669894629,0.17008124340388,0,0,"FBgn0011828","Pxn","up_regulated"
11645.4505857948,4.68539613484146,0.125444197953017,5.67343916094049e-305,7.30384373981576e-302,"FBgn0002789","Mp20","up_regulated"
15208.5963868035,5.08796456499505,0.138358424733317,2.93004931686847e-296,3.35295310160315e-293,"FBgn0004117","Tm2","up_regulated"
32519.3404244772,5.38964758270924,0.149308308170126,1.09874226829404e-285,1.13159466211603e-282,"FBgn0002773","Mlc2","up_regulated"
11504.051062429,4.27129506499879,0.124242804193309,7.71512439497245e-260,7.2234605585292e-257,"FBgn0003149","Prm","up_regulated"
22057.6482848988,5.05233791037875,0.147991615160435,1.91173056081307e-255,1.64074275381781e-252,"FBgn0004169","up","up_regulated"
5533.91919224488,3.34543154248083,0.0991301216346408,2.19331394838307e-250,1.73761079649209e-247,"FBgn0261565","Lmpt","up_regulated"
10124.0555706811,5.36105362351945,0.161482089942751,1.61839145445032e-241,1.19055811352742e-238,"FBgn0010424","TpnC73F","up_regulated"
2588.57279064492,5.79893859662524,0.1755837976097,5.70155762648153e-240,3.91468946634222e-237,"FBgn0050026","CG30026","up_regulated"
2843.50527680904,5.59514941655233,0.169948091904604,2.70546609172861e-237,1.74147470491956e-234,"FBgn0039529","CG5612","up_regulated"
2485.95223163794,7.21842853331453,0.220898710619258,5.00859119305895e-236,3.03432239395965e-233,"FBgn0040732","CG16926","up_regulated"
1255.56694404026,5.51591715537386,0.170957147563319,4.38629116098756e-229,2.50968959261172e-226,"FBgn0035427","ckd","up_regulated"
736.926581197656,6.34835882970949,0.198262374691488,1.45893411482631e-225,7.90819076241904e-223,"FBgn0031327","CG5397","up_regulated"
2150.57320937112,5.78677112905241,0.186877834314649,9.99000980681459e-213,5.14435555001917e-210,"FBgn0031313","CG5080","up_regulated"
3720.22610038347,5.38800258135521,0.177857817719275,2.09355910368824e-202,1.0267412004231e-199,"FBgn0039897","CG1674","up_regulated"
1755.07227842311,4.36199481478534,0.146066462035285,9.92353595419029e-198,4.44358681705243e-195,"FBgn0037513","pyd3","up_regulated"
5347.53421881363,3.64373204925382,0.121716520218525,4.13903971497375e-197,1.77616541768811e-194,"FBgn0026061","Mipp1","up_regulated"
776.055126203079,5.38437131524867,0.181203610128491,5.77902258517227e-195,2.38072614418757e-192,"FBgn0038088","CG10126","up_regulated"
776.352243819061,5.50188816087679,0.187027162604446,7.67398532098912e-192,3.03978364695642e-189,"FBgn0030304","Cyp4g15","up_regulated"
5699.09918528732,4.82210213897856,0.163396640573274,1.85676062247871e-191,7.08251024107713e-189,"FBgn0026562","SPARC","up_regulated"
1388.0995500342,4.94791684647994,0.16833320848242,1.43070747785457e-189,5.26244868372294e-187,"FBgn0031489","CG17224","up_regulated"
1128.36990363115,7.34690344323365,0.253686807564786,3.96133956172284e-185,1.40682193607529e-182,"FBgn0014033","Sr-CI","up_regulated"
881.638744700674,4.4713240927901,0.155019896527232,3.75041261028247e-184,1.28751664910997e-181,"FBgn0050076","CG30076","up_regulated"
4855.99976933167,2.67865749354754,0.0929117432740855,7.35792197615208e-184,2.44449156233517e-181,"FBgn0015766","Msr-110","up_regulated"
10730.1120263371,4.07298080364838,0.141824287168051,3.62630016428176e-182,1.16710204349806e-179,"FBgn0002868","MtnA","up_regulated"
3012.55935293796,4.40837372298662,0.157069054011333,9.27666850183214e-174,2.8951639060718e-171,"FBgn0033919","CG8547","up_regulated"
11008.4137786554,4.93012767715229,0.175687383898381,9.75550710234986e-174,2.95505787197357e-171,"FBgn0002772","Mlc1","up_regulated"
2706.34183565134,4.68624139124949,0.168046026136585,9.70754612856172e-171,2.85651478794449e-168,"FBgn0037447","Neurochondrin","up_regulated"
2178.76549414682,4.62331716183931,0.167327530633488,5.90820303309135e-168,1.69023841771688e-165,"FBgn0266758","Esyt2","up_regulated"
1340.14853120811,5.11284479750728,0.185639951366862,1.69715030900378e-167,4.72404081957564e-165,"FBgn0036742","CG7497","up_regulated"
4270.62848123321,4.79275150477587,0.173624920251489,2.12678456988802e-167,5.76414586454652e-165,"FBgn0266446","CG45076","up_regulated"
1158.20331095921,7.75540412093405,0.282490103919424,6.28325553275532e-166,1.65926278799608e-163,"FBgn0029147","NtR","up_regulated"
621.56714680586,5.20040079777599,0.190955182721894,4.67493324020758e-163,1.20367843602245e-160,"FBgn0029771","CG12730","up_regulated"
753.57713574673,5.39555273857651,0.201477769877781,6.11431453108273e-159,1.53588598428344e-156,"FBgn0050296","RIC-3","up_regulated"
983.84082038659,4.63405364860027,0.174755425421361,5.87869798610572e-156,1.44154072759292e-153,"FBgn0051374","sals","up_regulated"
2745.58335934723,4.88101264575592,0.184233219713044,8.76314918419596e-156,2.09887612669847e-153,"FBgn0265413","CG44325","up_regulated"
2682.59910276831,6.40450741500228,0.24299390661114,4.93604566361547e-155,1.15537123385399e-152,"FBgn0260228","CG42502","up_regulated"
2237.73904066252,4.55644637973167,0.173418364941191,3.75431790703024e-153,8.59238224988989e-151,"FBgn0262509","nrm","up_regulated"
2873.96925121225,2.08262949412091,0.0794591829121668,5.85494578345483e-152,1.31087144834351e-149,"FBgn0033717","CG8839","up_regulated"
853.75012015098,4.95628929273222,0.190717306401465,3.35686987655173e-150,7.35583039544815e-148,"FBgn0266417","ringer","up_regulated"
578.144736558376,5.15716946108373,0.198438795104975,4.00382981908716e-149,8.59071735557888e-147,"FBgn0028422","GluRIID","up_regulated"
1271.42885468083,5.61213766818588,0.215995897927451,3.73822906315894e-148,7.85714716764773e-146,"FBgn0040398","CG14629","up_regulated"
2196.20923194914,6.29383322416703,0.242822632155505,5.42462880002859e-148,1.11736504022989e-145,"FBgn0027586","CG5867","up_regulated"
1636.64063064721,5.20584550769322,0.201542384027261,1.58660844980971e-146,3.20401576952749e-144,"FBgn0035490","CG1136","up_regulated"
1202.59053351108,5.21212089368212,0.204848618760696,7.61867502376277e-144,1.50893719364871e-141,"FBgn0039756","CG9743","up_regulated"
3060.41026692538,3.55041402404055,0.139619309275059,5.09922357234593e-143,9.90884973048882e-141,"FBgn0015777","nrv2","up_regulated"
6015.47008518107,6.86464289972802,0.271777572119744,2.43589089302932e-142,4.64578524209425e-140,"FBgn0029167","Hml","up_regulated"
829.912371754943,6.13227268894837,0.241012418604427,2.57929755533888e-142,4.82985191317003e-140,"FBgn0026077","Gasp","up_regulated"
3195.91404878488,3.5499895295805,0.140482900555339,7.17079509722117e-142,1.31878604832644e-139,"FBgn0030955","CG6891","up_regulated"
562.35894601791,5.19719060879615,0.205029974332778,9.26350365613927e-141,1.66460872233874e-138,"FBgn0033304","Cyp6a13","up_regulated"
4162.26779733456,5.03956208884463,0.199994165994974,9.37443498355634e-141,1.66460872233874e-138,"FBgn0015872","Drip","up_regulated"
10547.4969835717,2.15187977187796,0.0856401634105471,9.40482486995244e-140,1.64169985314644e-137,"FBgn0035499","Chd64","up_regulated"
576.982816582869,5.58145227124182,0.223413335064362,7.91185501682651e-139,1.35806991363827e-136,"FBgn0015033","Cyp4d8","up_regulated"
848.660101433311,7.31994776424747,0.291170498163268,4.18682677694768e-138,7.06887360258757e-136,"FBgn0243514","eater","up_regulated"
1098.75401306223,5.67337840769132,0.227170158826173,1.19156587368413e-137,1.97934466662466e-135,"FBgn0033387","CG8008","up_regulated"
1922.44457613016,3.63024562154053,0.146873131448668,7.03685358387205e-136,1.15035801683013e-133,"FBgn0012037","Ance","up_regulated"
1267.52774449389,6.21935355320952,0.251673643941588,1.45927506703394e-135,2.34829279927852e-133,"FBgn0029930","CG12541","up_regulated"
501.187843653166,6.29017825122904,0.256262772743762,5.68030024567763e-135,9.00021726618983e-133,"FBgn0029608","CG3091","up_regulated"
91432.7181905029,4.71928003828767,0.191640242116104,5.05642907001495e-134,7.89032772607333e-132,"FBgn0000044","Act57B","up_regulated"
735.551418900182,5.5739676295754,0.22725823245677,7.62800272090231e-134,1.17254925406825e-131,"FBgn0035090","CG2736","up_regulated"
1496.44450905261,3.82661975018018,0.155923137202967,2.36480094080122e-133,3.58163013078115e-131,"FBgn0036121","CG6310","up_regulated"
528.146689581921,6.00585837303913,0.244245488841068,3.98970363176952e-133,5.95506633385425e-131,"FBgn0031935","CG13793","up_regulated"
438.839520239384,6.01155365170783,0.247439661925016,6.30071642607397e-132,9.27015406744797e-130,"FBgn0053494","CG33494","up_regulated"
2484.84547307824,5.32671354754893,0.219580793168619,1.08037274896235e-131,1.56714914669905e-129,"FBgn0032899","CG9338","up_regulated"
779.815925737136,3.96028495588807,0.162677848642702,5.56020706717616e-131,7.95341285900657e-129,"FBgn0034438","CG9416","up_regulated"
2789.58658374785,6.12939474299783,0.252835310428519,3.68157375526814e-130,5.1940449459598e-128,"FBgn0036589","CG13067","up_regulated"
5280.52719030431,4.58937083955228,0.18949770789623,4.23244252408068e-130,5.89053048047391e-128,"FBgn0285963","CG46339","up_regulated"
2927.74811440537,4.59242168304797,0.190137990497624,5.85657999840091e-129,8.04225565380412e-127,"FBgn0043841","vir-1","up_regulated"
436.667034459705,5.23265913740544,0.216921069112615,6.74460455565089e-129,9.13982662087481e-127,"FBgn0051201","GluRIIE","up_regulated"
876.119195629929,8.15513145370113,0.337013943460024,2.27988221866231e-128,3.04941648961079e-126,"FBgn0037228","CG1092","up_regulated"
453.053901363826,7.06018101784016,0.295824042443136,3.53768775852045e-127,4.67110849038489e-125,"FBgn0051676","CG31676","up_regulated"
638.95762010556,4.35101119957458,0.182322941996185,4.95064691712403e-127,6.45401425309625e-125,"FBgn0032612","CG13282","up_regulated"
387.987958657388,5.18065830040987,0.217916280950916,2.40867316550249e-126,3.10086561643877e-124,"FBgn0036101","NijA","up_regulated"
8356.46525838406,4.06661272935612,0.170646755778645,2.5359403667203e-126,3.22440121442622e-124,"FBgn0033875","CG6357","up_regulated"
1315.86253597795,5.58860727571108,0.233135980894316,2.92392313674768e-126,3.67237614455663e-124,"FBgn0015380","drl","up_regulated"
8297.03628805683,4.15702347388192,0.174694995408143,1.17498463347632e-125,1.45797189640634e-123,"FBgn0030362","regucalcin","up_regulated"
7651.23894268785,2.97634726524877,0.126138078890173,8.87683020546829e-124,1.08836278912045e-121,"FBgn0000083","AnxB9","up_regulated"
2263.83547943536,6.32444210008451,0.267239792515877,9.05782488202667e-124,1.09748868776462e-121,"FBgn0039486","CAH9","up_regulated"
4218.11052008782,5.50984504173885,0.23403872118614,3.57651752330473e-122,4.28308767122272e-120,"FBgn0038774","CG5023","up_regulated"
745.890457360165,4.88519904167031,0.209316507476455,3.7534555315925e-121,4.44331477239898e-119,"FBgn0030828","CG5162","up_regulated"
1178.80184532108,3.08401904415634,0.132113840887509,1.56127167442195e-120,1.82722011078087e-118,"FBgn0024234","gbb","up_regulated"
43741.8759138961,4.54855041683613,0.195608297735687,3.60862654270519e-120,4.17587019812593e-118,"FBgn0264695","Mhc","up_regulated"
566.774987774602,8.73903963472634,0.372767624442426,5.32589210267476e-120,6.09459586282748e-118,"FBgn0031296","CG4415","up_regulated"
2374.37466459113,4.09838840206534,0.177242193184328,9.39717444016194e-119,1.06353296218932e-116,"FBgn0052687","CG32687","up_regulated"
1449.86742125283,2.09634711918438,0.0907682826666264,1.61515815361576e-118,1.80809932870529e-116,"FBgn0015801","Reg-5","up_regulated"
4451.51335898355,3.95678710375417,0.171573922547662,4.04068767895113e-118,4.47473574252878e-116,"FBgn0030309","CG1572","up_regulated"
998.414508972232,6.07206360406177,0.262619810535345,8.89825170525099e-118,9.74926535238084e-116,"FBgn0051997","CG31997","up_regulated"
406.244145422552,4.97258520240437,0.217351813753924,2.45826203355832e-116,2.66501480880181e-114,"FBgn0033134","Tsp42El","up_regulated"
2839.9550591999,4.55353261598546,0.199818211862617,9.06453798643195e-116,9.72454965856902e-114,"FBgn0039927","CG11155","up_regulated"
626.983029869325,3.93318525032899,0.17319935915405,1.29615558844228e-115,1.37619653663578e-113,"FBgn0004910","Eip63F-1","up_regulated"
662.565356704692,6.01435872283302,0.264700298961734,1.68365103507158e-114,1.76937979695941e-112,"FBgn0038761","CG17190","up_regulated"
476.34343772332,4.62334900666672,0.205060584056412,2.91578861399716e-114,3.03330373086432e-112,"FBgn0038076","Cyp313a4","up_regulated"
366.209973990842,7.69343652634729,0.340036708389506,1.09635576293734e-113,1.12913680024917e-111,"FBgn0030647","CG6324","up_regulated"
2241.76936236369,5.64780545168726,0.249480622128409,4.94629290760179e-113,5.04374956984068e-111,"FBgn0034761","CG4250","up_regulated"
861.37394234429,6.1875957509201,0.275535582131875,6.98141101059357e-113,7.04917176451992e-111,"FBgn0027844","CAH1","up_regulated"
4501.76208775208,4.51965282579352,0.200970743631328,8.73276581107709e-113,8.73191796973621e-111,"FBgn0032156","CG13124","up_regulated"
965.719717978947,5.89996293116412,0.263757891006329,9.82975322988271e-113,9.73429120332327e-111,"FBgn0040832","CG8012","up_regulated"
