"gene_id","Mio_vs_WT_log2FoldChange","ZFRP_vs_WT_log2FoldChange","Raptor_vs_WT_log2FoldChange","WT_tpm","SETDB1_GKD_vs_WT_log2FoldChange","Nup154_GKD_vs_WT_log2FoldChange","EzGLKD_vs_wGLKD_log2FoldChange","cluster"
"FBgn0032387",8.28070302660289,5.58834310039415,6.19328360904788,0.0324850021763493,3.4294027775812,2.20012030759407,7.19972883963148,"c1"
"FBgn0028936",8.26188790020974,6.87681744053099,6.51285092138745,0.197384209970975,3.20254163243901,3.67181224089163,6.80917549928693,"c1"
"FBgn0033913",8.25175155087425,1.19617924369846,2.55872646645098,0.282375919689567,4.60239626890684,3.95511222634708,4.5035185520127,"c1"
"FBgn0001114",8.23233618195355,6.31207667363829,6.25117330877854,0.57377597192423,5.06433709415057,3.23672342457131,6.35149209873714,"c1"
"FBgn0031010",8.2185047825437,-0.150398895246688,0.540821652017231,0.149767545054234,11.6675823510394,11.4264933368509,3.13069622616382,"c1"
"FBgn0046876",8.20513387769978,6.34441804776114,5.68634067366714,0.0646123309135627,6.25801898699172,3.39345584494709,5.17747625376413,"c1"
"FBgn0031417",8.16945548683356,3.41504714255837,5.16103513661012,0.183522834970318,2.89217833713447,2.63608224727998,8.19175748309837,"c1"
"FBgn0039313",8.15908908270761,4.24272135626584,4.0252656243623,1.93714314522305,5.08350967731158,5.61059349613807,2.43696756228361,"c1"
"FBgn0051380",8.15072274259285,-0.0985663730509092,1.82900662116444,0.0460889954863257,8.98010709841788,8.07999353315397,0.494009972498005,"c1"
"FBgn0036553",8.13631744342092,2.05756901540514,1.16939803217382,0.290471528299804,7.61930391052242,7.11174181651054,2.10067031986623,"c1"
"FBgn0026592",8.12825957879486,7.22768413972775,6.71267247650212,0.0826908904479473,4.71349019124294,5.84598933733044,4.35220047486341,"c1"
"FBgn0034885",8.11562914271292,2.95768808381926,4.39907732026737,0.280413318954094,4.01861002923957,2.8811266638034,4.31751563942463,"c1"
"FBgn0261628",8.08939784063348,7.09475758076558,5.82966969330951,0.279995758277618,4.07444937506826,2.49323678806218,8.19979487427858,"c1"
