#Diffusion Coefficient in um^2/s; Linear fit performed on the 4 first points of trajectories > 6 points
#Pixel size= .17um ; Frame rate= .03sec
ROI	Trace	D(um2/s)	MSD(0)	MSE
 5	 56093	 1E-05	 .0226980176373316	 .407451698198427
 2	 56109	 .00272381191641762	 .0301196528444854	 .0559973015553984
 2	 56161	 .00408398056951624	 .0102730557601283	 .264102954212594
 4	 56237	 .00364231197216578	 .0079517113319518	 .276626454216178
 2	 56245	 1E-05	 .0421423459159645	 .313343937790609
 5	 56266	 .0109633832114898	 .00925899069738608	 .908643442219734
 4	 56312	 1E-05	 .0489352704606038	 .0131155574090631
 2	 56319	 1E-05	 .00832618259992273	 .0571929710537358
 1	 56354	 .0198432980830302	 .0473284502036808	 .126230094164984
 3	 56438	 .0104736941482579	 .0116504104645129	 .356567669622141
 5	 56490	 .0721851709366111	 .00816898925754755	 .627428566405773
 2	 56588	 .00413940014824856	 .0105721097791519	 .0658161881619105
 3	 56635	 1E-05	 .0225425112226284	 .809332329765186
 2	 56758	 1E-05	 .0381209523333062	 .00640699454891425
 1	 56776	 .000898759878860941	 .00355536592086357	 .218906202517479
 5	 56798	 .106409554357985	 .0623168850053597	 .761647000332621
 5	 56839	 .0123792103581149	 .0213290526488148	 .225036350826251
 3	 56881	 .472200552585784	 .117811598841729	 .866175845812232
 5	 56927	 .0115652649400255	 .00447457076520682	 .932747476430935
 4	 56944	 .0108946924249145	 .0184950311380051	 .680450654627931
 1	 56977	 1E-05	 .0713081126315159	 .150580225398564
 5	 56996	 1E-05	 .0166577082560743	 .0379505509813582
 5	 57014	 .043343375302198	 .00953305577738723	 .705546369093432
 2	 57060	 .00927154848991611	 .0234184176287908	 .113458770476525
 5	 57104	 1E-05	 .0142595609012175	 .109575095764811
 5	 57107	 .0103856877749953	 .0033542850743612	 .970402807196123
 1	 57161	 1E-05	 .0793838172974289	 .113160733988438
 5	 57219	 .0295668845357595	 .0122819991065327	 .605339300753722
 5	 57222	 1E-05	 .0044271867261364	 .585214420876918
 3	 57290	 .10918056388245	 .0524058952827335	 .787237119856398
 2	 57381	 .540308349751621	 .0761369665603377	 .951344377356002
 4	 57385	 .0707972703200062	 .00925214053719717	 .685493468832908
 5	 57400	 1E-05	 .0110190369701566	 .14238705352448
 5	 57428	 1E-05	 .00425042281132883	 7.89034976209635E-05
 5	 57498	 .0259033382126996	 .0166749684629888	 .198720029989825
 4	 57505	 .103052344467352	-.00410778431387851	 .985692298900773
 5	 57564	 .00109874224385144	 .00590449947606417	 .0249048043024409
 3	 57653	 1E-05	 .0202057168242949	 .00959228602349227
 5	 57655	 1E-05	 .0114793169891922	 .595935323714982
 5	 57678	 1E-05	 .0435733255674681	 .097453045163625
 1	 57689	 .00173243270251392	 .0266993132167188	 .120505911236085
 5	 57734	 .00576997705733754	 .00651685540687138	 .729811309305294
 2	 57797	 .229809723606894	 .040321403530568	 .931097575902958
 5	 57801	 1E-05	 .0151069410389166	 .100205236773128
 5	 57879	 1E-05	 .012960955533566	 .524620617506948
 4	 57889	 1E-05	 .00957962900411284	 .236943914153565
 5	 57953	 .0282785529768054	 .00736602111218725	 .711022192169242
 5	 57968	 1E-05	 .0114346511856873	 .475526423227606
 1	 57969	 .0052616239931667	 .0205382007304695	 .209634507940046
 2	 58026	 1E-05	 .0196870670331071	 .00647288647989963
 5	 58073	 1E-05	 .0103231667157044	 .429633952385605
 5	 58081	 1E-05	 .00975677783505001	 .378371452734387
 5	 58174	 1E-05	 .0162438709342884	 .434940511263136
 5	 58200	 .0119428148683552	 .0152740537516923	 .502000020842562
 2	 58206	 1E-05	 .185677257497961	 .607514471664696
 5	 58247	 .0135379589412934	 .0149190095526535	 .740058357890427
 4	 58259	 1E-05	 .070122054324545	 .0108884305046372
 3	 58262	 .000740192618788981	 .0071151839045755	 .0579796240084665
 2	 58296	 .288979600391647	 .0175856042228889	 .999848881126567
 1	 58307	 1.04251469678428	 .00710824429175645	 .957394613340759
 1	 58426	 .466586498663158	 .100754989655628	 .592208205445048
 5	 58442	 .00649025667662229	 .0184672652421148	 .0841929072287052
 4	 58479	 1E-05	 .125411167632371	 .213685626999089
 4	 58526	 .00650423272286967	 .00800676506580573	 .0475996546129468
 1	 58538	 .000206938198281022	 .0100579652329025	 .0124343286197303
 5	 58618	 1E-05	 .0150705841723949	 .300587512939319
 4	 58625	 .0575625177241637	 .0156623378947439	 .963607573478723
 1	 58640	 .232174126468821	 .0351274424832954	 .982964716388456
 2	 58724	 1E-05	 .0323111211930242	 .259180129918281
 1	 58736	 1E-05	 .0782680025813537	 .255978532895269
 4	 58792	 .279446789650573	-.0114274417768433	 .997675883261006
 2	 58799	 .0546087626180116	 .0263537129605352	 .282284335255659
 5	 58801	 1E-05	 .0377058833084412	 .459833186132871
 1	 58840	 1E-05	 .124474355662933	 .495503188797782
 2	 58846	 1.24818854196518	-.0911577101300746	 .974443041670315
 4	 58849	 1E-05	 .101659572041836	 .00125688940998181
 2	 58903	 .000715518251630015	 .00999132693744387	 .0189771863974614
 5	 58922	 1E-05	 .0221144081203659	 .271865995439676
 1	 58932	 .312793590282374	 .162285472571338	 .196812290105132
 4	 58958	 .285110125752605	 .017235120482304	 .995299116513156
 1	 58978	 1E-05	 .0098647201839633	 .46987085583938
 1	 58995	 .00312259423384239	 .00868109192836373	 .208660931204457
 1	 59031	 .102766489339416	 .0697276662816788	 .30222139303386
 2	 59047	 1E-05	 .0426741567566562	 .153243356500573
 4	 59065	 1E-05	 .00937499785748102	 .790337770765487
 1	 59132	 1E-05	 .0105196309843615	 .0752470809670291
 3	 59161	 1E-05	 .0071561593072483	 .0931590393436624
 5	 59193	 .139997680467223	 .0163866551551733	 .839476097961958
 4	 59254	 .0375369687952277	 .0426863583519468	 .750426349682132
 5	 59274	 .00432569438359817	 .00457489625621856	 .902166561725261
 5	 59284	 .000974908750776696	 .033465284074914	 .00115314030021363
 4	 59326	 .000779059385115404	 .0103044294939508	 .0396638924462436
 2	 59344	 .000835623868046838	 .00460914872691877	 .0115652088380783
 4	 59355	 .0288348452774799	 .00253746457286643	 .994750434525499
 1	 59400	 .133572643620027	 .0109592777753805	 .994322989897436
 3	 59433	 1E-05	 .0140083914729756	 .903400433324471
 2	 59465	 .0185185370583074	 .0164478924447096	 .143176644208919
 2	 59500	 .0645176536857823	 .0419347905616928	 .937294618166009
 5	 59503	 .0307410118453658	 .0106493763996632	 .96019609075844
 4	 59505	 .0435789733021237	 .011821021827209	 .532988307570041
 2	 59569	 .0020654578805118	 .0128818060640856	 .0660593900864399
 1	 59603	 1E-05	 .0108863143489086	 .139357373692014
 2	 59605	 .0334611130423695	 .187038457391513	 .00804917589480536
 4	 59643	 1E-05	 .0490450433027002	 .55693687957563
 4	 59825	 1E-05	 .0455207663955952	 .222121954127226
 2	 59915	 1E-05	 .0680942432509523	 .674798467349886
 5	 59933	 .261141417677458	-.00717388203901486	 .946239130386458
 1	 59941	 1E-05	 .0335562778354336	 6.53282556902779E-05
 2	 59963	 .0125771447404971	 .0587928124262248	 .068358088057517
 4	 59997	 .00804613528390177	 .0050081072034602	 .900511036098415
 4	 60028	 .0275595898502979	 .0205336042173846	 .298981632982895
 5	 60036	 .0159236736674141	 .00797244719047032	 .124758854321395
 2	 60140	 .927471358667881	 .0264797005227809	 .952629642369403
 5	 60199	 1E-05	 .0212576425020058	 .603549859748488
 2	 60216	 .00397672359233311	 .0221538391390514	 .0949559481179835
 4	 60250	 1E-05	 .0193399779146429	 .000766737073056967
 1	 60255	 1E-05	 .0217893754773003	 .514429531708378
 5	 60344	 .0868787367160024	 .00367608724086712	 .967015285192421
 2	 60361	 .00239117822958514	 .00760234945619314	 .102915249817044
 3	 60374	 1E-05	 .063052146546387	 .0135891530121818
 3	 60398	 1E-05	 .0119777186445095	 .1450477394252
 1	 60467	 .37428161134259	-.00487330289169835	 .945283858641281
 3	 60477	 .0205498416857591	 .0328847099653658	 .0299598563446161
 4	 60489	 .000387369123703901	 .00210723393598627	 .00824921773959786
 5	 60492	 1E-05	 .0555029789655699	 .067319704972659
 4	 60502	 1E-05	 .126009112761206	 .0824165049770728
 4	 60533	 .0436959463870946	 .0403809035532791	 .463566638304247
 3	 60574	 1E-05	 .00911564194148995	 .599975906874805
 3	 60585	 .0625139389985745	 .0327985432763697	 .908531431333327
 1	 60611	 .104782141365845	 .0256900190412727	 .91331351812505
 4	 60622	 .0360524840774379	 .0237480648686482	 .974567586131016
 1	 60625	 .0884232738357486	 .0617886092458406	 .211184538006824
 4	 60635	 .564451893458073	 .0386977666705961	 .988988544295286
 5	 60643	 .00563424260498354	 .0210352412114991	 .0118197900742882
 3	 60647	 .0518684942542964	 .00239019692217303	 .983900212605777
 5	 60673	 .000792634856409337	 .0128701399993605	 .0086689681557045
 2	 60719	 1E-05	 .0362632644221161	 .015991795290374
 1	 60722	 1E-05	 .246747374086864	 .856364276241211
 5	 60767	 1E-05	 .0583319525361241	 .432573049927003
 4	 60791	 .588924616646236	 .0171838305674113	 .970540943193887
 5	 60830	 1E-05	 .0190601273290517	 .0205558761828293
 1	 60836	 .0605430417232422	 .0406113150477689	 .369042889030029
 3	 60838	 .0011978324781505	 .00574559889070246	 .0715463791911722
 5	 60843	 1E-05	 .209223658686267	 .889906139507252
 4	 60878	 .236209121442125	 .197153530511555	 .603162866492098
 1	 60975	 .0669050512688476	 .0155135274727212	 .99107305278005
 1	 60980	 .660299321578703	 .184202404035102	 .601109594532595
 2	 61059	 .509906553210981	 .125191675205417	 .793039275373647
 5	 61069	 1E-05	 .0281777952585527	 .0453255602981097
 4	 61078	 1E-05	 .123096279547203	 .445340428890145
 3	 61087	 .00818085954435947	 .00520323917560569	 .78681085296022
 1	 61092	 1E-05	 .0307957169426007	 .186966908337393
 3	 61120	 .00394527467930567	 .0119970516761339	 .348165940093569
 1	 61130	 .00219930205701551	 .015863518069876	 .00296158462949447
 4	 61160	 .121981482439608	 .00515240591725683	 .983432706230685
 1	 61172	 .311317119856063	-.0124336860497547	 .959354191665751
 1	 61219	 .00259621261565983	 .00726884390643888	 .0855977424659889
 4	 61252	 .0119492112606612	 .0123581060529482	 .251380693279065
 5	 61331	 1E-05	 .0135897785501091	 .500867316012923
 5	 61347	 .15054390969832	-.00380430928715232	 .867116835679036
 1	 61372	 .0482148351202604	 .0393771854934082	 .749160100585908
 1	 61457	 1.24789625653765	-.0143494128514716	 .979270308564372
 5	 61459	 .000187898773631862	 .0189353074975631	 .000694055467785004
 4	 61539	 .0786689754924263	 .0198303078970171	 .751438734452098
 1	 61574	 .0293378239442439	-.000621805664913033	 .593213674562351
 1	 61580	 .579956662921269	-.0255205249164209	 .910869011609192
 5	 61590	 1E-05	 .01894929564959	 .125725439108854
 2	 61684	 .00436239311773258	 .039746965489978	 .00144179084759077
 2	 61698	 .00180033870345613	 .00908296844686135	 .00990610250658108
 1	 61705	 .0393079612166548	 .0126210203263372	 .620103414779594
 1	 61737	 1E-05	 .160319284759776	 2.57598936087566E-05
 5	 61790	 .0150749053396538	 .0214572066383351	 .234306647244987
 3	 61793	 .167564770307821	 .021507111488417	 .87825575349075
 4	 61823	 .0656431292841538	 .0123414277122839	 .83753464272795
 1	 61826	 5.76530827464277	-.626516592146746	 .989588750478101
 2	 61845	 .110403729597944	 .0988930526200187	 .392070497760849
 5	 61849	 1E-05	 .00901972067353545	 .34893185025019
 5	 61883	 .000112353398832067	 .0121119558235324	 5.56683060651819E-05
 4	 1	 .0701682825083642	 .00552357503585556	 .985314855779635
 5	 12	 .116691860510893	 .0140700750186217	 .920737993381468
 5	 40	 .0239417643888934	 .0291661568438068	 .254011007167423
 5	 57	 .00202938242545098	 .0227798004275382	 .736264275173688
 5	 59	 .036884617395676	 .0216090300071783	 .807123899273078
 5	 62	 .0934980689799507	 .0601654906872594	 .682933459394294
 5	 65	 .00720973752401183	 .00994177495190151	 .65479723412645
 5	 81	 .080550346931459	 .0119106441397228	 .894002667462906
 5	 82	 .00400899636392904	 .0247706667566925	 .325523674620402
 5	 84	 .0081450907143729	 .0520169675467029	 .0884714920390968
 5	 96	 .0410357963182036	 .0257060960590813	 .955926991316622
 4	 99	 .00620589049675426	 .0188800940922995	 .322863466838803
 5	 103	 .104077672787272	 .0381499402436577	 .803741412875107
 4	 105	 .00847068967360526	 .000108821500092908	 .968265025233084
 5	 124	 1E-05	 .0102159656368944	 .389929858253361
 3	 129	 1E-05	 .0115919681477714	 .00356730317015008
 5	 163	 .0380847339852668	 .0392670289134726	 .420088992575041
 5	 196	 1E-05	 .0225776012887227	 .240098145610686
 5	 346	 1E-05	 .0339333059776072	 .377173845850977
 4	 357	 1E-05	 .00597361793866348	 .43823297953669
 5	 370	 .286249563311692	 .059833572416018	 .864670245742137
 4	 488	 .00684046411029481	 .0174634491924049	 .144439744124321
 5	 528	 .701992077227985	-.0398217393316218	 .951416145073864
 5	 593	 1E-05	 .136224905572064	 .649936566341336
 1	 607	 .0408090124638289	 .0812829930692262	 .958553565562033
 4	 616	 1E-05	 .0149059665610919	 .321079385388798
 5	 617	 .289031501926711	 .0322148237655686	 .963853862593501
 5	 726	 .48473399133835	 8.66139291808251E-06	 .998334335680627
 5	 727	 .670984262005955	 .000143847643485183	 .969103150195576
 5	 777	 .00447057254045671	 .00746422727857972	 .678114400361857
 5	 779	 .398379470931729	 .013918269604637	 .973948301307788
 5	 794	 .0134869310961024	 .0648534333493344	 .421212155316761
 5	 804	 1E-05	 .0263688839718823	 .00193757904414604
 5	 844	 .0128181610023255	 .0878090587910389	 .0306802167226993
 5	 905	 .0566329178003852	 .0433776649094319	 .535475941969025
 5	 917	 .0170610725307417	 .00830791975280314	 .524167873645298
 5	 998	 .148106508229499	 .0601364061972385	 .923952236882765
 5	 1004	 1E-05	 .0957407594591097	 .0116291812556752
 5	 1015	 .21034014823597	 .0465350371838169	 .641747035495903
 5	 1038	 .338622527109866	 .0771865830568222	 .958988304934166
 4	 1063	 .104250818377723	 .0510863764848854	 .64966552475682
 5	 1163	 .665199451400777	-.0629893346179772	 .975026385514513
 5	 1189	 .144822886985662	 .0313451236644216	 .871166324052564
 5	 1198	 .0386054746573842	 .153282572681593	 .0103492549035095
 5	 1259	 2.29326332593375	-.137953447646842	 .961537579144923
 5	 1298	 .473309031174874	 .0906574917233527	 .82169402679144
 5	 1317	 .221826225421317	 .0176040053042601	 .997509031174095
 5	 1333	 .386586957010992	 .127618143230984	 .534435923626281
 5	 1345	 1E-05	 .0520884924638851	 .491368952430768
 4	 1365	 .0104571701886087	 .0068935418255127	 .301095151075536
 5	 1430	 .0498040421644277	 .0486690788142518	 .472388962091121
 5	 1433	 .593954469203196	 .00365283378986525	 .956078708157843
 5	 1474	 .126887927249881	 .0615915415116414	 .856689002064507
 5	 1506	 .0649830803786471	 .0313550543074836	 .677222554790928
 4	 1536	 1E-05	 .0140724549825125	 .633370285316306
 5	 1543	 .196020997014897	 .129421840698574	 .214383584173454
 5	 1605	 .35566636883482	 .188156411997131	 .691066830295262
 5	 1647	 1E-05	 .0153181903050141	 .425404114622899
 5	 1658	 .00493151871834964	 .0201032425379555	 .0802566448582019
 5	 1665	 .396020765760115	 .00984908082959568	 .994635930069329
 3	 1673	 1E-05	 .0137719390738184	 .262722237236204
 4	 1744	 1E-05	 .0135342590852169	 .0310066702003631
 5	 1850	 .0986131782335002	 .00660836319566767	 .877300819327555
 4	 1894	 1E-05	 .0173660908579145	 .0450412180363101
 5	 1897	 1E-05	 .120523580195317	 .22458124687823
 5	 1898	 .00443074165633541	 .0121670342368076	 .659952466843444
 5	 1899	 .0128550108777272	 .0658233167676548	 .0100623113123105
 5	 1989	 1E-05	 .226293304658873	 .27788686326477
 4	 1998	 1E-05	 .00749365497351548	 .180451411149332
 4	 2010	 .0300013355093053	 .00406018078281469	 .861711747280971
 5	 2017	 .578695452433639	-.0172466400983947	 .994646937553298
 5	 2065	 .0818927515534449	 .106261665691876	 .221775688116565
 4	 2075	 .0232174876659989	 .0321344872636379	 .234909066514291
 5	 2094	 1E-05	 .0131275671396448	 .0486664023037197
 4	 2117	 1E-05	 .0137660748578897	 .616371624073311
 5	 2133	 1.81303204724475	-.0734617124811541	 .988885366876846
 4	 2140	 .00681484152320709	 .0150923664661415	 .433365998217331
 5	 2234	 .878236527895086	 .0468082304626577	 .910360613931751
 4	 2305	 1E-05	 .00749421120019796	 .00890078171257958
 4	 2332	 1E-05	 .0224622232466011	 .567192383456309
 5	 2355	 .061479786749342	 .0502731100010903	 .755058826311411
 5	 2362	 .00733687791976408	 .0205103166534596	 .941112597166803
 4	 2385	 .00813587158426209	 .00679269114050288	 .750761305428993
 4	 2456	 .0167123647480945	 .0194922528904181	 .31398676749225
 5	 2459	 1E-05	 .0654875837856015	 .685729818251208
 4	 2499	 .00567188473455607	 .0044673901640216	 .217107820534224
 5	 2525	 1E-05	 .4466859330297	 .398024553638879
 5	 2562	 1E-05	 .00933890128098494	 .740225824855105
 4	 2610	 .181617952973407	 .064619887168526	 .844020348081584
 5	 2762	 .0252497841015654	 .0591236891377977	 .419254603823548
 4	 2799	 .000501704669929747	 .0139987108269325	 .00106216985029861
 5	 2801	 1E-05	 .0727138719151987	 .893030525399551
 5	 2859	 .590591273460485	 .0256395665784048	 .98090209568279
 4	 3011	 .00100354025928808	 .00863210099805997	 .0177285040862012
 5	 3013	 .041292707728649	 .0168974863109226	 .848145785622234
 5	 3112	 .0739163131668135	 .0438590942233952	 .80659678647586
 5	 3155	 .249477837704516	 .112809734446414	 .765696326529661
 5	 3198	 .158875568750621	 .0202162339305367	 .885846434166649
 5	 3199	 1E-05	 .234398319455736	 .0252158811970149
 5	 3244	 .0199798423257137	 .0261406846263561	 .820207321703623
 4	 3288	 1E-05	 .0346673068768433	 .156003490779823
 5	 3341	 1E-05	 .165500309829299	 .00851123941994492
 5	 3369	 .0396951965140346	 .0626111371811641	 .238184642887579
 4	 3377	 1E-05	 .00594066704988412	 .888620700127707
 5	 3379	 .00745926036111676	 .0298134443026384	 .0280700366691539
 4	 3404	 .042082803100671	 .0657440134702609	 .663567937095832
 5	 3407	 .632474157320709	 .0911232525952158	 .759204816112319
 4	 3411	 .00518249776963691	 .00981179068553885	 .873836643133558
 5	 3444	 .0709118236849803	 .0837994768404781	 .157134348822575
 5	 3517	 .285638666061438	 .014463662450511	 .94293551419886
 5	 3544	 .952310423633326	 .129784135379909	 .755542094916247
 5	 3562	 1E-05	 .105304202298599	 .178599141576909
 4	 3625	 .0187441817004237	 .0174859874906307	 .722380934730624
 5	 3665	 .300634336817425	 .00442355162836039	 .990301487770608
 4	 3721	 1E-05	 .0362396761361554	 .54726492152481
 5	 3754	 .0855701417950474	 .0265266939602262	 .710072694739044
 5	 3802	 1E-05	 .122434680882252	 .118070527753627
 5	 3876	 .113210981504823	 .0315618883386601	 .608900555141856
 5	 3893	 1E-05	 .0291701757078631	 .101633798195541
 5	 3974	 .0364756840582567	 .0205432694130678	 .808147955463522
 5	 4001	 1E-05	 .0624966054968215	 .215507376411884
 4	 4008	 1E-05	 .0137008349953597	 .0680228685064236
 5	 4011	 1.1756436532046	 .00127320133339218	 .945021460112933
 4	 4115	 1E-05	 .0104007940194174	 .163452619197266
 5	 4117	 1E-05	 .301395506156916	 .434434199393382
 5	 4126	 .0606483892682513	 .0209296774644826	 .360290227929911
 4	 4150	 1E-05	 .0119874291247332	 .0268934345153855
 5	 4163	 .830644444465595	-.0492588037494476	 .997605246002209
 5	 4194	 .498549866429246	 .0298194428882162	 .965454634183613
 5	 4216	 .0133665149388207	 .0149861511302763	 .438225943858362
 4	 4252	 1E-05	 .0189200616716665	 .0712446314397408
 5	 4320	 .0117004467526716	 .0316315768609187	 .438443538282113
 5	 4342	 .00991288516458716	 .0128509259686059	 .640231123230258
 5	 4347	 .939901075936418	 .0196048101532758	 .960245005571812
 5	 4423	 .000508140500362569	 .0127314802571326	 .000314480430770647
 5	 4439	 1E-05	 .229722028481161	 .693336308055707
 5	 4528	 1E-05	 .0375149172979429	 .683146817087113
 5	 4534	 .0129228261436547	 .0284111103234942	 .131458647205471
 5	 4549	 .232433561518011	 .111640420744121	 .615230317493337
 5	 4586	 1E-05	 .0165916380048546	 .374135606243466
 5	 4589	 .00367549340117242	 .0281735445222144	 .0145021271875612
 5	 4611	 .0191158147260012	 .0147939837636717	 .571192884157226
 5	 4634	 .990334049167294	 .26988722177808	 .647894346642577
 5	 4692	 .101133353664668	 .0359950062037801	 .897617165534115
 5	 4709	 .068631222933167	 .0371348983066183	 .611428960572594
 5	 4735	 1E-05	 .0290304295235046	 .792836192870626
 5	 4736	 1E-05	 .0434490434253325	 .0320735528980064
 5	 4748	 .00198091771383766	 .0188379655858259	 .0113036583783718
 5	 4813	 .00438261654526494	 .0289977641464161	 .00921570567251107
 5	 4814	 1E-05	 .0361859605624544	 .840686772077102
 5	 4844	 .020352907075002	 .0210250546183706	 .410208104015535
 5	 4867	 1E-05	 .0649798431857716	 .00343718491515921
 5	 4909	 .399262461992401	 .00347907475126923	 .960255410093141
 5	 4913	 .00133446238936855	 .0144043519901734	 .0310577573975581
 5	 4938	 .00464724833324793	 .0196189626416672	 .0883148871290954
 5	 4970	 .0104470758554951	 .0185252120240104	 .759013505262113
 5	 4983	 1E-05	 .0788517441169634	 .456104497100569
 5	 5001	 .000809974142296872	 .00617492171257064	 .0272268946640203
 5	 5061	 .00904688287430595	 .0184081456421385	 .517729543809405
 5	 5067	 .069618474372909	 .0743694472109943	 .583364556853196
 5	 5138	 .0340194199747389	 .177711813888492	 .0291924228708029
 5	 5156	 1E-05	 .123990923117914	 .436962494964612
 5	 5242	 1E-05	 .0113882442394368	 .0594781113525427
 5	 5250	 .00488647135333865	 .00949221034715978	 .133273699163454
 5	 5270	 .412430604039246	 .0253414557335928	 .990287902838026
 5	 5322	 .111714261321855	 .0775217525898938	 .668880782307191
 5	 5433	 .0348689938667508	 .0172015889291521	 .922146096394859
 5	 5458	 .286448104656762	 .102400102646346	 .666130142396897
 5	 5472	 .367211631633193	-.000426933242874687	 .975692859709491
 5	 5524	 .0997650520433197	 .081122783124701	 .560741922913041
 5	 5580	 1E-05	 .0650177224144813	 .435817169863038
 5	 5612	 .257753973136004	 .129122636817978	 .564551503710125
 4	 5619	 1E-05	 .0582535999383599	 .372427542995168
 5	 5689	 .0140380307899656	 .0277873658315374	 .0884324552461135
 5	 5690	 1E-05	 .0673897793095093	 .256850753995443
 4	 5755	 .0609281605791775	 .0259298492875546	 .764661436201807
 4	 5794	 .00256038468038346	 .00789385139791991	 .049805592432013
 5	 5823	 1E-05	 .0649438670565951	 .2458486721322
 4	 5861	 1E-05	 .0201121169498042	 .467570518748193
 5	 5864	 .159804220201689	 .0112445355150068	 .968733163303364
 5	 5896	 .0520886213041661	 .0256269715181069	 .645149318639815
 5	 5949	 1E-05	 .0262583627258845	 .00067101272857395
 4	 5996	 .00172715760235036	 .0243126155193515	 .0669605750950842
 5	 6013	 1E-05	 .0185586846830618	 .110774021112414
 5	 6049	 .598732567086419	-.0343772563194897	 .946879438095841
 5	 6077	 .00818408965864995	 .0202094793175014	 .497250109834908
 5	 6117	 .0198915100695707	 .105081037902277	 .846924269186571
 5	 6123	 1E-05	 .024127941402521	 .353499775889874
 5	 6225	 .279384675972936	 .0471776515135824	 .812400268925825
 5	 6243	 .00260487658203324	 .0265812108930005	 .0543654465954997
 5	 6257	 1E-05	 .0283340205868995	 .463826775676971
 5	 6287	 1E-05	 .0923833062317565	 .117853879765516
 5	 6305	 .0181567394630828	 .00123853675724811	 .982927412083902
 5	 6311	 .0541655445863791	 .00602540374635409	 .614951071880329
 5	 6340	 .2809932169591	 .0514213600880952	 .954686072479721
 5	 6351	 1E-05	 .0119211056502151	 .399824568407244
 5	 6382	 1E-05	 .0787936655610156	 .509172429535116
 5	 6394	 .00657011390808009	 .00663906883009256	 .22154130749817
 5	 6418	 .00588781323943054	 .0148137285382399	 .787724640304661
 5	 6439	 1E-05	 .0121258181954705	 .00499354082802439
 5	 6469	 .351376816197239	 .0828714895522723	 .812312600770263
 4	 6523	 .0668891371207662	 .00461556176414171	 .967188869740981
 5	 6558	 .509846422301308	 .0448157016985815	 .910256142188751
 5	 6616	 1E-05	 .0403181005323718	 .289901537964457
 4	 6624	 1E-05	 .00883334867521961	 .0417889732852523
 5	 6625	 .041008722582584	 .0213787755943717	 .262705273200439
 5	 6648	 .630248133715543	 .0330472543471943	 .931765890254477
 5	 6660	 .00214737821976971	 .0257701497041551	 .00641860386195414
 5	 6676	 .098515707264476	 .036807141481386	 .828466379774475
 4	 6707	 .011649704153243	 .0114340699768336	 .422143856064291
 5	 6711	 .0371831741751343	 .0849201714696689	 .237150043404869
 5	 6749	 .0235841341485153	 .024416284110993	 .936906937186223
 5	 6759	 .00407809132398834	 .00286151728514074	 .194415311540625
 5	 6760	 .3407470444421	-.0107884904923721	 .973962957623067
 5	 6845	 1E-05	 .0269734997694138	 .00258917231448419
 5	 6862	 1E-05	 .0218654575309587	 .113509215022983
 5	 6885	 .00355561300750557	 .0287655316663754	 .0119905741072476
 5	 6914	 1E-05	 .0301597848932721	 .187827927115291
 5	 6918	 .00221285734880058	 .0116306544451431	 .0511195332115524
 5	 6919	 .181600316371747	 .00457495722030899	 .714878501208428
 5	 6947	 .00108299856411195	 .0267038108176071	 .00118342258034143
 5	 6949	 .181170007002569	 .088273627331707	 .799166764130381
 5	 6965	 .00489700586588046	 .0101928488765693	 .364706774803083
 5	 7001	 1E-05	 .0310907600157713	 .226711602606078
 5	 7014	 1E-05	 .0147486774569138	 .0897903929799133
 5	 7033	 .890049756573464	 .0744618444377724	 .998731417035699
 5	 7097	 .0140445085287326	 .0207929262658626	 .927685400361989
 5	 7125	 .0152156317949564	 .0361969759916867	 .0582911133221014
 4	 7175	 .00277206909630233	 .0164140095669604	 .020871962516553
 5	 7196	 1E-05	 .15831461266643	 .713830962609111
 5	 7198	 1E-05	 .00795274194836913	 .153946683347936
 5	 7203	 .0278094128573332	 .0328719461347106	 .605037047489239
 5	 7252	 .120197482050959	 .0476290207138734	 .944833719624158
 5	 7260	 1E-05	 .021845829964817	 .250514620237363
 5	 7296	 .0107313240498487	 .0150934888792056	 .172571024876663
 5	 7303	 1.1975065189894	 .0218183462232712	 .997613661592142
 5	 7346	 1E-05	 .0158478736983721	 .0609351784622435
 4	 7356	 1E-05	 .0352088039840329	 .0565075623186416
 5	 7379	 .296616864127688	 .0089595802166549	 .97471625778387
 4	 7434	 1E-05	 .0366468314326915	 .103019827775877
 5	 7459	 1E-05	 .0184144151460469	 .0583278061052581
 4	 7523	 .0206386037219617	 .0172787710361014	 .563868430402088
 5	 7529	 1E-05	 .00348405197313919	 .403621211427265
 5	 7562	 .0449318774784083	 .0126862777811233	 .492806898335724
 5	 7590	 .233524976244522	 .0426244814577266	 .816976150275547
 5	 7603	 .0435639616452074	 .0250525992045211	 .424337775233313
 5	 7608	 1E-05	 .0128149395629606	 .766148012915888
 5	 7664	 1E-05	 .0118399026019681	 .413035317712943
 5	 7701	 1E-05	 .0238753714590325	 .759388191977506
 5	 7731	 .00520377101399075	 .0121178277375083	 .316362290424292
 5	 7745	 1E-05	 .0329046204665537	 .198900102056949
 5	 7777	 1E-05	 .0166281401161001	 .736100202345735
 4	 7799	 1E-05	 .0203448249869942	 .543232132199949
 5	 7849	 .00737302408590345	 .0171423650133731	 .414880477134605
 5	 7891	 1E-05	 .0135650534890902	 .763991808022186
 5	 7927	 1E-05	 .0116557958889479	 .0338100029300014
 4	 7982	 1E-05	 .0288155322980423	 .363332267059319
 5	 8043	 1E-05	 .0947511813132673	 .174035552648877
 4	 8079	 .058496485313105	 .0220075582358818	 .895067952612845
 5	 8095	 .00410309372442386	 .0185862770317592	 .137397870104229
