#Diffusion Coefficient in um^2/s; Linear fit performed on the 4 first points of trajectories > 6 points
#Pixel size= .17um ; Frame rate= .03sec
ROI	Trace	D(um2/s)	MSD(0)	MSE
 4	 9227	 .000172617669453804	 .00430681805352915	 .00655201258889371
 1	 9237	 .0114112480353897	 .00789711102827026	 .484732645907187
 5	 9257	 1E-05	 .028686324418542	 .000136207424605073
 5	 9293	 .00411903354778928	 .0126993511427603	 .293309630701216
 2	 9591	 .0175756176197964	 .0233116560785938	 .161010326335407
 1	 9602	 1.32740402478973	-.0174207135634665	 .996770979403532
 5	 9633	 1E-05	 .0305137288916144	 .00411329381343961
 2	 9683	 .0112330843100575	 .0268662523650578	 .0329568352107461
 5	 9755	 .00835118300870308	 .00868544349317252	 .90645903940603
 5	 9762	 1E-05	 .00919796903412759	 .000310078027038307
 1	 9832	 .0374878519390079	 .0127700453388953	 .928528887534517
 1	 9841	 .118839815818077	 .00801445568557465	 .778576343660215
 1	 9955	 .0852929557221721	 .00657624447852639	 .791576841140625
 1	 10094	 1E-05	 .0581459758330342	 .75500568420083
 4	 10184	 1E-05	 .00820365054296309	 .464947075831197
 5	 10311	 1E-05	 .0273380524831578	 .110231351973987
 4	 10339	 .000572388473285652	 .00274054072079469	 .0979489217368213
 1	 10449	 .0289725223479949	 .0291698351907787	 .245489453015711
 5	 10452	 1E-05	 .042815063403797	 .210339191001984
 2	 10549	 .00131800659705588	 .0223416262015222	 .0183790648822459
 1	 10610	 .111368369366177	 .0168995156295502	 .649896939985544
 3	 10803	 .141080138843769	 .0443134890204527	 .788525386299275
 2	 10804	 .0510433207835254	 .0704713194056769	 .618357028221855
 3	 11061	 .0043060497673636	 .00391484047594927	 .821459811177698
 4	 11107	 .0660097341260708	 .0276323253265818	 .746882897500801
 1	 11208	 .0395467947664774	 .0343748949493664	 .284756629809954
 3	 11235	 .626176323638201	 .109596375857901	 .826701273174459
 1	 11304	 1E-05	 .00367647313929667	 .0831936899287843
 3	 11388	 .0106086230232827	 .0196349688420582	 .109703469602977
 5	 11415	 1E-05	 .218422138339007	 .605197498619747
 1	 11602	 1E-05	 .0585795624665113	 .0197929092562742
 1	 11628	 .00510655140978513	 .00706128893921827	 .791411110168382
 4	 11651	 1E-05	 .0563621461122996	 .105718430197998
